¶	ADJcar	¶
plus	ADVgen	plus
bele	ADJqua	bel
char	NOMcom	char
ne	ADVneg	ne
fu	VERcjg	estre
!	PONfrt	!

Metez	VERcjg	mettre
le	PROper	il
cuire	VERinf	cuire
sor	PRE	sor
le	DETdef	le
fu	NOMcom	feu
.	PONfrt	.

Veez	VERcjg	vëoir
comme	CONsub	comme
est	VERcjg	estre
tendre	ADJqua	tendre
et	CONcoo	et
refete	VERppe	refaire
Ainçois	PRE	ainçois
que	CONsub	que
la	DETdef	le
saveur	NOMcom	saveur
soit	VERcjg	estre
fete	VERppe	faire
ert	VERcjg	être
ele	PROper	il
cuite	ADJqua	quitte
voirement	ADVgen	voirement
.	PONfrt	.

“	PONpga	“
Biaus	ADJqua	beau
ostes	NOMcom	oste
,	PONfbl	,
fetes	VERcjg	faire
vo	DETpos	votre
talent	NOMcom	talent
!	PONfrt	!

Sor	PRE	sor
vous	PROper	vous
ne	ADVneg	ne
m'	PROper	je
en	PROadv	en
sai	VERcjg	savoir
entremetre	VERinf	entremetre
.	PONfrt	.

“	PONpga	“
Fetes	VERcjg	faire
donques	ADVgen	donc
la	DETdef	le
table	NOMcom	table
metre	VERinf	metre
!	PONfrt	!

C'	PROdem	ce
est	VERcjg	estre
prest	ADJqua	prêt
,	PONfbl	,
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
fors	ADVgen	fors
de	PRE	de
laver	VERinf	laver
et	CONcoo	et
des	PRE.DETdef	de.le
chandoiles	NOMcom	chandoile
alumer	VERinf	alumer
.	PONfbl	.
”	PONpdr	”
Seignor	NOMcom	seignor
,	PONfbl	,
ne	ADVneg	ne
vous	PROper	vous
mentirai	VERcjg	mentir
mie	ADVneg	mie
.	PONfrt	.

Li	DETdef	le
doiens	NOMcom	doyen
avoit	VERcjg	avoir
une	DETndf	un
amie	NOMcom	ami
dont	PROrel	dont
il	PROper	il
si	ADVgen	si
fort	ADJqua	fort
jalous	ADJqua	jalos
estoit	VERcjg	estre
toutes	DETind	tous
les	DETdef	le
nuiz	NOMcom	nuit
qu'	PROrel	que
ostes	NOMcom	oste
avoit	VERcjg	avoir
la	PROper	il
fesoit	VERcjg	faire
en	PRE	en
sa	DETpos	son
chambre	NOMcom	chambre
entrer	VERinf	entrer
.	PONfrt	.

Mes	CONcoo	mais
cele	DETdem	cil
nuit	NOMcom	nuit
le	PROper	il
fist	VERcjg	faire
souper	VERinf	soper
avoec	PRE	avuec
son	DETpos	son
oste	NOMcom	oste
lïement	ADVgen	liément
.	PONfrt	.

Servi	VERppe	servir
furent	VERcjg	estre
molt	ADVgen	moult
richement	ADVgen	richement
de	PRE	de
bone	ADJqua	bon
char	NOMcom	char
et	CONcoo	et
de	PRE	de
bon	ADJqua	bon
vin	NOMcom	vin
.	PONfrt	.

De	PRE	de
blans	ADJqua	blanc
dras	NOMcom	drap
qui	PROrel	que
erent	VERcjg	être
de	PRE	de
lin	NOMcom	lin
fist	VERcjg	faire
on	PROind	on
fere	VERinf	faire
au	PRE.DETdef	a
bouchier	NOMcom	bouchier
.i	PROcar	un
.	PONfrt	.

lit	NOMcom	lit
.	PONfrt	.

Molt	ADVgen	moult
ot	VERcjg	avoir
leenz	ADVgen	laienz
de	PRE	de
son	DETpos	son
delit	NOMcom	delit
.	PONfrt	.

Li	PROper	il
doiens	VERcjg	devoir
sa	DETpos	son
meschine	NOMcom	meschine
apele	VERcjg	apeler
“	PONpga	“
Je	PROper	je
te	PROper	tu
commant	VERcjg	commander
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
suer	NOMcom	seror
bele	ADJqua	bel
,	PONfbl	,
que	CONsub	que
noz	DETpos	notre
ostes	NOMcom	oste
soit	VERcjg	estre
bien	ADVgen	bien
et	CONcoo	et
aise	ADJqua	aise
si	ADVgen	si
qu'	CONsub	que
il	PROimp	il
n'	ADVneg	ne
ait	VERcjg	avoir
rien	PROind	rien
qui	PROrel	que
li	PROper	il
desplaise	VERcjg	desplaire
.	PONfbl	.
”	PONpdr	”
Atant	ADVgen	atant
se	PROper	soi
vont	VERcjg	aler
couchier	VERinf	couchier
ensamble	ADVgen	ensemble
il	PROper	il
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
,	PONfbl	,
ce	PROdem	ce
me	PROper	je
samble	VERcjg	sembler
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
bouchiers	NOMcom	bouchier
remest	VERcjg	remanoir
au	PRE.DETdef	a
fu	NOMcom	feu
.	PONfrt	.

Ainz	ADVgen	ains
mes	ADVgen	mais
si	ADVgen	si
aaisiez	VERppe	aisier
ne	ADVneg	ne
fu	VERcjg	estre
!	PONfrt	!

Bon	ADJqua	bon
ostel	NOMcom	ostel
ot	VERcjg	avoir
et	CONcoo	et
biau	ADJqua	bel
samblant	VERppa	sembler
.	PONfrt	.

“	PONpga	“
Bele	ADJqua	bel
suer	NOMcom	seror
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
vien	VERcjg	venir
avant	ADVgen	avant
.	PONfrt	.

Traite	VERcjg	traiter
en	PRE	en
ça	ADVgen	ça
,	PONfbl	,
si	ADVgen	si
parole	VERcjg	parler
a	PRE	a
moi	PROper	je
et	CONcoo	et
si	ADVgen	si
fai	VERcjg	faire
ton	DETpos	ton
ami	NOMcom	ami
de	PRE	de
moi	PROper	je
.	PONfrt	.

Bien	ADVgen	bien
i	PROadv	i
porras	VERcjg	pöoir
avoir	VERinf	avoir
grant	ADJqua	grant
preu	NOMcom	pro
.	PONfrt	.

“	PONpga	“
Ostes	NOMcom	oste
,	PONfbl	,
tesiez	VERcjg	taire
,	PONfbl	,
ne	ADVneg	ne
dites	VERcjg	dire
preu	NOMcom	pro
.	PONfrt	.

Je	PROper	je
n'	ADVneg	ne
apris	VERcjg	aprendre
onques	ADVgen	onque
tel	DETind	tel
afere	NOMcom	afaire
!	PONfrt	!

“	PONpga	“
Par	PRE	par
Dieu	NOMpro	Dieu
,	PONfbl	,
or	ADVgen	or
le	PROper	il
te	PROper	tu
covient	VERcjg	covenir
fere	VERinf	faire
par	PRE	par
tel	DETind	tel
couvent	NOMcom	convent
que	CONsub	que
je	PROper	je
dirai	VERcjg	dire
.	PONfrt	.

“	PONpga	“
Dites	VERcjg	dire
le	PROper	il
dont	ADVgen	donc
et	CONcoo	et
je	PROper	je
l'	PROper	il
orrai	VERcjg	öir
.	PONfrt	.

“	PONpga	“
Se	CONsub	se
tu	PROper	tu
veus	VERcjg	vouloir
fere	VERinf	faire
mon	DETpos	mon
plesir	NOMcom	plaisir
et	CONcoo	et
tout	DETind	tout
mon	DETpos	mon
bon	ADJqua	bon
et	CONcoo	et
mon	DETpos	mon
desir	NOMcom	désir
,	PONfbl	,
par	PRE	par
Dieu	NOMpro	Dieu
que	CONsub	que
de	PRE	de
vrai	ADJqua	vrai
cuer	NOMcom	cuer
apel	VERcjg	apeler
,	PONfbl	,
de	PRE	de
mon	DETpos	mon
mouton	NOMcom	mouton
auras	VERcjg	avoir
la	DETdef	le
pel	NOMcom	pel
.	PONfrt	.

“	PONpga	“
Biaus	ADJqua	beau
ostes	NOMcom	oste
,	PONfbl	,
jamés	ADVgen	jamais
ce	PROdem	ce
ne	ADVneg	ne
dites	VERcjg	dire
!	PONfrt	!

Vous	PROper	vous
n'	ADVneg	ne
estes	VERcjg	estre
mie	ADVneg	mie
droiz	ADJqua	droit
hermites	NOMcom	ermite
qui	PROrel	que
tel	DETind	tel
chose	NOMcom	chose
me	PROper	je
requerez	VERcjg	requerre
!	PONfrt	!

Molt	ADVgen	moult
estes	VERcjg	estre
de	PRE	de
mal	NOMcom	mal
apenssez	VERppe	apenser
!	PONfrt	!

Dieu	NOMpro	Dieu
merci	NOMcom	merci
,	PONfbl	,
com	CONsub	come
vous	PROper	vous
estes	VERcjg	estre
sos	ADJqua	sol
!	PONfrt	!

Vo	DETpos	votre
bon	ADJqua	bon
feïsse	VERcjg	faire
,	PONfbl	,
mes	CONcoo	mais
je	PROper	je
n'	ADVneg	ne
os	VERcjg	oser
:	PONfbl	:
vous	PROper	vous
le	PROper	il
diriez	VERcjg	dire
demain	ADVgen	demain
ma	DETpos	mon
dame	NOMcom	dame
.	PONfrt	.

“	PONpga	“
Suer	NOMcom	sœur
,	PONfbl	,
se	CONsub	se
ja	ADVgen	ja
Diex	NOMpro	Dieu
ait	VERcjg	avoir
part	NOMcom	part
en	PRE	en
m'	DETpos	mon
ame	NOMcom	ame
,	PONfbl	,
en	PRE	en
ma	DETpos	mon
vie	NOMcom	vie
ne	ADVneg	ne
li	PROper	il
dirai	VERcjg	dire
ne	CONcoo	ne
ja	ADVgen	ja
ne	ADVneg	ne
t'	PROper	tu
en	PROadv	en
encuserai	VERcjg	encuser
!	PONfrt	!

”	PONpdr	”
Dont	ADVgen	donc
li	PROper	il
a	VERcjg	avoir
cele	PROdem	cel
creanté	VERppe	crëanter
qu'	CONsub	que
ele	PROper	il
fera	VERcjg	faire
sa	DETpos	son
volenté	NOMcom	volonté
toute	DETind	tout
la	DETdef	le
nuit	NOMcom	nuit
tant	ADVgen	tant
que	CONsub	que
jors	NOMcom	jour
fu	VERcjg	estre
.	PONfrt	.

Dont	ADVgen	donc
se	PROper	soi
leva	VERcjg	lever
et	CONcoo	et
fist	VERcjg	faire
son	DETpos	son
fu	NOMcom	feu
,	PONfbl	,
son	DETpos	son
harnois	NOMcom	harnois
et	CONcoo	et
puis	ADVgen	puis
trest	VERcjg	traire
ses	DETpos	son
bestes	NOMcom	beste
.	PONfrt	.

Lors	ADVgen	lors
primes	ADVgen	prim
s'	PROper	soi
est	VERcjg	estre
levez	VERppe	lever
li	DETdef	le
prestres	NOMcom	prêtre
.	PONfrt	.

Il	PROper	il
et	CONcoo	et
son	DETpos	son
clerc	NOMcom	clerc
vont	VERcjg	aler
au	PRE.DETdef	a
moustier	NOMcom	moutier
chanter	VERinf	chanter
et	CONcoo	et
fere	VERinf	faire
lor	DETpos	lor
mestier	NOMcom	mestier
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
remest	VERcjg	remanoir
dormant	VERppa	dormir
.	PONfrt	.

Et	CONcoo	et
ses	DETpos	son
ostes	NOMcom	oste
tout	ADVgen	tout
maintenant	ADVgen	maintenant
se	PROper	soi
vest	VERcjg	vestir
et	CONcoo	et
chauce	VERcjg	chaucier
sanz	PRE	sans
demeure	NOMcom	demeure
quar	CONcoo	car
bien	ADVgen	bien
en	PROadv	en
fu	VERcjg	estre
et	CONcoo	et
tans	NOMcom	tens
et	CONcoo	et
eure	NOMcom	heure
.	PONfrt	.

En	PRE	en
la	DETdef	le
chambre	NOMcom	chambre
sanz	PRE	sans
plus	ADVgen	plus
atendre	VERinf	atendre
vint	VERcjg	venir
a	PRE	a
la	DETdef	le
dame	NOMcom	dame
congié	NOMcom	congié
prendre	VERinf	prendre
.	PONfrt	.

La	DETdef	le
clique	NOMcom	clique
sache	VERcjg	savoir
,	PONfbl	,
l'	DETdef	le
uis	NOMcom	uis
ouvri	VERcjg	ouvrir
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
si	ADVgen	si
s'	PROper	soi
esperi	VERcjg	esperir
.	PONfrt	.

Ses	DETpos	son
iex	NOMcom	œil
ouvri	VERcjg	ouvrir
,	PONfbl	,
son	DETpos	son
oste	NOMcom	oste
voit	VERcjg	vëoir
devant	PRE	devant
s'	DETpos	son
esponde	NOMcom	éponde
trestout	ADVgen	trèstout
droit	ADVgen	droit
.	PONfrt	.

Lors	ADVgen	lors
li	PROper	il
demande	VERcjg	demander
dont	PROrel	dont
il	PROper	il
vient	VERcjg	venir
et	CONcoo	et
de	PRE	de
quel	DETrel	quel
chose	NOMcom	chose
il	PROimp	il
li	PROper	il
sovient	VERcjg	sovenir
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
graces	NOMcom	grâce
vous	PROper	vous
rent	VERcjg	rendre
.	PONfrt	.

Herbregié	VERppe	herbreger
m'	PROper	je
avez	VERcjg	avoir
a	PRE	a
talent	NOMcom	talent
et	CONcoo	et
molt	ADVgen	moult
m'	PROper	je
avez	VERcjg	avoir
biau	ADJqua	bel
samblant	VERppa	sembler
fait	VERppe	faire
!	PONfrt	!

”	PONpdr	”
Atant	ADVgen	atant
vers	PRE	vers
le	DETdef	le
chevés	NOMcom	chevef
se	PROper	soi
trait	VERcjg	traire
.	PONfrt	.

Sa	DETpos	son
main	NOMcom	main
mist	VERcjg	mettre
sor	PRE	sor
le	DETdef	le
chaveçuel	NOMcom	chaveçuel
et	CONcoo	et
trest	VERcjg	traire
arriere	ADVgen	ariere
le	DETdef	le
linçuel	NOMcom	lincuel
,	PONfbl	,
si	ADVgen	si
voit	VERcjg	vëoir
la	DETdef	le
gorge	NOMcom	gorge
blanche	ADJqua	blanc
et	CONcoo	et
bele	ADJqua	bel
et	CONcoo	et
la	DETdef	le
poitrine	NOMcom	poitrine
et	CONcoo	et
la	DETdef	le
mamele	NOMcom	mamele
.	PONfrt	.

“	PONpga	“
E	CONcoo	et
Diex	NOMpro	Dieu
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
je	PROper	je
voi	VERcjg	vëoir
miracles	NOMcom	miracle
!	PONfrt	!

Sainte	ADJqua	saint
Marie	NOMpro	Marie
,	PONfbl	,
saint	ADJqua	saint
Romacles	NOMpro	Romacle
,	PONfbl	,
comme	ADVint	comme
est	VERcjg	estre
li	DETdef	le
doiens	NOMcom	doyen
bien	ADVgen	bien
venuz	VERppe	venir
qui	PROrel	que
o	PRE	o
tel	DETind	tel
dame	NOMcom	dame
gist	VERcjg	gésir
toz	ADVgen	tot
nuz	ADJqua	nu
,	PONfbl	,
que	CONsub	que
si	ADVgen	si
m'	PROper	je
aït	VERcjg	aidier
sainz	ADJqua	saint
Onorez	VERppe	honorer
,	PONfbl	,
uns	DETndf	un
rois	NOMcom	roi
en	PROadv	en
fust	VERcjg	estre
toz	ADVgen	tot
honorez	VERppe	honorer
!	PONfrt	!

Se	CONsub	se
j'	PROper	je
avoie	VERcjg	avoir
tant	ADVgen	tant
de	PRE	de
loisir	NOMcom	loisir
que	CONsub	que
g'	PROper	je
i	PROadv	i
peüsse	VERcjg	pouvoir
.i	PROcar	un
.	PONfrt	.

poi	ADVgen	peu
gesir	VERinf	gésir
,	PONfbl	,
refez	VERppe	refaire
seroie	VERcjg	estre
et	CONcoo	et
respassez	VERppe	respasser
!	PONfrt	!

“	PONpga	“
Biaus	ADJqua	beau
ostes	NOMcom	oste
,	PONfbl	,
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
mie	ADVneg	mie
assez	ADVgen	assez
que	PROrel	que
vous	PROper	vous
dites	VERcjg	dire
,	PONfbl	,
par	PRE	par
saint	ADJqua	saint
Germain	NOMpro	Germain
!	PONfrt	!

Alez	VERcjg	aler
ensus	ADVgen	ensus
,	PONfbl	,
ostez	VERcjg	oster
vo	DETpos	votre
main	NOMcom	main
!	PONfrt	!

Mesires	NOMcom	messire
aura	VERcjg	avoir
ja	ADVgen	ja
chanté	VERppe	chanter
.	PONfrt	.

Trop	ADVgen	trop
se	PROper	soi
tendroit	VERcjg	tenir
a	PRE	a
engané	VERppe	enganer
se	CONsub	se
en	PRE	en
sa	DETpos	son
chambre	NOMcom	chambre
vous	PROper	vous
trovoit	VERcjg	trover
!	PONfrt	!

Jamés	ADVgen	jamais
nul	DETind	nul
jor	NOMcom	jor
ne	ADVneg	ne
m'	PROper	je
ameroit	VERcjg	amer
,	PONfbl	,
si	ADVgen	si
m'	PROper	je
auriez	VERcjg	avoir
mal	ADVgen	mal
baillie	VERppe	baillir
et	CONcoo	et
morte	VERppe	morir
!	PONfrt	!

”	PONpdr	”
Et	CONcoo	et
cil	PROdem	cel
molt	ADVgen	moult
bel	ADVgen	bel
la	PROper	il
reconforte	VERcjg	reconforter
:	PONfbl	:
“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
por	PRE	por
Dieu	NOMpro	Dieu
,	PONfbl	,
merci	NOMcom	merci
!	PONfrt	!

Jamés	ADVgen	jamais
ne	ADVneg	ne
mouverai	VERcjg	mouvoir
de	PRE	de
ci	ADVgen	ci
por	PRE	por
nul	DETind	nul
homme	NOMcom	homme
vivant	VERppa	vivre
qui	PROrel	que
soit	VERcjg	estre
,	PONfbl	,
nes	ADVgen	nëis
se	CONsub	se
li	PROper	il
doiens	VERcjg	devoir
i	PROadv	i
venoit	VERcjg	venir
.	PONfrt	.

Por	PRE	por
qu'	CONsub	que
il	PROper	il
deïst	VERcjg	dire
une	DETndf	un
parole	NOMcom	parole
qui	PROrel	que
fust	VERcjg	estre
outrageuse	ADJqua	outrajos
ne	CONcoo	ne
fole	ADJqua	fol
,	PONfbl	,
je	PROper	je
l'	PROper	il
ocirroie	VERcjg	ocire
maintenant	ADVgen	maintenant
!	PONfrt	!

Mes	CONcoo	mais
or	ADVgen	or
otroiez	VERcjg	otroiier
mon	DETpos	mon
commant	NOMcom	command
et	CONcoo	et
fetes	VERcjg	faire
ce	PROdem	ce
que	PROrel	que
je	PROper	je
voudrai	VERcjg	vouloir
.	PONfrt	.

Ma	DETpos	mon
piau	ADJqua	pel
lanue	NOMcom	lanue
vous	PROper	vous
donrai	VERcjg	doner
et	CONcoo	et
grant	ADJqua	grant
plenté	NOMcom	plenté
de	PRE	de
mon	DETpos	mon
argent	NOMcom	argent
.	PONfrt	.

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
je	PROper	je
n'	ADVneg	ne
en	PROadv	en
ferai	VERcjg	faire
noient	PROind	néant
que	CONsub	que
je	PROper	je
vous	PROper	vous
sent	VERcjg	sentir
si	ADVgen	si
a	PRE	a
estout	ADJqua	estout
que	CONsub	que
demain	ADVgen	demain
le	PROper	il
diriez	VERcjg	dire
par	PRE	par
tout	PROind	tout
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
ma	DETpos	mon
foi	NOMcom	foi
tenez	VERcjg	tenir
.	PONfrt	.

Tant	ADVgen	tant
com	CONsub	come
je	PROper	je
soie	VERcjg	estre
vis	ADJqua	vif
ne	CONcoo	ne
nez	VERppe	naistre
,	PONfbl	,
ne	ADVneg	ne
le	PROper	il
dirai	VERcjg	dire
fame	NOMcom	feme
ne	CONcoo	ne
homme	NOMcom	homme
par	PRE	par
toz	DETind	tot
les	DETdef	le
sainz	NOMcom	saint
qui	PROrel	que
sont	VERcjg	estre
a	PRE	a
Romme	NOMpro	Rome
!	PONfrt	!

”	PONpdr	”
Tant	ADVgen	tant
li	PROper	il
dist	VERcjg	dire
et	CONcoo	et
tant	ADVgen	tant
li	PROper	il
promet	VERcjg	prometre
la	DETdef	le
dame	NOMcom	dame
en	PRE	en
sa	DETpos	son
merci	NOMcom	merci
se	PROper	soi
met	VERcjg	metre
et	CONcoo	et
li	DETdef	le
bouchiers	NOMcom	bouchier
bien	ADVgen	bien
s'	PROper	soi
en	PROadv	en
refet	VERcjg	refaire
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
il	PROper	il
en	PROadv	en
ot	VERcjg	avoir
son	DETpos	son
bon	ADJqua	bon
fet	VERppe	faire
,	PONfbl	,
d'	PRE	de
iluec	ADVgen	illuec
se	PROper	soi
part	VERcjg	partir
,	PONfbl	,
n'	ADVneg	ne
i	PROadv	i
volt	VERcjg	vouloir
plus	ADVgen	plus
estre	VERinf	estre
,	PONfbl	,
et	CONcoo	et
vint	VERcjg	venir
au	PRE.DETdef	a
moustier	NOMcom	moutier
ou	PROrel	où
le	DETdef	le
prestre	NOMcom	prêtre
ot	VERcjg	avoir
commencié	VERppe	commencer
une	DETndf	un
leçon	NOMcom	leçon
entre	PRE	entre
lui	PROper	il
et	CONcoo	et
.i	PROcar	un
.	PONfrt	.

sien	ADJpos	sien
clerçon	NOMcom	clerçon
.	PONfrt	.

Si	ADVgen	si
comme	CONsub	comme
il	PROper	il
dist	VERcjg	dire
Jube	NOMpro	Jube
Domne	NOMpro	Domne
,	PONfbl	,
ez	ADVgen	ez
le	PROper	il
vous	PROper	vous
el	PRE.DETdef	en
moustier	NOMcom	moutier
entré	VERppe	entrer
.	PONfrt	.

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
graces	NOMcom	grâce
vous	PROper	vous
rent	VERcjg	rendre
!	PONfrt	!

Ostel	NOMcom	ostel
ai	VERcjg	avoir
eü	VERppe	avoir
a	PRE	a
talent	NOMcom	talent
.	PONfrt	.

Molt	ADVgen	moult
me	PROper	je
lo	VERcjg	löer
de	PRE	de
vo	DETpos	votre
biau	ADJqua	bel
samblant	NOMcom	semblant
!	PONfrt	!

Mes	CONcoo	mais
une	DETndf	un
chose	NOMcom	chose
vous	PROper	vous
demant	VERcjg	demander
et	CONcoo	et
vous	PROper	vous
pri	VERcjg	priier
que	CONsub	que
vous	PROper	vous
le	PROper	il
faciez	VERcjg	faire
,	PONfbl	,
que	CONsub	que
vous	PROper	vous
ma	DETpos	mon
pel	NOMcom	pel
achatissiez	VERcjg	achetir
,	PONfbl	,
si	ADVgen	si
m'	PROper	je
avriez	VERcjg	avoir
delivré	VERppe	delivrer
de	PRE	de
paine	NOMcom	peine
.	PONfrt	.

Bien	ADVgen	bien
i	PROadv	i
a	VERcjg	avoir
.iii	PROcar	trois
.	PONfrt	.

livres	NOMcom	livre
de	PRE	de
laine	NOMcom	laine
!	PONfrt	!

Molt	ADVgen	moult
est	VERcjg	estre
bone	ADJqua	bon
,	PONfbl	,
si	ADVgen	si
m'	PROper	je
aït	VERcjg	aidier
Diex	NOMpro	Dieu
!	PONfrt	!

.III	PROcar	trois
.	PONfrt	.

sous	ADJqua	seul
vaut	VERcjg	valoir
,	PONfbl	,
vous	PROper	vous
l'	PROper	il
avrez	VERcjg	avoir
por	PRE	por
.ii	PROcar	deus
.	PONfrt	.

et	CONcoo	et
molt	ADVgen	moult
bon	ADJqua	bon
gré	NOMcom	gré
vous	PROper	vous
en	PROadv	en
savrai	VERcjg	savoir
!	PONfrt	!

“	PONpga	“
Biaus	ADJqua	beau
ostes	NOMcom	oste
,	PONfbl	,
et	CONcoo	et
je	PROper	je
le	PROper	il
ferai	VERcjg	faire
por	PRE	por
l'	DETdef	le
amor	NOMcom	amor
de	PRE	de
vous	PROper	vous
volentiers	ADVgen	volentiers
!	PONfrt	!

Bons	ADJqua	bon
compains	NOMcom	compagnon
estes	VERcjg	estre
et	CONcoo	et
entiers	ADJqua	entier
!	PONfrt	!

Revenez	VERcjg	revenir
moi	PROper	je
veoir	VERinf	vëoir
sovent	ADVgen	souvent
!	PONfrt	!

”	PONpdr	”
Sa	DETpos	son
pel	NOMcom	pel
meïsme	ADJind	mëisme
cil	PROdem	cel
li	PROper	il
vent	VERcjg	venir
.	PONfrt	.

Congié	NOMcom	congié
demande	VERcjg	demander
si	ADVgen	si
s'	PROper	soi
en	PROadv	en
va	VERcjg	aler
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
lors	ADVgen	lors
se	PROper	soi
leva	VERcjg	lever
qui	PROrel	que
molt	ADVgen	moult
ert	VERcjg	être
jolie	ADJqua	jolir
et	CONcoo	et
mingnote	ADJqua	mingot
,	PONfbl	,
si	ADVgen	si
se	PROper	soi
vest	VERcjg	vestir
d'	PRE	de
une	DETndf	un
verde	ADJqua	verd
cote	NOMcom	cote
molt	ADVgen	moult
bien	ADVgen	bien
faudee	VERppe	fauder
a	PRE	a
plois	NOMcom	plois
rampanz	VERppa	rempent
.	PONfrt	.

La	DETdef	le
dame	NOMcom	dame
ot	VERcjg	avoir
escorcié	VERppe	escorcier
ses	DETpos	son
panz	NOMcom	pan
a	PRE	a
sa	DETpos	son
çainture	NOMcom	ceinture
par	PRE	par
orgueil	NOMcom	orgueil
.	PONfrt	.

Cler	ADJqua	clair
et	CONcoo	et
riant	VERppa	rire
furent	VERcjg	estre
si	ADVgen	si
oeil	NOMcom	œil
.	PONfrt	.

Et	CONcoo	et
la	DETdef	le
baissele	NOMcom	baisselle
sanz	PRE	sans
atendre	VERinf	atendre
vint	VERcjg	venir
a	PRE	a
la	DETdef	le
pel	NOMcom	pel
,	PONfbl	,
si	ADVgen	si
la	PROper	il
vout	VERcjg	voloir
prendre	VERinf	prendre
quant	CONsub	cant
la	DETdef	le
dame	NOMcom	dame
li	PROper	il
desfendi	VERcjg	défendre
.	PONfrt	.

“	PONpga	“
Diva	INJ	div
!	PONfrt	!

fet	VERcjg	faire
ele	PROper	il
.	PONfrt	.

Et	CONcoo	et
quar	ADVgen	car
me	PROper	je
di	VERcjg	dire
qu'	PROint	que
as	VERcjg	avoir
tu	PROper	tu
de	PRE	de
cele	DETdem	cil
pel	NOMcom	pel
a	PRE	a
fere	VERinf	faire
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
j'	PROper	je
en	PROadv	en
ferai	VERcjg	faire
mon	DETpos	mon
afere	NOMcom	afaire
.	PONfrt	.

Je	PROper	je
la	PROper	il
vueil	VERcjg	vouloir
au	PRE.DETdef	a
soleil	NOMcom	soleil
porter	VERinf	porter
por	PRE	por
le	DETdef	le
cuirien	NOMcom	cuirien
fere	VERinf	faire
essuer	VERinf	essüer
.	PONfrt	.

“	PONpga	“
Non	ADVneg	non
feras	VERcjg	faire
!	PONfrt	!

Lai	VERcjg	laisser
le	DETdef	le
toute	PROind	tout
coie	ADJqua	coi
!	PONfrt	!

Ele	PROper	elle
pendroit	VERcjg	pendre
trop	ADVgen	trop
sor	PRE	sor
la	DETdef	le
voie	NOMcom	voie
.	PONfrt	.

Mes	CONcoo	mais
fai	VERcjg	faire
ce	PROdem	ce
que	PROrel	que
tu	PROper	tu
as	VERcjg	avoir
a	PRE	a
fere	VERinf	faire
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
dist	VERcjg	dire
el	PROper	il
,	PONfbl	,
je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
que	PROrel	que
fere	VERinf	faire
.	PONfrt	.

Je	PROper	je
levai	VERcjg	lever
plus	ADVgen	plus
matin	NOMcom	matin
de	PRE	de
vous	PROper	vous
.	PONfrt	.

A	PRE	a
foi	NOMcom	foi
,	PONfbl	,
maugré	NOMcom	maugré
en	PROadv	en
aiez	VERcjg	avoir
vous	PROper	vous
!	PONfrt	!

Vous	PROper	vous
en	PROadv	en
deüssiez	VERcjg	devoir
bien	ADVgen	bien
parler	VERinf	parler
!	PONfrt	!

“	PONpga	“
Trai	VERcjg	traire
tẹ	PROper	tu
ensus	ADVgen	ensus
,	PONfbl	,
lai	VERcjg	laisser
la	DETdef	le
pel	NOMcom	pel
ester	VERinf	ester
!	PONfrt	!

Garde	VERcjg	garder
que	CONsub	que
plus	ADVgen	plus
la	DETdef	le
main	NOMcom	main
n'	ADVneg	ne
i	PROadv	i
metes	VERcjg	metre
ne	CONcoo	ne
que	CONsub	que
plus	ADVgen	plus
ne	ADVneg	ne
t'	PROper	tu
en	PROadv	en
entremetes	VERcjg	entremetre
!	PONfrt	!

“	PONpga	“
En	PRE	en
non	NOMcom	nom
Dieu	NOMpro	Dieu
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
si	ADVgen	si
ferai	VERcjg	faire
