¶	ADJcar	¶
le	DETdef	le
besant	NOMcom	besant
!	PONfrt	!

Devant	PRE	devant
nous	PROper	nous
menez	VERcjg	mener
.	PONfrt	.

Vous	PROper	vous
le	PROper	il
reçustes	VERcjg	recevoir
premerains	ADVgen	premerain
!	PONfrt	!

“	PONpga	“
Mes	CONcoo	mais
vous	PROper	vous
qui	PROrel	que
venez	VERcjg	venir
daarrains	ADJqua	derrain
li	DETdef	le
bailliez	NOMcom	baillier
,	PONfbl	,
quar	CONcoo	car
je	PROper	je
n'	ADVneg	ne
en	PROadv	en
ai	VERcjg	avoir
point	ADVneg	point
!	PONfrt	!

“	PONpga	“
Or	ADVgen	or
sui	VERcjg	estre
je	PROper	je
bien	ADVgen	bien
venuz	VERppe	venir
a	PRE	a
point	NOMcom	point
,	PONfbl	,
fet	VERcjg	faire
li	DETdef	le
ostes	NOMcom	oste
,	PONfbl	,
quant	CONsub	cant
on	PROind	on
me	PROper	je
truffe	VERcjg	trouffer
!	PONfrt	!

”	PONpdr	”
L'	DETdef	le
un	PROind	un
va	VERcjg	aler
doner	VERinf	doner
une	DETndf	un
grant	ADJqua	grant
buffe	NOMcom	bufe
,	PONfbl	,
puis	ADVgen	puis
fet	VERcjg	faire
aporter	VERinf	aporter
.ii	PROcar	deus
.	PONfrt	.

lingnas	VERcjg	ligner
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
qui	PROrel	que
fu	VERcjg	estre
a	PRE	a
biau	ADJqua	bel
harnas	NOMcom	harnap
,	PONfbl	,
qui	PROrel	que
le	DETdef	le
conte	NOMcom	conte
forment	ADVgen	fortement
amoit	VERcjg	amer
,	PONfbl	,
de	PRE	de
ris	NOMcom	ris
en	PRE	en
aise	NOMcom	aise
se	PROper	soi
pasmoit	VERcjg	pasmer
.	PONfrt	.

Quant	CONsub	quand
il	PROper	il
vit	VERcjg	vëoir
le	DETdef	le
ledengement	NOMcom	lédangement
,	PONfbl	,
a	PRE	a
l'	DETdef	le
oste	NOMcom	oste
vint	VERcjg	venir
isnelement	ADVgen	isnellement
,	PONfbl	,
se	ADVgen	si
li	PROper	il
demande	VERcjg	demander
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
,	PONfbl	,
quel	DETrel	quel
chose	NOMcom	chose
ces	DETdem	ce
genz	NOMcom	gent
demandoit	VERcjg	demander
.	PONfrt	.

Fet	VERcjg	faire
l'	DETdef	le
ostes	NOMcom	oste
:	PONfbl	:
“	PONpga	“
Du	PRE.DETdef	de.le
mien	PROpos	mon
ont	VERcjg	avoir
eü	VERppe	avoir
.x	PROcar	dis
.	PONfrt	.

saus	ADJqua	sauf
c'	PROdem	ce
ont	VERcjg	avoir
mengié	VERppe	manger
et	CONcoo	et
beü	VERppe	boivre
,	PONfbl	,
si	ADVgen	si
ne	ADVneg	ne
m'	PROper	je
en	PROadv	en
font	VERcjg	faire
fors	ADVgen	fors
escharnir	VERinf	escharnir
!	PONfrt	!

Mes	CONcoo	mais
de	PRE	de
ce	PROdem	ce
les	PROper	il
vueil	VERcjg	vouloir
bien	ADVgen	bien
garnir	VERinf	garnir
:	PONfbl	:
chascuns	PROind	chascun
avra	VERcjg	avoir
de	PRE	de
son	DETpos	son
cors	NOMcom	corps
honte	NOMcom	honte
!	PONfrt	!

“	PONpga	“
Ainçois	ADVgen	ainçois
le	PROper	il
metez	VERcjg	metre
sor	PRE	sor
mon	DETpos	mon
conte	NOMcom	conte
,	PONfbl	,
fet	VERcjg	faire
li	DETdef	le
clers	NOMcom	clerc
.	PONfrt	.

.XV	PROcar	quinze
.	PONfrt	.

saus	NOMcom	sou
vous	PROper	vous
doi	VERcjg	devoir
.	PONfrt	.

Mal	ADVgen	mal
fet	VERcjg	faire
povre	ADJqua	povre
gent	NOMcom	gent
fere	VERinf	faire
anoi	NOMcom	anoi
!	PONfrt	!

”	PONpdr	”
L'	DETdef	le
ostes	NOMcom	oste
respont	VERcjg	respondre
:	PONfbl	:
“	PONpga	“
Molt	ADVgen	moult
volentiers	ADVgen	volentiers
!	PONfrt	!

Vaillanz	ADJqua	valoir
clers	ADJqua	cler
estes	VERcjg	estre
et	CONcoo	et
entiers	ADJqua	entier
!	PONfrt	!

”	PONpdr	”
Li	DETdef	le
avugle	NOMcom	avugle
s'	PROper	soi
en	PROadv	en
vont	VERcjg	aler
tout	ADVgen	tout
cuite	ADJqua	quitte
.	PONfrt	.

Or	ADVgen	or
oiez	VERcjg	öir
comfete	VERppe	comfaire
refuite	NOMcom	refuite
li	DETdef	le
clers	NOMcom	clerc
porpenssa	VERcjg	pourpenser
maintenant	ADVgen	maintenant
!	PONfrt	!

On	PROind	on
aloit	VERcjg	aler
la	DETdef	le
messe	NOMcom	messe
sonant	VERppa	soner
.	PONfrt	.

A	PRE	a
l'	DETdef	le
oste	NOMcom	oste
vint	VERcjg	venir
,	PONfbl	,
si	ADVgen	si
l'	PROper	il
aresone	VERcjg	araisoner
:	PONfbl	:
“	PONpga	“
Ostes	NOMcom	oste
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
vostre	DETpos	vostre
persone	NOMcom	personne
du	PRE.DETdef	de.le
moustier	NOMcom	moutier
dont	PROrel	dont
ne	ADVneg	ne
connissiez	VERcjg	connaître
?	PONfrt	?

Ces	DETdem	ce
.xv	PROcar	quinze
.	PONfrt	.

saus	ADJqua	sauf
bien	ADVgen	bien
li	PROper	il
croiriez	VERcjg	croire
se	CONsub	se
por	PRE	por
moi	PROper	je
les	PROper	il
vous	PROper	vous
voloit	VERcjg	voloir
rendre	VERinf	rendre
?	PONfrt	?

“	PONpga	“
De	PRE	de
ce	PROdem	ce
ne	ADVneg	ne
sui	VERcjg	estre
mie	ADVneg	mie
a	PRE	a
aprendre	VERinf	aprendre
,	PONfbl	,
fet	VERcjg	faire
li	DETdef	le
borgois	NOMcom	bourgeois
,	PONfbl	,
par	PRE	par
saint	ADJqua	saint
Silvestre	NOMpro	Sylvestre
,	PONfbl	,
que	CONsub	que
je	PROper	je
croiroie	VERcjg	croire
nostre	DETpos	notre
prestre	NOMcom	prêtre
,	PONfbl	,
s'	CONsub	se
il	PROper	il
voloit	VERcjg	voloir
,	PONfbl	,
plus	ADVgen	plus
de	PRE	de
.xxx	PROcar	trente
.	PONfrt	.

livres	NOMcom	livre
!	PONfrt	!

“	PONpga	“
Dont	ADVgen	donc
dites	VERcjg	dire
j'	PROper	je
en	PRE	en
soie	NOMcom	soie
delivres	VERppe	delivre
esraument	ADVgen	esramment
com	CONsub	come
je	PROper	je
revendrai	VERcjg	revenir
.	PONfrt	.

Au	PRE.DETdef	a
moustier	NOMcom	moutier
paier	VERinf	payer
vous	PROper	vous
ferai	VERcjg	faire
.	PONfbl	.
”	PONpdr	”
L'	DETdef	le
ostes	NOMcom	oste
le	PROper	il
commande	VERcjg	commander
esraument	ADVgen	esramment
et	CONcoo	et
li	DETdef	le
clers	NOMcom	clerc
ainsi	ADVgen	ainsi
fetement	ADVgen	faitement
dist	VERcjg	dire
son	DETpos	son
garçon	NOMcom	garçon
qu'	CONsub	que
il	PROper	il
atornast	VERcjg	atorner
son	DETpos	son
palefroi	NOMcom	palefroi
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
troussast	VERcjg	trousser
,	PONfbl	,
que	CONsub	que
tout	PROind	tout
soit	VERcjg	estre
prest	ADJqua	prêt
quant	CONsub	cant
il	PROper	il
reviegne	VERcjg	revenir
.	PONfrt	.

A	PRE	a
l'	DETdef	le
oste	NOMcom	oste
a	VERcjg	avoir
dit	VERppe	dire
que	CONsub	que
il	PROper	il
s'	PROper	soi
en	PROadv	en
viegne	VERcjg	venir
.	PONfrt	.

Ambedui	PROcar	ambedeux
el	PRE.DETdef	en
moustier	NOMcom	moutier
en	PROadv	en
vont	VERcjg	aler
;	PONfbl	;
dedenz	PRE	dedans
le	DETdef	le
chancel	NOMcom	chancel
entré	VERppe	entrer
sont	VERcjg	estre
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
qui	PROrel	que
les	DETdef	le
.xv	PROcar	quinze
.	PONfrt	.

saus	ADJqua	sauf
doit	VERcjg	devoir
a	VERcjg	avoir
pris	VERppe	prendre
son	DETpos	son
oste	NOMcom	oste
par	PRE	par
le	DETdef	le
doit	NOMcom	doit
,	PONfbl	,
si	ADVgen	si
l'	PROper	il
a	VERcjg	avoir
fet	VERppe	faire
delez	PRE	dalez
lui	PROper	il
assir	VERinf	asseoir
,	PONfbl	,
puis	ADVgen	puis
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
mie	ADVneg	mie
loisir	NOMcom	loisir
de	PRE	de
demorer	VERinf	demorer
dusqu’aprés	PRE	duscaprès
messe	NOMcom	messe
.	PONfrt	.

Avoir	VERinf	avoir
vous	PROper	vous
ferai	VERcjg	faire
vo	DETpos	votre
promesse	NOMcom	promesse
.	PONfrt	.

Je	PROper	je
l'	PROper	il
irai	VERcjg	aler
dire	VERinf	dire
qu'	CONsub	que
il	PROper	il
vous	PROper	vous
pait	VERcjg	paître
.xv	PROcar	quinze
.	PONfrt	.

saus	ADJqua	sauf
trestout	ADVgen	trèstout
entresait	ADVgen	entresait
tantost	ADVgen	tantôt
que	CONsub	que
il	PROper	il
avra	VERcjg	avoir
chanté	VERppe	chanter
.	PONfrt	.

“	PONpga	“
Fetes	VERcjg	faire
en	PRE	en
vostre	DETpos	vostre
volenté	NOMcom	volonté
!	PONfrt	!

”	PONpdr	”
fet	VERcjg	faire
li	DETdef	le
borgois	NOMcom	bourgeois
qui	PROrel	que
bien	ADVgen	bien
le	PROper	il
croit	VERcjg	croire
.	PONfrt	.

Li	DETdef	le
prestres	NOMcom	prêtre
revestuz	VERppe	revêtir
estoit	VERcjg	estre
qui	PROrel	que
maintenant	ADVgen	maintenant
devoit	VERcjg	devoir
chanter	VERinf	chanter
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
vint	VERcjg	venir
devant	PRE	devant
lui	PROper	il
ester	VERinf	ester
,	PONfbl	,
qui	PROrel	que
bien	ADVgen	bien
sot	VERcjg	savoir
dire	VERinf	dire
sa	DETpos	son
reson	NOMcom	raison
.	PONfrt	.

Bien	ADVgen	bien
sambloit	VERcjg	sembler
estre	VERinf	estre
gentiz	ADJqua	gentil
hom	NOMcom	homme
!	PONfrt	!

N'	ADVneg	ne
avoit	VERcjg	avoir
pas	ADVneg	pas
la	DETdef	le
chiere	NOMcom	chiere
reborse	ADJqua	rebors
.	PONfrt	.

.XII	PROcar	douze
.	PONfrt	.

deniers	NOMcom	denier
tret	VERcjg	traire
de	PRE	de
sa	DETpos	son
borse	NOMcom	borse
;	PONfbl	;
le	DETdef	le
prestre	NOMcom	prêtre
les	PROper	il
met	VERcjg	metre
en	PRE	en
la	DETdef	le
main	NOMcom	main
.	PONfrt	.

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
por	PRE	por
saint	ADJqua	saint
Germain	NOMpro	Germain
,	PONfbl	,
entendez	VERcjg	entendre
ça	ADVgen	ça
.i	PROcar	un
.	PONfrt	.

poi	ADVgen	peu
a	PRE	a
mi	PROper	moi
.	PONfrt	.

Tuit	DETind	tous
li	DETdef	le
clerc	NOMcom	clerc
doivent	VERcjg	devoir
estre	VERinf	estre
ami	NOMcom	ami
.	PONfrt	.

Por	PRE	por
ce	PROdem	ce
vieng	VERcjg	venir
je	PROper	je
pres	ADVgen	près
de	PRE	de
l'	DETdef	le
autel	NOMcom	autel
.	PONfrt	.

Je	PROper	je
giuc	VERcjg	gésir
anuit	ADVgen	anuit
a	PRE	a
.i	PROcar	un
.	PONfrt	.

ostel	NOMcom	ostel
chiés	PRE	chiés
a	PRE	a
.i	PROcar	un
.	PONfrt	.

borgois	NOMcom	bourgeois
qui	PROrel	que
molt	ADVgen	moult
vaut	VERcjg	valoir
.	PONfrt	.

Li	DETdef	le
douz	ADJqua	doux
Jhesucriz	NOMpro	Jésus-Chriz
le	PROper	il
consaut	VERcjg	consaillir
,	PONfbl	,
quar	CONcoo	car
preudom	NOMcom	pro
est	VERcjg	estre
et	CONcoo	et
sanz	PRE	sans
boisdie	NOMcom	boisdie
!	PONfrt	!

Mes	CONcoo	mais
une	DETndf	un
cruel	ADJqua	crüel
maladie	NOMcom	maladie
li	PROper	il
prist	VERcjg	prendre
ersoir	ADVgen	ersoir
dedenz	PRE	dedans
sa	DETpos	son
teste	NOMcom	teste
entrues	VERppe	entrer
que	CONsub	que
nous	PROper	nous
demeniens	VERcjg	démener
feste	NOMcom	fête
si	ADVgen	si
qu'	CONsub	que
il	PROper	il
fu	VERcjg	estre
trestoz	ADVgen	trestot
marvoiez	VERppe	marvoiier
.	PONfrt	.

Dieu	NOMpro	Dieu
merci	NOMcom	merci
,	PONfbl	,
or	ADVgen	or
est	VERcjg	estre
ravoiez	VERppe	ravoyer
,	PONfbl	,
mes	CONcoo	mais
encore	ADVgen	encore
li	PROper	il
deut	VERcjg	devoir
li	DETdef	le
chiez	NOMcom	chef
,	PONfbl	,
si	ADVgen	si
vous	PROper	vous
pri	VERcjg	priier
que	CONsub	que
vous	PROper	vous
li	PROper	il
lisiez	VERcjg	lire
aprés	ADVgen	après
chanter	VERinf	chanter
une	DETndf	un
evangille	NOMcom	évangile
desus	PRE	dessus
son	DETpos	son
chief	NOMcom	chief
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Et	CONcoo	et
par	PRE	par
saint	ADJqua	saint
Gille	NOMpro	Gilles
,	PONfbl	,
fet	VERcjg	faire
li	DETdef	le
prestres	NOMcom	prêtre
,	PONfbl	,
je	PROper	je
li	PROper	il
lirai	VERcjg	lire
!	PONfrt	!

”	PONpdr	”
Au	PRE.DETdef	a
borgois	NOMcom	bourgeois
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Je	PROper	je
le	PROper	il
ferai	VERcjg	faire
tantost	ADVgen	tantôt
com	CONsub	come
j'	PROper	je
avrai	VERcjg	avoir
messe	NOMcom	messe
dite	VERppe	dire
.	PONfrt	.

“	PONpga	“
Dont	ADVgen	donc
en	PROadv	en
claime	VERcjg	clamer
je	PROper	je
le	DETdef	le
clerc	NOMcom	clerc
cuite	ADJqua	quitte
!	PONfrt	!

fet	VERcjg	faire
li	DETdef	le
borgois	NOMcom	bourgeois
.	PONfrt	.

Miex	ADVgen	mieux
ne	ADVneg	ne
demant	VERcjg	demander
.	PONfrt	.

“	PONpga	“
Sire	NOMcom	seignor
prestre	NOMcom	prêtre
,	PONfbl	,
a	PRE	a
Dieu	NOMpro	Dieu
vous	PROper	vous
commant	VERcjg	commander
!	PONfrt	!

fet	VERcjg	faire
li	DETdef	le
clers	NOMcom	clerc
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
A	PRE	a
Dieu	NOMpro	Dieu
,	PONfbl	,
biaus	ADJqua	bel
douz	ADJqua	doux
mestre	NOMcom	maistre
!	PONfrt	!

”	PONpdr	”
Li	DETdef	le
prestres	NOMcom	prêtre
a	PRE	a
l'	DETdef	le
autel	NOMcom	autel
va	VERcjg	aler
estre	VERinf	estre
.	PONfrt	.

Hautement	ADVgen	hautement
grant	ADJqua	grant
messe	NOMcom	messe
commence	VERcjg	commencer
.	PONfrt	.

Par	PRE	par
.i	PROind	un
.	PONfrt	.

jor	NOMcom	jor
fu	VERcjg	estre
de	PRE	de
dïemenche	NOMcom	dimanche
.	PONfrt	.

Au	PRE.DETdef	a
moustier	NOMcom	moutier
vindrent	VERcjg	venir
molt	ADVgen	moult
de	PRE	de
genz	NOMcom	gent
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
qui	PROrel	que
fu	VERcjg	estre
et	CONcoo	et
biaus	ADJqua	bel
et	CONcoo	et
genz	ADJqua	gent
vint	VERcjg	venir
a	PRE	a
son	DETpos	son
oste	NOMcom	oste
congié	NOMcom	congié
prendre	VERinf	prendre
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
borgois	NOMcom	bourgeois
sanz	PRE	sans
plus	ADVgen	plus
atendre	VERinf	atendre
dusqu’a	VERcjg	ducoire
son	DETpos	son
ostel	NOMcom	ostel
le	PROper	il
convoie	VERcjg	convoiier
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
monte	VERcjg	monter
,	PONfbl	,
si	ADVgen	si
va	VERcjg	aler
sa	DETpos	son
voie	NOMcom	voie
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
borgois	NOMcom	bourgeois
tantost	ADVgen	tantôt
aprés	ADVgen	après
vint	VERcjg	venir
au	PRE.DETdef	a
moustier	NOMcom	moutier
.	PONfrt	.

Molt	ADVgen	moult
fu	VERcjg	estre
engrés	ADJqua	engrès
de	PRE	de
ses	DETpos	son
.xv	ADJcar	quinze
.	PONfrt	.

saus	ADJqua	sauf
recevoir	VERinf	recevoir
!	PONfrt	!

Avoir	VERinf	avoir
les	PROper	il
cuide	VERcjg	cuidier
tout	ADVgen	tout
por	PRE	por
voir	ADJqua	voir
!	PONfrt	!

Enz	ADVgen	ens
el	PRE.DETdef	en
chancel	NOMcom	chancel
tant	ADVgen	tant
atendi	VERcjg	attendre
que	CONsub	que
li	DETdef	le
prestres	NOMcom	prêtre
se	PROper	soi
desvesti	VERcjg	desvestir
et	CONcoo	et
que	CONsub	que
la	DETdef	le
messe	NOMcom	messe
fu	VERcjg	estre
chantee	VERppe	chanter
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
prestres	NOMcom	prêtre
sanz	PRE	sans
demoree	NOMcom	demoree
a	VERcjg	avoir
pris	VERppe	prendre
le	DETdef	le
livre	NOMcom	livre
et	CONcoo	et
puis	ADVgen	puis
l'	DETdef	le
estole	NOMcom	estole
,	PONfbl	,
si	ADVgen	si
a	VERcjg	avoir
huchié	VERppe	huchier
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
Nichole	NOMpro	Nicolas
,	PONfbl	,
venez	VERcjg	venir
avant	ADVgen	avant
!	PONfrt	!

Agenoilliez	VERppe	agenoillier
!	PONfrt	!

”	PONpdr	”
De	PRE	de
ces	DETdem	ce
paroles	NOMcom	parole
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
liez	ADJqua	lié
li	DETdef	le
borgois	NOMcom	bourgeois
,	PONfbl	,
ainz	ADVgen	ainz
li	PROper	il
respondi	VERcjg	répondre
:	PONfbl	:
“	PONpga	“
Je	PROper	je
ne	ADVneg	ne
ving	VERcjg	venir
mie	ADVneg	mie
por	PRE	por
ce	PROdem	ce
ci	ADVgen	ci
,	PONfbl	,
mes	CONcoo	mais
mes	CONcoo	mais
.xv	PROcar	quinze
.	PONfrt	.

saus	NOMcom	sou
me	PROper	je
paiez	VERcjg	paiier
!	PONfrt	!

“	PONpga	“
Voirement	ADVgen	voirement
est	VERcjg	estre
il	PROper	il
marvoiez	VERppe	marvoiier
!	PONfrt	!

dist	VERcjg	dire
li	DETdef	le
prestres	NOMcom	prêtre
.	PONfrt	.

Nomini	ETR	nomin
Dame	NOMcom	dame
,	PONfbl	,
aidiez	VERcjg	aidier
a	PRE	a
cest	DETdem	cest
preudomme	NOMcom	prudhomme
a	PRE	a
l'	DETdef	le
ame	NOMcom	ame
!	PONfrt	!

Je	PROper	je
sai	VERcjg	savoir
de	PRE	de
voir	ADJqua	voir
qu'	CONsub	que
il	PROper	il
est	VERcjg	estre
dervez	VERppe	dervir
.	PONfrt	.

“	PONpga	“
Oez	VERcjg	öir
,	PONfbl	,
dist	VERcjg	dire
li	DETdef	le
borgois	NOMcom	bourgeois
,	PONfbl	,
oez	VERcjg	öir
com	ADVsub	comme
cis	DETdem	cist
prestres	NOMcom	prêtre
or	ADVgen	or
m'	PROper	je
escharnist	VERcjg	escharnir
!	PONfrt	!

Por	PRE	por
poi	ADVgen	peu
que	CONsub	que
mes	DETpos	mon
cuers	NOMcom	cuer
du	PRE.DETdef	de.le
sens	NOMcom	sens
n'	ADVneg	ne
ist	VERcjg	issir
quant	CONsub	cant
son	DETpos	son
livre	NOMcom	livre
m'	PROper	je
a	VERcjg	avoir
ci	ADVgen	ci
tramis	VERppe	tramettre
!	PONfrt	!

“	PONpga	“
Je	PROper	je
vous	PROper	vous
dirai	VERcjg	dire
,	PONfbl	,
biaus	ADJqua	bel
douz	ADJqua	doux
amis	NOMcom	ami
,	PONfbl	,
fet	VERcjg	faire
li	DETdef	le
prestres	NOMcom	prêtre
,	PONfbl	,
comment	ADVgen	comment
qu'	CONsub	que
il	PROper	il
praingne	VERcjg	prendre
!	PONfrt	!

Tout	ADVgen	tout
adés	ADVgen	adès
de	PRE	de
Dieu	NOMpro	Dieu
vous	PROper	vous
soviegne	VERcjg	souvenir
!	PONfrt	!

Si	ADVgen	si
ne	ADVneg	ne
poez	VERcjg	pöoir
avoir	VERinf	avoir
meschief	NOMcom	meschief
.	PONfbl	.
”	PONpdr	”
Le	DETdef	le
livre	NOMcom	livre
li	PROper	il
mist	VERcjg	mettre
sor	PRE	sor
le	DETdef	le
chief	NOMcom	chief
.	PONfrt	.

L'	DETdef	le
evangille	NOMcom	évangile
li	PROper	il
voloit	VERcjg	voloir
lire	VERinf	lire
et	CONcoo	et
li	DETdef	le
borgois	NOMcom	bourgeois
commence	VERcjg	commencer
a	PRE	a
dire	VERinf	dire
:	PONfbl	:
“	PONpga	“
J'	PROper	je
ai	VERcjg	avoir
en	PRE	en
meson	NOMcom	maison
besoingne	NOMcom	besoigne
a	PRE	a
fere	VERinf	faire
!	PONfrt	!

Je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
cure	NOMcom	cure
de	PRE	de
tel	DETind	tel
afere	NOMcom	afaire
Mes	CONcoo	mais
paiez	VERcjg	paiier
moi	PROper	je
tost	ADVgen	tost
ma	DETpos	mon
monnoie	NOMcom	monnaie
!	PONfrt	!

”	PONpdr	”
Au	PRE.DETdef	a
prestre	NOMcom	prêtre
durement	ADVgen	durement
anoie	VERcjg	aner
.	PONfrt	.

Toz	DETind	tot
ses	DETpos	son
paroschïens	NOMcom	parochient
apele	VERcjg	apeler
;	PONfbl	;
chascuns	PROind	chascun
entor	PRE	entour
lui	PROper	il
s'	PROper	soi
atropele	VERcjg	atropeler
,	PONfbl	,
puis	ADVgen	puis
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Cest	DETdem	cest
homme	NOMcom	homme
me	PROper	je
tenez	VERcjg	tenir
!	PONfrt	!

Bien	ADVgen	bien
sai	VERcjg	savoir
de	PRE	de
voir	ADJqua	voir
qu'	CONsub	que
il	PROper	il
est	VERcjg	estre
dervez	VERppe	dervir
!	PONfrt	!

“	PONpga	“
Non	ADVneg	non
sui	VERcjg	estre
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
par	PRE	par
saint	ADJqua	saint
Cornille	NOMpro	Corneille
ne	CONcoo	ne
par	PRE	par
la	DETdef	le
foi	NOMcom	foi
que	PROrel	que
doi	VERcjg	devoir
ma	DETpos	mon
fille	NOMcom	fille
!	PONfrt	!

Mes	CONcoo	mais
.xv	PROcar	quinze
.	PONfrt	.

saus	ADJqua	sauf
me	PROper	je
paierez	VERcjg	payer
!	PONfrt	!

Ja	ADVgen	ja
ainsi	ADVgen	ainsi
ne	ADVneg	ne
me	PROper	je
gaberez	VERcjg	gaber
!	PONfrt	!

“	PONpga	“
Prenez	VERcjg	prendre
le	PROper	il
tost	ADVgen	tost
!	PONfrt	!

le	DETdef	le
prestre	NOMcom	prêtre
a	VERcjg	avoir
dit	VERppe	dire
.	PONfrt	.

Li	DETdef	le
paroschien	NOMcom	parochien
sanz	PRE	sans
contredit	NOMcom	contredit
le	PROper	il
vont	VERcjg	aler
tantost	ADVgen	tantôt
molt	ADVgen	moult
fort	ADVgen	fort
prenant	VERppa	prendre
.	PONfrt	.

Les	DETdef	le
mains	NOMcom	main
li	PROper	il
vont	VERcjg	aler
trestuit	PROind	trestot
tenant	VERppa	tenir
.	PONfrt	.

Chascuns	PROind	chascun
molt	ADVgen	moult
bel	ADJqua	bel
le	PROper	il
reconforte	VERcjg	reconforter
et	CONcoo	et
li	DETdef	le
prestres	NOMcom	prêtre
le	DETdef	le
livre	NOMcom	livre
aporte	VERcjg	aporter
,	PONfbl	,
se	ADVgen	si
li	PROper	il
a	VERcjg	avoir
mis	VERppe	metre
deseur	PRE	dessure
son	DETpos	son
chief	NOMcom	chief
.	PONfrt	.

L'	DETdef	le
evangille	NOMcom	évangile
de	PRE	de
chief	NOMcom	chief
en	PRE	en
chief	NOMcom	chief
li	PROper	il
lut	VERcjg	loisir
,	PONfbl	,
l'	DETdef	le
estole	NOMcom	estole
entor	PRE	entour
le	DETdef	le
col	NOMcom	col
,	PONfbl	,
mes	CONcoo	mais
a	PRE	a
tort	NOMcom	tort
le	PROper	il
tenoit	VERcjg	tenir
por	PRE	por
fol	ADJqua	fol
!	PONfrt	!

Puis	ADVgen	puis
l'	PROper	il
esproha	VERcjg	esproher
d'	PRE	de
eve	NOMcom	aigue
benoite	VERppe	bénir
et	CONcoo	et
li	DETdef	le
borgois	NOMcom	bourgeois
forment	ADVgen	fortement
covoite	VERcjg	covoitier
qu'	CONsub	que
a	PRE	a
son	DETpos	son
ostel	NOMcom	ostel
fust	VERcjg	estre
revenuz	VERppe	revenir
.	PONfrt	.

Lessiez	VERppe	laissier
fu	VERcjg	estre
,	PONfbl	,
ne	ADVneg	ne
fu	VERcjg	estre
plus	ADVgen	plus
tenuz	VERppe	tenir
.	PONfrt	.

Li	DETdef	le
prestres	NOMcom	prêtre
de	PRE	de
sa	DETpos	son
main	NOMcom	main
le	PROper	il
saine	VERcjg	saignier
,	PONfbl	,
puis	ADVgen	puis
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Esté	VERppe	être
avez	VERcjg	avoir
en	PRE	en
paine	NOMcom	peine
!	PONfrt	!

”	PONpdr	”
Et	CONcoo	et
li	DETdef	le
borgois	NOMcom	bourgeois
s'	PROper	soi
est	VERcjg	estre
toz	ADVgen	tot
cois	ADJqua	coi
teus	ADJind	tel
.	PONfrt	.

Corouciez	VERppe	courroucer
est	VERcjg	estre
et	CONcoo	et
molt	ADVgen	moult
honteus	ADJqua	hontos
de	PRE	de
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
fu	VERcjg	estre
si	ADVgen	si
atrapez	VERppe	atraper
.	PONfrt	.

Liez	ADJqua	lié
fu	VERcjg	estre
quant	CONsub	cant
il	PROper	il
fu	VERcjg	estre
eschapez	VERppe	eschaper
!	PONfrt	!

A	PRE	a
son	DETpos	son
ostel	NOMcom	ostel
en	PROadv	en
vint	VERcjg	venir
tout	ADVgen	tout
droit	ADVgen	droit
.	PONfrt	.

Cortebarbe	NOMpro	Cortebarbe
dist	VERcjg	dire
orendroit	ADVgen	orendroit
c'	CONsub	que
on	PROind	on
fet	VERcjg	faire
a	PRE	a
tort	NOMcom	tort
maint	DETind	maint
homme	NOMcom	homme
honte	NOMcom	honte
.	PONfrt	.

Atant	ADVgen	atant
definerai	VERcjg	définer
mon	DETpos	mon
conte	NOMcom	conte
.	PONfrt	.

