¶	ADJcar	¶
Tant	ADVgen	tant
fis	VERcjg	faire
que	CONsub	que
je	PROper	je
o	PRE	o
lui	PROper	il
pechai	VERcjg	pechier
et	CONcoo	et
que	CONsub	que
.v	PROcar	cinq
.	PONfrt	.

anz	ADVgen	enz
,	PONfbl	,
je	PROper	je
cuit	VERcjg	cuidier
,	PONfbl	,
l'	PROper	il
amai	VERcjg	amer
.	PONfrt	.

Or	ADVgen	or
m'	PROper	je
en	PROadv	en
repent	VERcjg	repentir
vers	PRE	vers
Dieu	NOMpro	Dieu
,	PONfbl	,
aïe	NOMcom	äie
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
c'	PROdem	ce
estoit	VERcjg	estre
folie	NOMcom	folie
que	CONsub	que
le	DETdef	le
neveu	NOMcom	nevo
vostre	DETpos	vostre
seignor	NOMcom	seignor
amiiez	VERcjg	amer
de	PRE	de
si	ADVgen	si
fole	ADJqua	fol
amor	NOMcom	amor
!	PONfrt	!

Li	DETdef	le
pechiez	NOMcom	pechié
doubles	ADJqua	double
en	PROadv	en
estoit	VERcjg	estre
!	PONfrt	!

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
se	CONsub	se
Diex	NOMpro	Dieu
conseil	NOMcom	conseil
m'	PROper	je
envoit	VERcjg	envoyer
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
la	DETdef	le
coustume	NOMcom	coutume
de	PRE	de
nous	DETpos	notre
fames	NOMcom	fame
et	CONcoo	et
de	PRE	de
nous	PROper	nous
aaisïes	NOMcom	aisie
dame	NOMcom	dame
quar	CONcoo	car
cels	PROdem	cil
dont	PROrel	dont
l'	OUT	il
en	PRE	en
mains	ADVgen	moins
garde	NOMcom	garde
avra	VERcjg	avoir
,	PONfbl	,
entor	PRE	entour
cels	PROdem	cil
plus	ADVgen	plus
se	PROper	soi
tornera	VERcjg	torner
.	PONfrt	.

Por	PRE	por
le	DETdef	le
blasme	NOMcom	blasme
que	PROrel	que
je	PROper	je
cremoie	VERcjg	crémer
le	DETdef	le
neveu	NOMcom	nevo
mon	DETpos	mon
seignor	NOMcom	seignor
amoie	VERcjg	amer
,	PONfbl	,
quar	CONcoo	car
a	PRE	a
mes	DETpos	mon
chambres	NOMcom	chambre
bien	ADVgen	bien
sovent	ADVgen	souvent
pooit	VERcjg	pöoir
venir	VERinf	venir
,	PONfbl	,
veant	VERppa	vëoir
la	DETdef	le
gent	NOMcom	gent
:	PONfbl	:
ja	ADVgen	ja
n'	ADVneg	ne
en	PROadv	en
fust	VERcjg	estre
blasme	NOMcom	blasme
ne	CONcoo	ne
parole	NOMcom	parole
.	PONfrt	.

Ainsi	ADVgen	ainsi
l'	PROper	il
ai	VERcjg	avoir
fet	VERppe	faire
,	PONfbl	,
si	ADVgen	si
fis	VERcjg	faire
que	CONsub	que
fole	NOMcom	fol
,	PONfbl	,
quar	CONcoo	car
mon	DETpos	mon
seignor	NOMcom	seignor
ai	VERcjg	avoir
grevé	VERppe	grever
si	ADVgen	si
qu'	CONsub	que
a	PRE	a
poi	ADVgen	peu
que	CONsub	que
ne	ADVneg	ne
l'	PROper	il
ai	VERcjg	avoir
tout	ADVgen	tout
honi	VERppe	honir
,	PONfbl	,
que	CONsub	que
du	PRE.DETdef	de.le
tortiau	NOMcom	tourteau
puant	VERppa	puant
Ligart	NOMpro	Ligard
li	PROper	il
ai	VERcjg	avoir
bien	ADVgen	bien
fet	VERppe	faire
mengier	VERinf	manger
sa	DETpos	son
part	NOMcom	part
.	PONfrt	.

Tant	ADVgen	tant
li	PROper	il
ai	VERcjg	avoir
fet	VERppe	faire
,	PONfbl	,
tant	ADVgen	tant
l'	PROper	il
ai	VERcjg	avoir
mené	VERppe	mener
que	CONsub	que
il	PROper	il
croit	VERcjg	croire
plus	ADVgen	plus
en	PRE	en
moi	PROper	je
qu'	CONsub	que
en	PRE	en
Dé	NOMpro	dieu
!	PONfrt	!

Quant	CONsub	quand
ceenz	ADVgen	cenz
vienent	VERcjg	venir
chevalier	NOMcom	chevalier
,	PONfbl	,
si	ADVgen	si
com	CONsub	come
droit	NOMcom	droit
est	VERcjg	estre
,	PONfbl	,
por	PRE	por
herbregier	VERinf	herbregier
,	PONfbl	,
lors	ADVgen	lors
demandent	VERcjg	demander
il	PROper	il
a	PRE	a
noz	DETpos	notre
genz	NOMcom	gent
:	PONfbl	:
“	PONpga	“
Ou	PROint	où
est	VERcjg	estre
la	DETdef	le
dame	NOMcom	dame
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Ele	PROper	elle
est	VERcjg	estre
leenz	ADVgen	laienz
!	PONfrt	!

“	PONpga	“
Ja	ADVgen	ja
le	DETdef	le
seignor	NOMcom	seignor
n'	ADVneg	ne
ert	VERcjg	être
demandé	VERppe	demander
quar	CONcoo	car
je	PROper	je
l'	PROper	il
ai	VERcjg	avoir
tout	ADVgen	tout
aneanté	VERppe	aneanter
ne	CONcoo	ne
ja	ADVgen	ja
ostel	NOMcom	ostel
n'	ADVneg	ne
ert	VERcjg	être
a	PRE	a
honor	NOMcom	honneur
dont	PROrel	dont
la	DETdef	le
dame	NOMcom	dame
se	PROper	soi
fet	VERcjg	faire
seignor	NOMcom	seignor
.	PONfrt	.

Et	CONcoo	et
fames	NOMcom	fame
ceste	DETdem	cest
coustume	NOMcom	coutume
ont	VERcjg	avoir
et	CONcoo	et
volentiers	ADVgen	volentiers
toz	DETind	tot
jors	NOMcom	jour
le	PROper	il
font	VERcjg	faire
qu'	CONsub	que
eles	PROper	il
aient	VERcjg	avoir
la	DETdef	le
seignorie	NOMcom	seigneurie
sor	PRE	sor
lor	DETpos	lor
seignor	NOMcom	seignor
.	PONfrt	.

Por	PRE	por
c'	PROdem	ce
est	VERcjg	estre
honie	VERppe	honir
mainte	DETind	maint
meson	NOMcom	maison
qu'	PROrel	que
est	VERcjg	estre
sanz	PRE	sans
mesure	NOMcom	mesure
et	CONcoo	et
fame	NOMcom	feme
avoire	VERinf	avoire
par	PRE	par
nature	NOMcom	nature
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
ce	PROdem	ce
puet	VERcjg	pöoir
bien	ADVgen	bien
estre	VERinf	estre
,	PONfbl	,
del	PRE.DETdef	de
vrai	ADJqua	vrai
Dieu	NOMpro	Dieu
,	PONfbl	,
le	DETdef	le
souverain	ADJqua	souverain
prestre	NOMcom	prêtre
!	PONfrt	!

”	PONpdr	”
Onques	ADVgen	onque
riens	PROind	rien
plus	ADVgen	plus
ne	ADVneg	ne
li	PROper	il
enquist	VERcjg	enquérir
,	PONfbl	,
mes	CONcoo	mais
sa	DETpos	son
coupe	NOMcom	coupe
batre	VERinf	batre
li	PROper	il
fist	VERcjg	faire
et	CONcoo	et
li	PROper	il
enjoinst	VERcjg	enjoindre
sa	DETpos	son
penitance	NOMcom	penitence
,	PONfbl	,
et	CONcoo	et
ele	PROper	il
mist	VERcjg	mettre
en	PRE	en
couvenance	NOMcom	convenance
que	CONsub	que
jamés	ADVgen	jamais
jor	NOMcom	jor
amor	NOMcom	amor
n'	ADVneg	ne
avroit	VERcjg	avoir
a	PRE	a
autre	DETind	autre
homme	NOMcom	homme
,	PONfbl	,
s'	CONsub	se
ele	PROper	il
vivoit	VERcjg	vivre
.	PONfrt	.

Lors	ADVgen	lors
s'	PROper	soi
en	PROadv	en
parti	VERcjg	partir
,	PONfbl	,
molt	ADVgen	moult
fu	VERcjg	estre
iriez	VERppe	irier
.	PONfrt	.

A	PRE	a
son	DETpos	son
cheval	NOMcom	cheval
est	VERcjg	estre
reperiez	VERppe	repairier
,	PONfbl	,
desus	ADVgen	desus
monta	VERcjg	monter
,	PONfbl	,
tost	ADVgen	tost
s'	PROper	soi
en	PROadv	en
issi	VERcjg	issir
.	PONfrt	.

D'	PRE	de
ire	NOMcom	ire
et	CONcoo	et
de	PRE	de
mautalent	NOMcom	maltalent
fremi	VERcjg	fremir
por	PRE	por
sa	DETpos	son
fame	NOMcom	feme
qu'	PROrel	que
il	PROper	il
seut	VERcjg	savoir
loer	VERinf	löer
,	PONfbl	,
et	CONcoo	et
tant	ADVgen	tant
prisier	VERinf	prisier
et	CONcoo	et
tant	ADVgen	tant
amer	VERinf	amer
,	PONfbl	,
mes	CONcoo	mais
en	PRE	en
ice	PROdem	ice
se	PROper	soi
confortoit	VERcjg	conforter
qu'	CONsub	que
encore	ADVgen	encore
bien	ADVgen	bien
s'	PROper	soi
en	PROadv	en
vengeroit	VERcjg	vengier
.	PONfrt	.

A	PRE	a
lendemain	NOMcom	lendemain
,	PONfbl	,
quant	CONsub	cant
il	PROimp	il
li	PROper	il
plout	VERcjg	plaire
,	PONfbl	,
a	PRE	a
son	DETpos	son
ostel	NOMcom	ostel
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
il	PROper	il
vout	VERcjg	voloir
,	PONfbl	,
en	PRE	en
sa	DETpos	son
meson	NOMcom	maison
s'	PROper	soi
en	PROadv	en
repera	VERcjg	repairer
.	PONfrt	.

Et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
si	ADVgen	si
respassa	VERcjg	répasser
.	PONfrt	.

Grant	ADJqua	grant
merveille	NOMcom	merveille
ot	VERcjg	avoir
de	PRE	de
son	DETpos	son
seignor	NOMcom	seignor
,	PONfbl	,
qui	PROrel	que
li	PROper	il
soloit	VERcjg	soloir
moustrer	VERinf	montrer
amor	NOMcom	amor
et	CONcoo	et
li	PROper	il
besier	VERinf	baisier
et	CONcoo	et
acoler	VERinf	acoler
.	PONfrt	.

Or	ADVgen	or
ne	ADVneg	ne
daingnoit	VERcjg	deignier
a	PRE	a
li	PROper	il
parler	VERinf	parler
.	PONfrt	.

Un	DETndf	un
jor	NOMcom	jor
par	PRE	par
sa	DETpos	son
meson	NOMcom	maison
aloit	VERcjg	aler
trestout	ADVgen	trèstout
ainsi	ADVgen	ainsi
comme	CONsub	comme
el	PROper	il
soloit	VERcjg	soloir
,	PONfbl	,
et	CONcoo	et
commandoit	VERcjg	commander
molt	ADVgen	moult
fierement	ADVgen	fièrement
de	PRE	de
ses	DETpos	son
aferes	NOMcom	afaire
a	PRE	a
sa	DETpos	son
gent	NOMcom	gent
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
sires	NOMcom	seignor
sel	ADVgen.PROper	si
regarda	VERcjg	regarder
.	PONfrt	.

Ireement	ADVgen	irément
le	DETdef	le
chief	NOMcom	chief
crolla	VERcjg	crouler
,	PONfbl	,
se	ADVgen	si
li	PROper	il
a	VERcjg	avoir
dit	VERppe	dire
:	PONfbl	:
“	PONpga	“
Par	PRE	par
l'	DETdef	le
ordre	NOMcom	ordre
Dé	NOMpro	dieu
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
quele	PROint	quel
est	VERcjg	estre
vostre	DETpos	vostre
fierté	NOMcom	fierté
et	CONcoo	et
vostre	DETpos	vostre
orgueil	NOMcom	orgueil
!	PONfrt	!

Je	PROper	je
l'	PROper	il
abatrai	VERcjg	abattre
,	PONfbl	,
quar	CONcoo	car
a	PRE	a
mes	DETpos	mon
poins	NOMcom	poing
vous	PROper	vous
occirai	VERcjg	occire
!	PONfrt	!

S'	CONsub	se
il	PROper	il
vous	PROper	vous
membrast	VERcjg	membrer
de	PRE	de
vostre	DETpos	vostre
vie	NOMcom	vie
,	PONfbl	,
honte	NOMcom	honte
eüssiez	VERcjg	avoir
d'	PRE	de
avoir	VERinf	avoir
baillie	NOMcom	baillie
,	PONfbl	,
quar	CONcoo	car
nule	DETind	nul
fame	NOMcom	feme
bordeliere	ADJqua	bordelié
ne	ADVneg	ne
fu	VERcjg	estre
de	PRE	de
si	ADVgen	si
male	ADJqua	mal
maniere	NOMcom	manière
com	CONsub	come
vous	PROper	vous
estes	VERcjg	estre
,	PONfbl	,
orde	ADJqua	ord
mauvaise	ADJqua	mauvais
!	PONfrt	!

”	PONpdr	”
Lors	ADVgen	lors
ne	ADVneg	ne
fu	VERcjg	estre
pas	ADVneg	pas
la	DETdef	le
dame	NOMcom	dame
a	PRE	a
aise	NOMcom	aise
;	PONfbl	;
de	PRE	de
son	DETpos	son
seignor	NOMcom	seignor
se	PROper	soi
merveilla	VERcjg	merveiller
.	PONfrt	.

Avis	NOMcom	avis
li	PROper	il
fu	VERcjg	estre
,	PONfbl	,
de	PRE	de
voir	ADJqua	voir
cuida	VERcjg	cuidier
,	PONfbl	,
que	CONsub	que
il	PROper	il
l'	PROper	il
eüst	VERcjg	avoir
fete	VERppe	faire
confesse	ADJqua	confès
.	PONfrt	.

Molt	ADVgen	moult
se	PROper	soi
doute	VERcjg	douter
que	CONsub	que
mal	ADVgen	mal
n'	ADVneg	ne
en	PROadv	en
nesse	VERcjg	naistre
.	PONfrt	.

Puis	ADVgen	puis
li	PROper	il
a	VERcjg	avoir
dit	VERppe	dire
demaintenant	ADVgen	demaintenant
:	PONfbl	:
“	PONpga	“
Ha	INJ	ha
,	PONfbl	,
mauvés	ADJqua	mauvais
homme	NOMcom	homme
souduiant	VERppa	souduire
,	PONfbl	,
molt	ADVgen	moult
me	PROper	je
poise	VERcjg	peser
que	CONsub	que
je	PROper	je
ne	ADVneg	ne
dis	VERcjg	dire
que	CONsub	que
tuit	DETind	tot
li	DETdef	le
chien	NOMcom	chien
de	PRE	de
cest	DETdem	cest
païs	NOMcom	päis
le	PROper	il
me	PROper	je
fesoient	VERcjg	faire
nuit	NOMcom	nuit
et	CONcoo	et
jor	NOMcom	jor
,	PONfbl	,
mes	CONcoo	mais
plus	ADVgen	plus
m'	PROper	je
estoit	VERcjg	estre
de	PRE	de
ma	DETpos	mon
dolor	NOMcom	dolor
!	PONfrt	!

Ha	INJ	ha
,	PONfbl	,
mauvés	ADJqua	mauvais
homme	NOMcom	homme
trahitier	VERinf	trahitier
,	PONfbl	,
tu	PROper	tu
preïs	VERcjg	prendre
abit	NOMcom	habit
d'	PRE	de
ermitier	NOMcom	ermitier
por	PRE	por
moi	PROper	je
prover	VERinf	prover
a	PRE	a
desloial	ADJqua	déloyal
!	PONfrt	!

Mes	CONcoo	mais
merci	NOMcom	merci
Dieu	NOMpro	Dieu
,	PONfbl	,
je	PROper	je
sui	VERcjg	estre
loial	ADJqua	loyal
!	PONfrt	!

Je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
voisine	NOMcom	voisine
ne	CONcoo	ne
voisin	NOMcom	voisin
por	PRE	por
qui	PROrel	que
je	PROper	je
port	VERcjg	porter
le	DETdef	le
chief	NOMcom	chief
enclin	ADJqua	enclin
!	PONfrt	!

Je	PROper	je
ne	ADVneg	ne
te	PROper	tu
criem	VERcjg	criembre
,	PONfbl	,
la	DETdef	le
merci	NOMcom	merci
Dé	NOMpro	dieu
!	PONfrt	!

Tu	PROper	tu
seüsses	VERcjg	savoir
la	DETdef	le
verité	NOMcom	verité
,	PONfbl	,
quar	CONcoo	car
ma	DETpos	mon
honte	NOMcom	honte
tost	ADVgen	tost
fust	VERcjg	estre
seüe	VERppe	savoir
!	PONfrt	!

Mes	CONcoo	mais
m'	PROper	je
en	PROadv	en
estoie	VERcjg	estre
aperceüe	VERppe	apercevoir
,	PONfbl	,
quant	CONsub	cant
je	PROper	je
vous	PROper	vous
en	PROadv	en
enquis	VERcjg	enquérir
sordois	ADJqua	sordois
en	PRE	en
ce	PROdem	ce
que	PROrel	que
dis	VERcjg	dire
par	PRE	par
mon	DETpos	mon
gabois	NOMcom	gabois
.	PONfrt	.

Molt	ADVgen	moult
me	PROper	je
poise	VERcjg	peser
,	PONfbl	,
par	PRE	par
saint	ADJqua	saint
Symon	NOMpro	Simon
,	PONfbl	,
que	CONsub	que
ne	ADVneg	ne
vous	PROper	vous
pris	VERcjg	prisier
au	PRE.DETdef	a
chaperon	NOMcom	chaperon
et	CONcoo	et
que	CONsub	que
ne	ADVneg	ne
vous	PROper	vous
deschirai	VERcjg	deschirer
tout	PROind	tout
!	PONfrt	!

Sachiez	VERcjg	savoir
de	PRE	de
voir	ADJqua	voir
,	PONfbl	,
pas	ADVneg	pas
ne	ADVneg	ne
vous	PROper	vous
dout	VERcjg	devoir
de	PRE	de
rien	PROind	rien
que	PROrel	que
j'	PROper	je
onques	ADVgen	onque
vous	PROper	vous
deïsse	VERcjg	dire
!	PONfrt	!

Se	CONsub	se
Damediex	NOMpro	Damedieu
mon	DETpos	mon
cors	NOMcom	corps
garisse	VERcjg	guérir
,	PONfbl	,
bien	ADVgen	bien
vous	PROper	vous
reconui	VERcjg	reconoistre
au	PRE.DETdef	a
parler	VERinf	parler
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
vous	PROper	vous
doi	VERcjg	devoir
jamés	ADVgen	jamais
amer	VERinf	amer
!	PONfrt	!

Non	ADVneg	non
ferai	VERcjg	faire
je	PROper	je
,	PONfbl	,
se	CONsub	se
Diex	NOMpro	Dieu
me	PROper	je
gart	VERcjg	garder
!	PONfrt	!

Mauvés	ADJqua	mauvais
trahitre	NOMcom	trahitre
de	PRE	de
male	ADJqua	mal
art	NOMcom	art
,	PONfbl	,
ja	ADVgen	ja
ne	ADVneg	ne
vous	PROper	vous
ert	VERcjg	être
mes	ADVgen	mais
pardoné	VERppe	pardoner
!	PONfrt	!

”	PONpdr	”
Tant	ADVgen	tant
li	PROper	il
a	VERcjg	avoir
dit	VERppe	dire
et	CONcoo	et
tant	ADVgen	tant
conté	VERppe	conter
que	CONsub	que
li	PROper	il
osta	VERcjg	ôter
tout	DETind	tout
son	DETpos	son
espoir	NOMcom	espoir
et	CONcoo	et
bien	ADVgen	bien
cuida	VERcjg	cuidier
que	CONsub	que
deïst	VERcjg	dire
voir	ADJqua	voir
.	PONfrt	.

Granz	ADJqua	grand
risees	NOMcom	risee
et	CONcoo	et
granz	ADJqua	grant
gabois	NOMcom	gabois
en	PROadv	en
firent	VERcjg	faire
en	PRE	en
Beseïnois	NOMpro	Beseinois
!	PONfrt	!

