¶	ADJcar	¶
,	PONfbl	,
ce	PROdem	ce
dist	VERcjg	dire
Mabile	NOMpro	Mabile
,	PONfbl	,
amis	NOMcom	ami
,	PONfbl	,
achatez	VERcjg	acheter
öes	NOMcom	ues
et	CONcoo	et
chapons	NOMcom	chapon
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
font	VERcjg	faire
il	PROper	il
,	PONfbl	,
venez	VERcjg	venir
ça	ADVgen	ça
dons	ADVgen	donc
!	PONfrt	!

Ja	ADVgen	ja
n'	ADVneg	ne
avons	VERcjg	avoir
nous	PROper	nous
goute	ADVneg	goutte
d'	PRE	de
argent	NOMcom	argent
.	PONfrt	.

“	PONpga	“
Tesiez	VERcjg	taire
,	PONfbl	,
fet	VERcjg	faire
el	PROper	il
,	PONfbl	,
mauvese	ADJqua	mauvais
gent	NOMcom	gent
!	PONfrt	!

Metez	VERcjg	mettre
houces	NOMcom	houce
,	PONfbl	,
metez	VERcjg	metre
sorcos	NOMcom	sorcos
.	PONfrt	.

Sor	PRE	sor
le	DETdef	le
vilain	ADJqua	vilain
ert	VERcjg	être
li	DETdef	le
escos	NOMcom	escoup
!	PONfrt	!

Cis	DETdem	cist
escos	NOMcom	escoup
vous	PROper	vous
sera	VERcjg	estre
bien	ADVgen	bien
saus	ADJqua	sauf
.	PONfrt	.

Sempres	ADVgen	sempres
avrez	VERcjg	avoir
plus	ADVgen	plus
de	PRE	de
.c	PROcar	cent
.	PONfrt	.

saus	ADJqua	sauf
!	PONfrt	!

”	PONpdr	”
Que	PROint	que
vous	PROper	vous
iroie	VERcjg	aler
je	PROper	je
contant	VERppa	conter
?	PONfrt	?

Li	DETdef	le
dui	ADJcar	deus
houlier	VERinf	holiier
demaintenant	ADVgen	demaintenant
,	PONfbl	,
comment	ADVgen	comment
qu'	CONsub	que
il	PROper	il
aient	VERcjg	avoir
fet	VERppe	faire
chevance	NOMcom	chevance
,	PONfbl	,
.ii	PROcar	deus
.	PONfrt	.

cras	ADJqua	cras
chapons	NOMcom	chapon
sanz	PRE	sans
demorance	NOMcom	demorance
ont	VERcjg	avoir
aporté	VERppe	aporter
avoec	PRE	avuec
.ii	PROcar	deus
.	PONfrt	.

oes	NOMcom	ues
.	PONfrt	.

Et	CONcoo	et
Boivin	NOMpro	Boivin
lor	PROper	il
a	VERcjg	avoir
fet	VERppe	faire
les	DETdef	le
moes	NOMcom	möe
en	PRE	en
tant	ADVgen	tant
comme	CONsub	comme
il	PROper	il
se	PROper	soi
sont	VERcjg	estre
tornez	VERppe	torner
.	PONfrt	.

Mabile	NOMpro	Mabile
lor	PROper	il
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Or	ADVgen	or
soiez	VERcjg	estre
preus	ADJqua	pro
et	CONcoo	et
vistes	ADJqua	viste
d'	PRE	de
appareillier	VERinf	appareiller
!	PONfrt	!

”	PONpdr	”
Qui	PROrel	que
donc	ADVgen	donc
veïst	VERcjg	vëoir
com	CONsub	come
li	DETdef	le
houlier	NOMcom	holier
plument	VERcjg	plumer
chapons	NOMcom	chapon
et	CONcoo	et
plument	NOMcom	plument
oies	VERcjg	öir
!	PONfrt	!

Et	CONcoo	et
Ysane	NOMpro	Isenne
fist	VERcjg	faire
toutes	DETind	tous
voies	NOMcom	voie
le	DETdef	le
feu	NOMcom	feu
et	CONcoo	et
ce	PROdem	ce
qu'	PROrel	que
ele	PROper	il
ot	VERcjg	avoir
a	PRE	a
fere	VERinf	faire
.	PONfrt	.

Et	CONcoo	et
Mabile	NOMpro	Mabile
ne	ADVneg	ne
se	PROper	soi
pot	VERcjg	pöoir
tere	VERinf	taire
qu'	CONsub	que
el	PROper	il
ne	ADVneg	ne
parlast	VERcjg	parler
a	PRE	a
son	DETpos	son
vilain	NOMcom	vilain
:	PONfbl	:
“	PONpga	“
Biaus	ADJqua	beau
oncles	NOMcom	oncle
,	PONfbl	,
sont	VERcjg	estre
ore	ADVgen	or
tuit	ADVgen	tot
sain	ADJqua	sain
vostre	DETpos	vostre
fame	NOMcom	feme
et	CONcoo	et
mi	DETpos	mon
dui	ADJcar	deus
neveu	NOMcom	nevo
?	PONfrt	?

Je	PROper	je
cuit	VERcjg	cuidier
qu'	CONsub	que
il	PROper	il
sont	VERcjg	estre
ore	ADVgen	or
molt	ADVgen	moult
preu	ADJqua	pro
!	PONfrt	!

”	PONpdr	”
Et	CONcoo	et
li	DETdef	le
vilains	NOMcom	vilain
se	ADVgen	si
li	PROper	il
respont	VERcjg	respondre
:	PONfbl	:
“	PONpga	“
Bele	ADJqua	bel
niece	NOMcom	niece
,	PONfbl	,
tuit	DETind	tot
troi	PROcar	trois
mort	VERppe	mourir
sont	VERcjg	estre
.	PONfrt	.

Par	PRE	par
pou	ADVgen	peu
de	PRE	de
duel	NOMcom	duel
n'	ADVneg	ne
ai	VERcjg	avoir
esté	VERppe	être
mors	VERppe	mourir
!	PONfrt	!

Or	ADVgen	or
serez	VERcjg	être
vous	PROper	vous
toz	DETind	tot
mes	DETpos	mon
confors	NOMcom	confort
en	PRE	en
mon	DETpos	mon
païs	NOMcom	päis
,	PONfbl	,
en	PRE	en
nostre	DETpos	notre
vile	NOMcom	vile
.	PONfrt	.

“	PONpga	“
Ahi	INJ	aï
,	PONfbl	,
lasse	ADJqua	las
!	PONfrt	!

ce	PROdem	ce
dist	VERcjg	dire
Mabile	NOMpro	Mabile
.	PONfrt	.

Bien	ADVgen	bien
deüsse	VERcjg	devoir
or	ADVgen	or
vive	ADJqua	vif
enragier	VERinf	enragier
!	PONfrt	!

Lasse	ADJqua	las
!	PONfrt	!

S'	CONsub	se
il	PROper	il
fust	VERcjg	estre
aprés	PRE	après
mengier	VERinf	manger
,	PONfbl	,
il	PROper	il
n'	ADVneg	ne
alast	VERcjg	aler
pas	ADVneg	pas
si	ADVgen	si
malement	ADVgen	malement
!	PONfrt	!

Lasse	ADJqua	las
!	PONfrt	!

Je	PROper	je
vi	VERcjg	vëoir
en	PRE	en
mon	DETpos	mon
dormant	NOMcom	dormant
ceste	DETdem	cest
aventure	NOMcom	aventure
en	PRE	en
ceste	DETdem	cest
nuit	NOMcom	nuit
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
li	DETdef	le
chapon	NOMcom	chapon
sont	VERcjg	estre
tout	ADVgen	tout
cuit	VERppe	cuire
et	CONcoo	et
les	DETdef	le
.ii	PROcar	deus
.	PONfrt	.

oies	VERcjg	öir
en	PRE	en
.i	PROcar	un
.	PONfrt	.

haste	VERcjg	haster
,	PONfbl	,
ce	PROdem	ce
dist	VERcjg	dire
Ysane	NOMpro	Isenne
qui	PROrel	que
les	PROper	il
haste	VERcjg	haster
.	PONfrt	.

Ma	DETpos	mon
douce	ADJqua	doux
dame	NOMcom	dame
,	PONfbl	,
alez	VERcjg	aler
laver	VERinf	laver
et	CONcoo	et
si	ADVgen	si
lessiez	VERcjg	laissier
vostre	DETpos	vostre
plorer	VERinf	plorer
!	PONfrt	!

”	PONpdr	”
A	PRE	a
donc	ADVgen	donc
font	VERcjg	faire
au	PRE.DETdef	a
vilain	NOMcom	vilain
le	DETdef	le
lorgne	NOMcom	lorgue
et	CONcoo	et
li	DETdef	le
vilains	NOMcom	vilain
qui	PROrel	que
n'	ADVneg	ne
ert	VERcjg	être
pas	ADVneg	pas
borgne	ADJqua	borgne
qu'	CONsub	que
i	PROper	il
le	PROper	il
moquent	VERcjg	moucier
en	PRE	en
la	DETdef	le
meson	NOMcom	maison
.	PONfrt	.

Font	VERcjg	faire
li	DETdef	le
houlier	VERinf	holiier
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
preudon	NOMcom	pro
,	PONfbl	,
n'	ADVneg	ne
estes	VERcjg	estre
pas	ADVneg	pas
sages	ADJqua	sage
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
vis	NOMcom	vis
.	PONfrt	.

Lessons	VERcjg	laissier
les	DETdef	le
mors	NOMcom	mors
,	PONfbl	,
prenons	VERcjg	prendre
les	DETdef	le
vis	NOMcom	vis
!	PONfrt	!

”	PONpdr	”
Adonc	ADVgen	adonc
sont	VERcjg	estre
assis	VERppe	assëoir
a	PRE	a
la	DETdef	le
table	NOMcom	table
,	PONfbl	,
mes	CONcoo	mais
du	PRE.DETdef	de.le
mengier	VERinf	manger
ne	ADVneg	ne
fu	VERcjg	estre
pas	ADVneg	pas
fable	NOMcom	fable
,	PONfbl	,
assez	ADVgen	assez
en	PROadv	en
orent	VERcjg	avoir
a	PRE	a
plenté	NOMcom	plenté
.	PONfrt	.

De	PRE	de
bons	ADJqua	bon
vins	NOMcom	vin
n'	ADVneg	ne
orent	VERcjg	avoir
pas	ADVneg	pas
chierté	NOMcom	cherté
,	PONfbl	,
assez	ADVgen	assez
en	PROadv	en
font	VERcjg	faire
au	PRE.DETdef	a
vilain	NOMcom	vilain
boivre	VERinf	boivre
por	PRE	por
enyvrer	VERinf	enivrer
et	CONcoo	et
por	PRE	por
deçoivre	VERinf	decevoir
,	PONfbl	,
mes	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
les	PROper	il
crient	VERcjg	criembre
ne	CONcoo	ne
ne	ADVneg	ne
doute	VERcjg	douter
.	PONfrt	.

Desouz	PRE	dessous
sa	DETpos	son
chape	NOMcom	chape
sa	DETpos	son
main	NOMcom	main
boute	VERcjg	bouter
et	CONcoo	et
fet	VERcjg	faire
samblant	VERppa	sembler
de	PRE	de
trere	VERinf	traire
argent	NOMcom	argent
.	PONfrt	.

Dist	VERcjg	dire
Mabile	NOMpro	Mabile
:	PONfbl	:
“	PONpga	“
Qu'	PROint	que
alez	VERcjg	aler
querant	VERppa	querre
,	PONfbl	,
biaus	ADJqua	bel
douz	ADJqua	doux
oncles	NOMcom	oncle
?	PONfrt	?

Dites	VERcjg	dire
le	PROper	il
moi	PROper	je
!	PONfrt	!

“	PONpga	“
Bele	ADJqua	bel
niece	NOMcom	niece
,	PONfbl	,
bien	ADVgen	bien
sai	VERcjg	savoir
et	CONcoo	et
voi	VERcjg	vëoir
que	CONsub	que
molt	ADVgen	moult
vous	PROper	vous
couste	VERcjg	coûter
cis	DETdem	cist
mengiers	NOMcom	mangier
.	PONfrt	.

Je	PROper	je
metrai	VERcjg	metre
ci	ADVgen	ci
.xii	PROcar	doze
.	PONfrt	.

deniers	NOMcom	denier
.	PONfbl	.
”	PONpdr	”
Mabile	NOMpro	Mabile
jure	VERcjg	jurer
et	CONcoo	et
li	PROper	il
houlier	NOMcom	holier
que	CONsub	que
il	PROper	il
ja	ADVgen	ja
n'	ADVneg	ne
i	PROadv	i
metra	VERcjg	metre
denier	NOMcom	denier
.	PONfrt	.

La	DETdef	le
table	NOMcom	table
ostent	VERcjg	oster
quant	CONsub	cant
ont	VERcjg	avoir
mengié	VERppe	manger
et	CONcoo	et
Mabile	NOMpro	Mabile
a	VERcjg	avoir
doné	VERppe	doner
congié	NOMcom	congié
aus	PRE.DETdef	à.le
.ii	PROcar	deus
.	PONfrt	.

houliers	NOMcom	houlier
d'	PRE	de
aler	VERinf	aler
la	ADVgen	là
hors	ADVgen	hors
.	PONfrt	.

“	PONpga	“
Si	ADVgen	si
vous	PROper	vous
sera	VERcjg	estre
bons	ADJqua	bon
li	DETdef	le
essors	NOMcom	essor
,	PONfbl	,
que	PROrel	que
bien	ADVgen	bien
avez	VERcjg	avoir
eü	VERppe	avoir
disner	VERinf	disner
!	PONfrt	!

Or	ADVgen	or
prenez	VERcjg	prendre
garde	NOMcom	garde
du	PRE.DETdef	de.le
souper	NOMcom	soper
!	PONfrt	!

”	PONpdr	”
Li	DETdef	le
dui	ADJcar	deus
houlier	VERinf	holiier
s'	PROper	soi
en	PROadv	en
sont	VERcjg	estre
torné	VERppe	torner
.	PONfrt	.

Aprés	PRE	après
aus	PROper	il
sont	VERcjg	estre
li	DETdef	le
huis	NOMcom	uis
fermé	VERppe	fermer
.	PONfrt	.

Mabile	NOMpro	Mabile
prist	VERcjg	prendre
a	PRE	a
demander	VERinf	demander
:	PONfbl	:
“	PONpga	“
Biaus	ADJqua	beau
douz	ADJqua	doux
oncles	NOMcom	oncle
,	PONfbl	,
ne	ADVneg	ne
me	PROper	je
celer	VERinf	celer
s'	CONsub	se
eüstes	VERcjg	avoir
pieça	ADVgen	piéça
compaignie	NOMcom	compagnie
a	PRE	a
fame	NOMcom	feme
,	PONfbl	,
nel	ADVneg.PROper	ne
me	PROper	je
celez	VERcjg	celer
mie	ADVneg	mie
,	PONfbl	,
puis	ADVgen	puis
que	CONsub	que
vostre	DETpos	vostre
fame	NOMcom	feme
fu	VERcjg	estre
morte	VERppe	morir
.	PONfrt	.

Il	PROper	il
est	VERcjg	estre
molt	ADVgen	moult
fols	ADJqua	fou
qui	PROrel	que
trop	ADVgen	trop
sorporte	VERcjg	sorporter
talent	NOMcom	talent
de	PRE	de
fame	NOMcom	feme
.	PONfrt	.

C'	PROdem	ce
est	VERcjg	estre
folie	NOMcom	folie
,	PONfbl	,
autressi	ADVgen	autressi
comme	CONsub	comme
de	PRE	de
famie	NOMcom	fami
!	PONfrt	!

“	PONpga	“
Niece	NOMcom	niece
,	PONfbl	,
il	PROimp	il
a	VERcjg	avoir
bien	ADVgen	bien
.vii	PROcar	set
.	PONfrt	.

anz	ADVgen	enz
toz	ADVgen	tot
plains	ADJqua	plein
.	PONfrt	.

“	PONpga	“
Tant	ADVgen	tant
a	VERcjg	avoir
il	PROper	il
bien	ADVgen	bien
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
A	PRE	a
tout	DETind	tout
le	DETdef	le
mains	NOMcom	main
,	PONfbl	,
ne	CONcoo	ne
de	PRE	de
ce	PROdem	ce
n'	ADVneg	ne
ai	VERcjg	avoir
je	PROper	je
nul	DETind	nul
talant	NOMcom	talent
.	PONfrt	.

“	PONpga	“
Tesiez	VERcjg	taire
,	PONfbl	,
oncles	NOMcom	oncle
,	PONfbl	,
Diex	NOMpro	Dieu
vous	PROper	vous
avant	ADVgen	avant
!	PONfrt	!

Mes	CONcoo	mais
regardez	VERcjg	regarder
ceste	DETdem	cest
meschine	NOMcom	meschine
!	PONfrt	!

”	PONpdr	”
A	PRE	a
donc	ADVgen	donc
bat	VERcjg	batre
.iii	PROcar	trois
.	PONfrt	.

foiz	NOMcom	foiz
sa	DETpos	son
poitrine	NOMcom	poitrine
.	PONfrt	.

“	PONpga	“
Oncles	NOMcom	oncle
,	PONfbl	,
je	PROper	je
ai	VERcjg	avoir
molt	ADVgen	moult
fort	ADVgen	fort
pechié	NOMcom	péché
,	PONfbl	,
qu'	CONcoo	que
a	PRE	a
ses	DETpos	son
parenz	NOMcom	parent
l'	PROper	il
ai	VERcjg	avoir
fort	ADVgen	fort
trechié	VERppe	trechier
.	PONfrt	.

Por	PRE	por
seul	ADJqua	sol
son	DETpos	son
pucelage	NOMcom	pucelage
avoir	VERinf	avoir
eüsse	VERcjg	avoir
je	PROper	je
molt	ADVgen	moult
grant	ADJqua	grant
avoir	VERinf	avoir
!	PONfrt	!

Mes	CONcoo	mais
vous	PROper	vous
l'	PROper	il
avrez	VERcjg	avoir
que	CONsub	que
je	PROper	je
le	PROper	il
vueil	VERcjg	vouloir
!	PONfrt	!

”	PONpdr	”
A	PRE	a
Ysane	NOMpro	Isenne
cluingne	VERcjg	cligner
de	PRE	de
l'	DETdef	le
ueil	NOMcom	œil
que	CONsub	que
la	DETdef	le
borse	NOMcom	borse
li	PROper	il
soit	VERcjg	estre
copee	VERppe	coper
.	PONfrt	.

Li	DETdef	le
vilains	NOMcom	vilain
ot	VERcjg	avoir
bien	ADVgen	bien
en	PRE	en
penssee	NOMcom	pensée
de	PRE	de
coper	VERinf	coper
la	ADVgen	là
avant	ADVgen	avant
qu'	CONsub	que
Isane	NOMpro	Isenne
.	PONfrt	.

La	DETdef	le
borse	NOMcom	borse
prent	VERcjg	prendre
et	CONcoo	et
si	ADVgen	si
la	PROper	il
trenche	VERcjg	tranchier
dans	NOMcom	dan
Fouchier	VERinf	fouchier
et	CONcoo	et
puis	ADVgen	puis
si	ADVgen	si
l'	PROper	il
estuie	VERcjg	estuiier
.	PONfrt	.

En	PRE	en
son	DETpos	son
sain	NOMcom	sein
pres	ADVgen	près
de	PRE	de
sa	DETpos	son
char	NOMcom	char
nue	ADJqua	nu
la	PROper	il
mist	VERcjg	mettre
et	CONcoo	et
puis	ADVgen	puis
si	ADVgen	si
s'	PROper	soi
en	PROadv	en
retorne	VERcjg	retorner
.	PONfrt	.

Vers	PRE	vers
Ysane	NOMpro	Isenne
sa	DETpos	son
chiere	NOMcom	chiere
torne	VERcjg	torner
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
vindrent	VERcjg	venir
li	DETdef	le
uns	PROind	un
vers	PRE	vers
l'	DETdef	le
autre	PROind	autre
.	PONfrt	.

Andui	PROcar	ambedos
se	PROper	soi
vont	VERcjg	aler
couchier	VERinf	couchier
el	PRE.DETdef	en
piautre	NOMcom	peautre
.	PONfrt	.

Ysane	NOMpro	Isenne
va	VERcjg	aler
avant	ADVgen	avant
couchier	VERinf	couchier
et	CONcoo	et
molt	ADVgen	moult
pria	VERcjg	prier
a	PRE	a
dant	NOMcom	dent
Fouchier	VERinf	fouchier
por	PRE	por
Dieu	NOMpro	Dieu
que	CONsub	que
il	PROper	il
ne	ADVneg	ne
la	PROper	il
bleçast	VERcjg	blecier
.	PONfrt	.

A	PRE	a
donc	ADVgen	donc
covint	VERcjg	covenir
que	CONsub	que
il	PROper	il
ostast	VERcjg	ôter
la	DETdef	le
coiffe	NOMcom	coiffe
au	PRE.DETdef	a
cul	NOMcom	cul
por	PRE	por
fere	VERinf	faire
l'	DETdef	le
uevre	NOMcom	uevre
.	PONfrt	.

De	PRE	de
sa	DETpos	son
chemise	NOMcom	chemise
la	PROper	il
descuevre	VERcjg	descovrir
,	PONfbl	,
puis	ADVgen	puis
si	ADVgen	si
commence	VERcjg	commencer
a	PRE	a
arecier	VERinf	arecier
et	CONcoo	et
cele	PROdem	cel
la	DETdef	le
borse	NOMcom	borse
a	PRE	a
cerchier	VERinf	cerchier
.	PONfrt	.

Que	PROrel	que
qu'	CONsub	que
ele	PROper	il
cerche	VERcjg	cerchier
,	PONfbl	,
et	CONcoo	et
cil	PROdem	cel
l'	PROper	il
estraint	VERcjg	estreindre
.	PONfrt	.

De	PRE	de
la	DETdef	le
pointe	NOMcom	pointe
du	PRE.DETdef	de.le
vit	VERcjg	vëoir
la	DETdef	le
point	NOMcom	point
;	PONfbl	;
el	PROper	il
con	CONsub	come
li	PROper	il
met	VERcjg	metre
jusqu'	PRE	jusque
a	PRE	a
la	DETdef	le
coille	NOMcom	coille
.	PONfrt	.

Dont	ADVgen	donc
li	PROper	il
bat	VERcjg	batre
le	DETdef	le
cul	NOMcom	cul
et	CONcoo	et
rooille	VERcjg	röeillier
tant	ADVgen	tant
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
vis	NOMcom	vis
,	PONfbl	,
qu'	CONsub	que
i	PROper	il
l'	PROper	il
ot	VERcjg	avoir
foutu	VERppe	fuir
.	PONfrt	.

Ses	DETpos	son
braies	NOMcom	braie
monte	VERcjg	monter
,	PONfbl	,
s'	ADVgen	si
a	VERcjg	avoir
veü	VERppe	vëoir
de	PRE	de
sa	DETpos	son
borse	NOMcom	borse
les	DETdef	le
.ii	PROcar	deus
.	PONfrt	.

pendanz	VERppa	pendre
.	PONfrt	.

“	PONpga	“
Ha	INJ	ha
las	ADJqua	las
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
chetiz	ADJqua	chetit
dolanz	VERppa	dolent
!	PONfrt	!

Tant	ADVgen	tant
ai	VERcjg	avoir
hui	ADVgen	ui
fet	VERppe	faire
male	ADJqua	mal
jornee	NOMcom	jornee
!	PONfrt	!

Niece	NOMpro	Niece
,	PONfbl	,
ma	DETpos	mon
borse	NOMcom	borse
m'	PROper	je
est	VERcjg	estre
copee	VERppe	coper
!	PONfrt	!

Ceste	DETdem	cest
fame	NOMcom	feme
le	PROper	il
m'	PROper	je
a	VERcjg	avoir
trenchie	VERppe	trancher
!	PONfrt	!

”	PONpdr	”
Mabile	NOMpro	Mabile
l'	PROper	il
ot	VERcjg	avoir
,	PONfbl	,
s'	ADVgen	si
en	PROadv	en
fu	VERcjg	estre
molt	ADVgen	moult
lie	ADJqua	lié
,	PONfbl	,
qui	PROrel	que
bien	ADVgen	bien
cuide	VERcjg	cuidier
que	CONsub	que
ce	PROdem	ce
soit	VERcjg	estre
voir	ADJqua	voir
qu'	CONsub	que
ele	PROper	il
covoitoit	VERcjg	covoitier
molt	ADVgen	moult
l'	DETdef	le
avoir	VERinf	avoir
.	PONfrt	.

Maintenant	ADVgen	maintenant
a	VERcjg	avoir
son	DETpos	son
huis	NOMcom	uis
desclos	VERppe	desclore
.	PONfrt	.

“	PONpga	“
Dant	NOMcom	dent
vilain	ADJqua	vilain
,	PONfbl	,
fet	VERcjg	faire
ele	PROper	il
,	PONfbl	,
alez	VERcjg	aler
hors	ADVgen	hors
!	PONfrt	!

“	PONpga	“
Dont	ADVgen	donc
me	PROper	je
fetes	VERcjg	faire
ma	DETpos	mon
borse	NOMcom	borse
rendre	VERinf	rendre
!	PONfrt	!

“	PONpga	“
Je	PROper	je
vous	PROper	vous
baudrai	VERcjg	balor
la	DETdef	le
hart	NOMcom	hart
a	PRE	a
pendre	VERinf	pendre
!	PONfrt	!

Alez	VERcjg	aler
tost	ADVgen	tost
hors	ADVgen	hors
de	PRE	de
ma	DETpos	mon
meson	NOMcom	maison
ainçois	ADVgen	ainçois
que	CONsub	que
je	PROper	je
praingne	VERcjg	prendre
.i	PROcar	un
.	PONfrt	.

baston	NOMcom	baston
!	PONfrt	!

”	PONpdr	”
Cele	DETdem	cel
.i	PROcar	un
.	PONfrt	.

tison	NOMcom	tison
prent	VERcjg	prendre
a	PRE	a
.ii	PROcar	deus
.	PONfrt	.

mains	ADVgen	moins
.	PONfrt	.

A	PRE	a
donc	ADVgen	donc
s'	PROper	soi
en	PROadv	en
va	VERcjg	aler
hors	ADVgen	hors
li	DETdef	le
vilains	NOMcom	vilain
qui	PROrel	que
n'	ADVneg	ne
ot	VERcjg	avoir
cure	NOMcom	cure
d'	PRE	de
avoir	VERinf	avoir
des	PRE.DETdef	de.le
cops	NOMcom	coup
.	PONfrt	.

Aprés	PRE	après
lui	PROper	il
fu	VERcjg	estre
tost	ADVgen	tost
li	DETdef	le
huis	NOMcom	uis
clos	VERppe	clore
.	PONfrt	.

Tout	ADVgen	tout
entor	PRE	entour
lui	PROper	il
chascuns	PROind	chascun
assamble	VERcjg	assembler
et	CONcoo	et
il	PROper	il
lor	PROper	il
moustre	VERcjg	montrer
a	PRE	a
toz	PROind	tot
ensamble	ADVgen	ensemble
que	CONsub	que
sa	DETpos	son
borse	NOMcom	borse
li	PROper	il
ont	VERcjg	avoir
copee	VERppe	coper
.	PONfrt	.

Et	CONcoo	et
Mabile	NOMpro	Mabile
l'	PROper	il
a	VERcjg	avoir
demandee	VERppe	demander
a	PRE	a
Ysane	NOMpro	Isenne
:	PONfbl	:
“	PONpga	“
Baille	VERcjg	baillier
ça	ADVgen	ça
tost	ADVgen	tost
que	CONsub	que
li	DETdef	le
vilains	NOMcom	vilain
va	VERcjg	aler
au	PRE.DETdef	a
provost	NOMcom	prévôt
!	PONfrt	!

“	PONpga	“
Foi	NOMcom	foi
que	PROrel	que
je	PROper	je
doi	VERcjg	devoir
saint	ADJqua	saint
Nicholas	NOMpro	Nicolas
,	PONfbl	,
dist	VERcjg	dire
Ysane	NOMpro	Isenne
,	PONfbl	,
je	PROper	je
ne	ADVneg	ne
l'	PROper	il
ai	VERcjg	avoir
pas	ADVneg	pas
,	PONfbl	,
si	ADVgen	si
l'	PROper	il
ai	VERcjg	avoir
je	PROper	je
molt	ADVgen	moult
cerchie	VERppe	cerchir
et	CONcoo	et
quise	VERppe	quérir
!	PONfrt	!

“	PONpga	“
Par	PRE	par
.i	PROind	un
.	PONfrt	.

poi	ADVgen	peu
que	CONsub	que
je	PROper	je
ne	ADVneg	ne
te	PROper	tu
brise	VERcjg	brisier
,	PONfbl	,
pute	VERcjg	pouter
orde	ADJqua	ord
viex	ADJqua	vieux
,	PONfbl	,
toutes	DETind	tous
les	DETdef	le
danz	NOMcom	dan
!	PONfrt	!

Enne	ADVing	anne
vi	VERcjg	vëoir
je	PROper	je
les	DETdef	le
.ii	PROcar	deus
.	PONfrt	.

pendanz	VERppa	pendre
que	CONsub	que
tu	PROper	tu
copas	VERcjg	coper
,	PONfbl	,
jel	PROper.PROper	je
sai	VERcjg	savoir
de	PRE	de
voir	ADJqua	voir
?	PONfrt	?

Cuides	VERcjg	cuidier
les	PROper	il
tu	PROper	tu
par	PRE	par
toi	PROper	tu
avoir	VERinf	avoir
?	PONfrt	?

Se	CONsub	se
tu	PROper	tu
m'	PROper	je
en	PROadv	en
fez	VERcjg	faire
plus	ADVgen	plus
dire	VERinf	dire
mot	NOMcom	mot
.	PONfrt	.

Pute	ADVgen	pout
vielle	ADJqua	vieux
,	PONfbl	,
baille	VERcjg	baillier
ça	ADVgen	ça
tost	ADVgen	tost
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
comment	ADVint	comment
vous	PROper	vous
baillerai	VERcjg	baillier
,	PONfbl	,
dist	VERcjg	dire
Ysane	NOMpro	Isenne
,	PONfbl	,
ce	PROdem	ce
que	PROrel	que
je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
?	PONfrt	?

”	PONpdr	”
Et	CONcoo	et
Mabile	NOMpro	Mabile
aus	PRE.DETdef	à.le
cheveus	NOMcom	cheveu
li	PROper	il
cort	VERcjg	corir
,	PONfbl	,
qui	PROrel	que
n'	ADVneg	ne
estoient	VERcjg	être
mie	ADVneg	mie
trop	ADVgen	trop
cort	ADJqua	cort
,	PONfbl	,
que	CONsub	que
jusqu'	PRE	jusque
a	PRE	a
la	DETdef	le
terre	NOMcom	terre
l'	PROper	il
abat	VERcjg	abattre
.	PONfrt	.

Aus	PRE.DETdef	a
piez	NOMcom	pié
et	CONcoo	et
aus	PRE.DETdef	à.le
poins	NOMcom	poing
la	PROper	il
debat	VERcjg	debatre
qu'	CONsub	que
ele	PROper	il
le	PROper	il
fet	VERcjg	faire
poirrë	VERinf	poirre
et	CONcoo	et
chier	ADJqua	chier
.	PONfrt	.

“	PONpga	“
Par	PRE	par
Dieu	NOMpro	Dieu
,	PONfbl	,
pute	VERcjg	pouter
,	PONfbl	,
ce	PROdem	ce
n'	ADVneg	ne
a	VERcjg	avoir
mestier	NOMcom	mestier
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
or	ADVgen	or
lessiez	VERcjg	laissier
!	PONfrt	!

Je	PROper	je
les	PROper	il
querrai	VERcjg	querre
tant	ADVgen	tant
,	PONfbl	,
se	CONsub	se
puis	VERcjg	pöoir
,	PONfbl	,
que	CONsub	que
les	PROper	il
troverai	VERcjg	trover
,	PONfbl	,
se	CONsub	se
de	PRE	de
ci	ADVgen	ci
me	PROper	je
lessiez	VERcjg	laissier
torner	VERinf	torner
!	PONfrt	!

“	PONpga	“
Va	VERcjg	aler
,	PONfbl	,
fet	VERcjg	faire
ele	PROper	il
,	PONfbl	,
sanz	PRE	sans
demorer	VERinf	demorer
!	PONfrt	!

”	PONpdr	”
Mes	CONcoo	mais
