¶	ADJcar	¶
est	VERcjg	estre
uns	DETndf	un
deables	NOMcom	diable
antecris	VERppe	entecrire
!	PONfrt	!

Mes	CONcoo	mais
ne	ADVneg	ne
li	PROper	il
vaut	VERcjg	valoir
,	PONfbl	,
par	PRE	par
saint	ADJqua	saint
Remi	NOMpro	Rémi
!	PONfrt	!

”	PONpdr	”
Atant	ADVgen	atant
l'	DETdef	le
autre	PROind	autre
boçu	ADJqua	boçu
saisi	VERcjg	saisir
.	PONfrt	.

El	PRE.DETdef	en
sac	NOMcom	sac
le	PROper	il
mist	VERcjg	mettre
,	PONfbl	,
puis	ADVgen	puis
si	ADVgen	si
le	PROper	il
lieve	VERcjg	lever
a	PRE	a
son	DETpos	son
col	NOMcom	col
si	ADVgen	si
que	CONsub	que
poi	ADVgen	peu
li	PROper	il
grieve	VERcjg	grever
.	PONfrt	.

De	PRE	de
la	DETdef	le
meson	NOMcom	maison
ist	VERcjg	issir
vistemant	ADVgen	vistement
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
tout	ADVgen	tout
maintenant	ADVgen	maintenant
de	PRE	de
l'	DETdef	le
escrin	NOMcom	escring
tret	VERcjg	traire
le	DETdef	le
tiers	ADJord	tiers
boçu	ADJqua	boçu
,	PONfbl	,
si	ADVgen	si
l'	PROper	il
a	VERcjg	avoir
couchié	VERppe	couchier
delez	PRE	dalez
le	DETdef	le
fu	NOMcom	feu
.	PONfrt	.

Atant	ADVgen	atant
s'	PROper	soi
en	PROadv	en
est	VERcjg	estre
vers	PRE	vers
l'	DETdef	le
uis	NOMcom	uis
venue	VERppe	venir
.	PONfrt	.

Li	DETdef	le
porterres	NOMcom	porteur
en	PRE	en
l'	DETdef	le
eve	NOMcom	aigue
rue	VERcjg	ruer
le	DETdef	le
boçu	ADJqua	boçu
,	PONfbl	,
la	DETdef	le
teste	NOMcom	teste
desouz	ADVgen	dessous
.	PONfrt	.

“	PONpga	“
Alez	VERcjg	aler
,	PONfbl	,
que	ADVint	que
honis	VERppe	honir
soiez	VERcjg	estre
vous	PROper	vous
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
ne	ADVneg	ne
revenez	VERcjg	revenir
!	PONfrt	!

”	PONpdr	”
Puis	ADVgen	puis
est	VERcjg	estre
le	DETdef	le
grant	ADJqua	grant
cors	NOMcom	corps
retornez	VERppe	retorner
.	PONfrt	.

A	PRE	a
la	DETdef	le
dame	NOMcom	dame
dist	VERcjg	dire
que	CONsub	que
li	PROper	il
pait	VERcjg	paître
,	PONfbl	,
et	CONcoo	et
cele	PROdem	cel
sanz	PRE	sans
nul	DETind	nul
autre	ADJind	autre
plait	NOMcom	plaid
li	PROper	il
dist	VERcjg	dire
que	CONsub	que
bien	ADVgen	bien
li	PROper	il
paiera	VERcjg	payer
.	PONfrt	.

Atant	ADVgen	atant
au	PRE.DETdef	a
fouier	NOMcom	fouier
le	PROper	il
mena	VERcjg	mener
ausi	ADVgen	aussi
com	CONsub	come
se	CONsub	se
rien	PROind	rien
ne	ADVneg	ne
seüst	VERcjg	savoir
du	PRE.DETdef	de.le
tiers	ADJord	tiers
boçu	ADJqua	boçu
qui	PROrel	que
la	ADVgen	là
se	PROper	soi
jut	VERcjg	jesir
.	PONfrt	.

“	PONpga	“
Voiés	VERcjg	voir
,	PONfbl	,
dist	VERcjg	dire
ele	PROper	il
,	PONfbl	,
grant	ADJqua	grant
merveille	NOMcom	merveille
!	PONfrt	!

Qui	PROint	que
oï	VERcjg	öir
ainc	ADVgen	ainc
mes	ADVgen	mais
la	DETdef	le
pareille	NOMcom	pareille
?	PONfrt	?

Revez	VERcjg	revëoir
la	ADVgen	là
le	DETdef	le
boçu	ADJqua	boçu
ou	PROrel	où
gist	VERcjg	gésir
!	PONfrt	!

”	PONpdr	”
Li	DETdef	le
bachelers	NOMcom	bachelier
pas	ADVneg	pas
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
rist	VERcjg	rire
quant	CONsub	cant
le	PROper	il
voit	VERcjg	vëoir
gesir	VERinf	gésir
lez	PRE	lez
le	DETdef	le
fu	NOMcom	feu
.	PONfrt	.

“	PONpga	“
Voiz	VERcjg	voir
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
por	PRE	por
le	DETdef	le
saint	ADJqua	saint
cuer	NOMcom	cuer
Bu	NOMpro	Bu
,	PONfbl	,
qui	PROrel	que
ainc	ADVgen	ainc
mes	ADVgen	mais
vit	VERcjg	vëoir
tel	DETind	tel
menestrel	NOMcom	menestrel
?	PONfrt	?

Ne	ADVneg	ne
ferai	VERcjg	faire
je	PROper	je
dont	ADVgen	donc
huimés	ADVgen	ui
el	PROper	il
que	CONsub	que
porter	VERinf	porter
ce	DETdem	ce
vilain	NOMcom	vilain
boçu	ADJqua	boçu
?	PONfrt	?

Toz	DETind	tot
jors	NOMcom	jour
le	PROper	il
truis	VERcjg	trover
ci	ADVgen	ci
revenu	VERppe	revenir
quant	CONsub	cant
je	PROper	je
l'	PROper	il
ai	VERcjg	avoir
en	PRE	en
l'	DETdef	le
eve	NOMcom	aigue
rué	VERppe	rüer
!	PONfrt	!

”	PONpdr	”
Lors	ADVgen	lors
a	VERcjg	avoir
le	DETdef	le
tiers	NOMcom	tier
ou	PRE.DETdef	en.le
sac	NOMcom	sac
bouté	VERppe	bouter
.	PONfrt	.

A	PRE	a
son	DETpos	son
col	NOMcom	col
fierement	ADVgen	fièrement
le	PROper	il
rue	VERcjg	ruer
d'	PRE	de
ire	NOMcom	ire
et	CONcoo	et
de	PRE	de
duel	NOMcom	duel
.	PONfrt	.

D'	PRE	de
aïr	NOMcom	aïr
tressue	VERcjg	tressüer
.	PONfrt	.

Atant	ADVgen	atant
s'	PROper	soi
en	PROadv	en
torne	VERcjg	torner
ireement	ADVgen	irément
;	PONfbl	;
toz	DETind	tot
les	DETdef	le
degrez	NOMcom	degré
aval	ADVgen	aval
descent	VERcjg	descendre
.	PONfrt	.

Le	DETdef	le
tiers	ADJord	tiers
boçu	ADJqua	boçu
a	VERcjg	avoir
descarchié	VERppe	descarchier
,	PONfbl	,
dedenz	PRE	dedans
l'	DETdef	le
eve	NOMcom	aigue
l'	PROper	il
a	VERcjg	avoir
balancié	VERppe	balancer
.	PONfrt	.

“	PONpga	“
Va	VERcjg	aler
t'	PROper	tu
en	PROadv	en
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
au	PRE.DETdef	a
vif	ADJqua	vif
maufé	NOMcom	maufé
!	PONfrt	!

Tant	ADVgen	tant
t'	PROper	tu
averai	VERcjg	avoir
hui	ADVgen	ui
comporté	VERppe	comporter
,	PONfbl	,
e	CONcoo	et
te	PROper	tu
voi	VERcjg	vëoir
mes	ADVgen	mais
hui	ADVgen	ui
revenir	VERinf	revenir
,	PONfbl	,
tu	PROper	tu
vendras	VERcjg	venir
tart	ADVgen	tart
au	PRE.DETdef	a
repentir	NOMcom	repentir
!	PONfrt	!

Je	PROper	je
cuit	VERcjg	cuidier
que	CONsub	que
tu	PROper	tu
m'	PROper	je
as	VERcjg	avoir
enchanté	VERppe	enchanter
,	PONfbl	,
mes	CONcoo	mais
par	PRE	par
le	DETdef	le
Dieu	NOMpro	Dieu
qui	PROrel	que
me	PROper	je
fist	VERcjg	faire
né	VERppe	naître
,	PONfbl	,
se	CONsub	se
tu	PROper	tu
viens	VERcjg	venir
mes	ADVgen	mais
hui	ADVgen	ui
aprés	PRE	après
moi	PROper	je
et	CONcoo	et
je	PROper	je
truis	VERcjg	trover
baston	NOMcom	baston
ou	CONcoo	o
espoi	NOMcom	espoi
,	PONfbl	,
tel	PROind	tel
te	PROper	tu
donrai	VERcjg	doner
el	PRE.DETdef	en
haterel	NOMcom	haterel
dont	PROrel	dont
tu	PROper	tu
avras	VERcjg	avoir
rouge	ADJqua	rouge
bendel	NOMcom	bendeau
!	PONfrt	!

”	PONpdr	”
A	PRE	a
icest	DETdem	cist
mot	NOMcom	mot
est	VERcjg	estre
retornez	VERppe	retorner
et	CONcoo	et
sus	ADVgen	sus
en	PRE	en
la	DETdef	le
meson	NOMcom	maison
montez	VERppe	monter
.	PONfrt	.

Ainz	ADVgen	ains
qu'	CONsub	que
eüst	VERcjg	avoir
les	DETdef	le
degrez	NOMcom	degré
monté	VERppe	monter
,	PONfbl	,
si	ADVgen	si
a	VERcjg	avoir
derrier	PRE	derrier
lui	PROper	il
regardé	VERppe	regarder
et	CONcoo	et
voit	VERcjg	vëoir
le	DETdef	le
seignor	NOMcom	seignor
qui	PROrel	que
revient	VERcjg	revenir
.	PONfrt	.

Li	DETdef	le
bons	ADJqua	bon
hom	NOMcom	homme
pas	ADVneg	pas
a	PRE	a
geu	VERppe	jeu
nel	ADVneg.PROper	ne
tient	VERcjg	tenir
.	PONfrt	.

De	PRE	de
sa	DETpos	son
main	NOMcom	main
s'	PROper	soi
est	VERcjg	estre
.iii	PROcar	trois
.	PONfrt	.

foiz	NOMcom	foiz
sainiez	VERcjg	saignier
.	PONfrt	.

“	PONpga	“
Nomini	VERcjg	nominier
Dame	NOMcom	dame
Diex	NOMpro	Dieu
,	PONfbl	,
aidiez	VERcjg	aidier
!	PONfrt	!

”	PONpdr	”
Molt	ADVgen	moult
li	PROper	il
anuie	VERcjg	enoiier
en	PRE	en
son	DETpos	son
corage	NOMcom	corage
.	PONfrt	.

“	PONpga	“
Par	PRE	par
foi	NOMcom	foi
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
cis	PROdem	cist
a	PRE	a
la	DETdef	le
rage	NOMcom	rage
,	PONfbl	,
qui	PROrel	que
si	ADVgen	si
pres	ADVgen	près
des	PRE.DETdef	de.le
talons	NOMcom	talon
me	PROper	je
siut	VERcjg	sivre
que	CONsub	que
par	PRE	par
poi	ADVgen	peu
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
me	PROper	je
consiut	VERcjg	consivre
!	PONfrt	!

Par	PRE	par
la	DETdef	le
roele	NOMcom	röele
saint	ADJqua	saint
Morant	NOMpro	Morant
,	PONfbl	,
il	PROper	il
me	PROper	je
tient	VERcjg	tenir
bien	ADVgen	bien
por	PRE	por
païsant	NOMcom	paysan
,	PONfbl	,
que	CONsub	que
je	PROper	je
nel	ADVneg.PROper	ne
puis	VERcjg	pöoir
tant	ADVgen	tant
comporter	VERinf	comporter
que	CONsub	que
ja	ADVgen	ja
se	PROper	soi
vueille	VERcjg	vouloir
deporter	VERinf	deporter
d'	PRE	de
aprés	PRE	après
moi	PROper	je
adés	ADVgen	adès
revenir	VERinf	revenir
!	PONfrt	!

”	PONpdr	”
Lors	ADVgen	lors
cort	VERcjg	corir
a	PRE	a
ses	DETpos	son
.ii	PROcar	deus
.	PONfrt	.

poins	NOMcom	poing
sesir	VERinf	seoir
.i	PROcar	un
.	PONfrt	.

pestel	NOMcom	pastel
qu'	PROrel	que
a	PRE	a
l'	DETdef	le
uis	NOMcom	uis
voit	VERcjg	vëoir
pendant	VERppa	pendre
,	PONfbl	,
puis	ADVgen	puis
revint	VERcjg	revenir
au	PRE.DETdef	a
degré	NOMcom	degré
corant	VERppa	corir
.	PONfrt	.

Li	DETdef	le
sires	NOMcom	seignor
ert	VERcjg	être
ja	ADVgen	ja
pres	ADVgen	près
montez	VERppe	monter
.	PONfrt	.

“	PONpga	“
Comment	ADVint	comment
,	PONfbl	,
sire	NOMcom	seignor
boçus	ADJqua	boçus
,	PONfbl	,
tornez	VERppe	torner
?	PONfrt	?

Or	ADVgen	or
me	PROper	je
samble	VERcjg	sembler
ce	DETdem	ce
enresdie	NOMcom	enredie
,	PONfbl	,
mes	CONcoo	mais
par	PRE	par
le	DETdef	le
cors	NOMcom	corps
sainte	ADJqua	saint
Marie	NOMpro	Marie
,	PONfbl	,
mar	ADVgen	mar
retornastes	VERcjg	retourner
ceste	DETdem	cest
part	NOMcom	part
!	PONfrt	!

Vous	PROper	vous
me	PROper	je
tenez	VERcjg	tenir
bien	ADVgen	bien
por	PRE	por
musart	ADJqua	musart
!	PONfrt	!

”	PONpdr	”
Atant	ADVgen	atant
a	VERcjg	avoir
le	DETdef	le
pestel	NOMcom	pastel
levé	VERppe	lever
,	PONfbl	,
si	ADVgen	si
l'	PROper	il
en	PROadv	en
a	VERcjg	avoir
.i	PROcar	un
.	PONfrt	.

tel	DETind	tel
cop	NOMcom	coup
doné	VERppe	doner
sor	PRE	sor
la	DETdef	le
teste	NOMcom	teste
,	PONfbl	,
qu'	PROrel	que
il	PROper	il
ot	VERcjg	avoir
molt	ADVgen	moult
grant	ADJqua	grant
,	PONfbl	,
que	CONsub	que
la	DETdef	le
cervele	NOMcom	cervele
li	PROper	il
espant	VERcjg	espandre
.	PONfrt	.

Mort	VERppe	mourir
l'	PROper	il
abati	VERcjg	abattre
sor	PRE	sor
le	DETdef	le
degré	NOMcom	degré
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
si	ADVgen	si
l'	PROper	il
a	VERcjg	avoir
ou	PRE.DETdef	en.le
sac	NOMcom	sac
bouté	VERppe	bouter
.	PONfrt	.

D'	PRE	de
une	DETndf	un
corde	NOMcom	corde
la	DETdef	le
bouche	NOMcom	bouche
loie	VERcjg	liier
.	PONfrt	.

Le	DETdef	le
grant	ADJqua	grant
cors	NOMcom	corps
se	PROper	soi
met	VERcjg	metre
a	PRE	a
la	DETdef	le
voie	NOMcom	voie
,	PONfbl	,
si	ADVgen	si
l'	PROper	il
a	VERcjg	avoir
en	PRE	en
l'	DETdef	le
eve	NOMcom	aigue
balancié	VERppe	balancer
atout	PRE	atout
le	DETdef	le
sac	NOMcom	sac
qu'	PROrel	que
il	PROper	il
ot	VERcjg	avoir
lïé	VERppe	lier
quar	CONcoo	car
paor	NOMcom	peur
avoit	VERcjg	avoir
duremant	ADVgen	durement
qu'	CONsub	que
il	PROper	il
encor	ADVgen	encore
ne	ADVneg	ne
l'	PROper	il
alast	VERcjg	aler
sivant	VERppa	suivre
.	PONfrt	.

“	PONpga	“
Va	VERcjg	aler
jus	ADVgen	jus
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
a	PRE	a
mal	ADJqua	mal
eür	NOMcom	ëur
!	PONfrt	!

Or	ADVgen	or
cuit	VERcjg	cuidier
jẹ	PROper	je
estre	VERinf	estre
plus	ADVgen	plus
asseür	ADJqua	assëur
que	CONsub	que
tu	PROper	tu
ne	ADVneg	ne
doies	VERcjg	devoir
revenir	VERinf	revenir
,	PONfbl	,
si	ADVgen	si
verra	VERcjg	vëoir
l'	PROper	il
en	PRE	en
les	DETdef	le
bois	NOMcom	bois
foillir	VERinf	foillir
!	PONfrt	!

”	PONpdr	”
A	PRE	a
la	DETdef	le
dame	NOMcom	dame
s'	PROper	soi
en	PROadv	en
vint	VERcjg	venir
errant	VERppa	errer
,	PONfbl	,
si	ADVgen	si
demande	VERcjg	demander
son	DETpos	son
paiemant	NOMcom	paiement
que	PROrel	que
molt	ADVgen	moult
bien	ADVgen	bien
a	VERcjg	avoir
son	DETpos	son
commant	NOMcom	command
fet	VERppe	faire
.	PONfrt	.

La	DETdef	le
dame	NOMcom	dame
n'	ADVneg	ne
ot	VERcjg	avoir
cure	NOMcom	cure
de	PRE	de
plet	NOMcom	plait
.	PONfrt	.

Le	DETdef	le
bacheler	NOMcom	bacheler
paia	VERcjg	paisier
molt	ADVgen	moult
bien	ADVgen	bien
.xxx	PROcar	trente
.	PONfrt	.

livres	NOMcom	livre
,	PONfbl	,
n'	ADVneg	ne
en	PROadv	en
falut	VERcjg	falir
rien	PROind	rien
.	PONfrt	.

Trestout	ADVgen	trèstout
a	PRE	a
son	DETpos	son
gré	NOMcom	gré
l'	PROper	il
a	VERcjg	avoir
paié	VERppe	paiier
que	CONsub	que
molt	ADVgen	moult
fu	VERcjg	estre
lïe	VERppe	lire
du	PRE.DETdef	de.le
marchié	NOMcom	marché
.	PONfrt	.

Dist	VERcjg	dire
que	CONsub	que
fet	VERcjg	faire
a	PRE	a
bone	ADJqua	bon
jornee	NOMcom	jornee
des	PRE.DETdef	de.le
puis	NOMcom	puy
que	CONsub	que
il	PROper	il
l'	PROper	il
a	VERcjg	avoir
delivree	VERppe	delivrer
de	PRE	de
son	DETpos	son
mari	NOMcom	mari
qui	PROrel	que
tant	ADVgen	tant
ert	VERcjg	être
lais	ADJqua	lai
.	PONfrt	.

Bien	ADVgen	bien
cuide	VERcjg	cuidier
qu'	CONsub	que
ele	PROper	il
n'	ADVneg	ne
ait	VERcjg	avoir
jamais	ADVgen	jamais
anui	NOMcom	ennui
nul	DETind	nul
jor	NOMcom	jor
qu'	PROrel	que
ele	PROper	il
puist	VERcjg	pouvoir
vivre	VERinf	vivre
quant	CONsub	cant
de	PRE	de
son	DETpos	son
mari	NOMcom	mari
est	VERcjg	estre
delivre	ADJqua	delivre
!	PONfrt	!

Durans	NOMpro	Duran
,	PONfbl	,
qui	PROrel	que
son	DETpos	son
conte	NOMcom	conte
define	VERcjg	définer
,	PONfbl	,
dist	VERcjg	dire
c'	CONsub	que
onques	ADVgen	onque
Diex	NOMpro	Dieu
ne	ADVneg	ne
fist	VERcjg	faire
meschine	NOMcom	meschine
c'	PROrel	que
on	PROind	on
ne	ADVneg	ne
puist	VERcjg	pouvoir
por	PRE	por
deniers	NOMcom	denier
avoir	VERinf	avoir
ne	CONcoo	ne
Diex	NOMpro	Dieu
ne	ADVneg	ne
fist	VERcjg	faire
si	ADVgen	si
chier	ADJqua	chier
avoir	VERinf	avoir
,	PONfbl	,
tant	ADVgen	tant
soit	VERcjg	estre
bons	ADJqua	bon
ne	CONcoo	ne
de	PRE	de
grant	ADJqua	grant
chierté	NOMcom	cherté
,	PONfbl	,
qui	PROrel	que
voudroit	VERcjg	vouloir
dire	VERinf	dire
verité	NOMcom	verité
,	PONfbl	,
que	CONsub	que
por	PRE	por
deniers	NOMcom	denier
ne	ADVneg	ne
soit	VERcjg	estre
eüs	VERppe	avoir
.	PONfrt	.

Por	PRE	por
ses	DETpos	son
deniers	NOMcom	denier
ot	VERcjg	avoir
li	DETdef	le
boçus	ADJqua	boçus
la	DETdef	le
dame	NOMcom	dame
qui	PROrel	que
tant	ADVgen	tant
bele	ADJqua	bel
estoit	VERcjg	estre
.	PONfrt	.

Honiz	VERppe	honir
soit	VERcjg	estre
li	DETdef	le
hom	NOMcom	homme
,	PONfbl	,
quels	PROrel	quel
qu'	PROrel	que
il	PROper	il
soit	VERcjg	estre
,	PONfbl	,
qui	PROrel	que
trop	ADVgen	trop
prise	VERcjg	prisier
mauvés	ADJqua	mauvais
deniers	NOMcom	denier
et	CONcoo	et
qui	PROrel	que
les	PROper	il
fist	VERcjg	faire
fere	VERinf	faire
premiers	ADJord	premier
!	PONfrt	!

Amen	ETR	amen

