Beneurez	VERcjg	benorer
meie	ADJpos	mien
fin	NOMcom	fin
,	PONfbl	,
E	CONcoo	et
le	DETdef	le
numbre	NOMcom	nombre
de	PRE	de
mes	DETpos	mon
jurz	NOMcom	jour
chi	PROrel	qui
est	VERcjg	estre
,	PONfbl	,
que	CONsub	que
je	PROper	je
sace	VERcjg	savoir
quel	DETrel	quel
chose	NOMcom	chose
desseit	VERcjg	descir
à	PRE	à
mei	PROper	moi
.	PONfrt	.

Astetei	NOMcom	astete
mesurables	ADJqua	mesurable
posas	VERcjg	poser
les	DETdef	le
miens	ADJpos	mon
jurz	NOMcom	jour
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
meie	ADJpos	mien
substance	NOMcom	subtance
ensement	ADVgen	ensement
cume	CONsub	comme
nient	ADVgen	néant
devant	PRE	devant
tei	PROper	toi
.	PONfrt	.

Mais	CONcoo	mais
nequedent	ADVgen	nequedent
tute	DETind	tout
vanitez	NOMcom	vanité
,	PONfbl	,
chescuns	DETind	chacun
huem	NOMcom	homme
vivanz	VERppa	vivre
.	PONfrt	.

Nequedent	ADVgen	nequedent
en	PRE	en
imagene	NOMcom	image
trespasse	VERcjg	trespasser
li	DETdef	le
huem	NOMcom	homme
;	PONfbl	;
mais	CONcoo	mais
nedés	ADVgen	neïs
en	PRE	en
vain	ADJqua	vain
est	VERcjg	estre
cunturbez	VERppe	contourber
.	PONfrt	.

Tresor	NOMcom	tresor
aüne	VERcjg	äuner
,	PONfbl	,
e	CONcoo	et
ne	ADVneg	ne
set	VERcjg	savoir
à	PRE	à
qui	PROrel	que
il	PROper	il
le	PROper	il
assemblerat	VERcjg	assembler
.	PONfrt	.

E	CONcoo	et
ore	ADVgen	or
quels	PROint	quel
est	VERcjg	estre
la	DETdef	le
meie	ADJpos	mien
atente	NOMcom	attente
?	PONfrt	?

dun	PROrel	dont
n'	ADVneg	ne
est	VERcjg	estre
li	DETdef	le
Sire	NOMcom	seignor
?	PONfrt	?

e	CONcoo	et
la	DETdef	le
meie	ADJpos	mien
substance	NOMcom	subtance
ad	PRE	à
tei	PROper	toi
est	VERcjg	estre
.	PONfrt	.

De	PRE	de
tutes	DETind	tous
les	DETdef	le
meies	ADJpos	mien
iniquitez	NOMcom	iniquité
delivremei	VERcjg	delivrement
;	PONfbl	;
reproce	NOMcom	reproche
à	PRE	à
fol	NOMcom	fou
tu	PROper	tu
dunas	VERcjg	donner
mei	PROper	moi
.	PONfrt	.

Je	PROper	je
amui	VERcjg	amoir
e	CONcoo	et
nen	ADVneg	ne
aovri	VERcjg	aovrir
la	DETdef	le
meie	ADJpos	mien
buche	NOMcom	bouche
,	PONfbl	,
kar	CONcoo	car
tu	PROper	tu
fesis	VERcjg	faire
;	PONfbl	;
desturne	VERcjg	détourner
de	PRE	de
mei	PROper	moi
les	DETdef	le
tues	ADJpos	tien
plaies	NOMcom	plaie
.	PONfrt	.

De	PRE	de
la	DETdef	le
fortece	NOMcom	fortece
de	PRE	de
ta	DETpos	ton
main	NOMcom	main
je	PROper	je
defailli	VERcjg	défaillir
en	PRE	en
encrepemenz	NOMcom	encrément
;	PONfbl	;
pur	PRE	pour
felunie	NOMcom	félonie
tu	PROper	tu
castias	VERcjg	châtier
hume	NOMcom	homme
.	PONfrt	.

E	CONcoo	et
defirre	VERinf	defire
fesis	VERcjg	faire
sicume	CONsub	sicomme
iraignée	NOMcom	iraignée
l'	DETdef	le
aneme	NOMcom	âme
de	PRE	de
lui	PROper	il
;	PONfbl	;
acertes	ADVgen	acertes
en	PRE	en
vain	ADJqua	vain
est	VERcjg	estre
cunturbez	VERppe	contourber
chescuns	DETind	chacun
huem	NOMcom	homme
.	PONfrt	.

Exoi	VERcjg	estre
la	DETdef	le
meie	ADJpos	mien
oreisun	NOMcom	oraison
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
meie	ADJpos	mien
preiere	NOMcom	priiere
;	PONfbl	;
ot	VERcjg	avoir
tes	DETpos	ton
oreiles	NOMcom	oreille
receif	VERcjg	recevoir
les	DETdef	le
meies	ADJpos	mien
lermes	NOMcom	larme
.	PONfrt	.

Ne	ADVneg	ne
taises	VERcjg	taire
,	PONfbl	,
kar	CONcoo	car
aventiz	NOMcom	avantiz
je	PROper	je
sui	VERcjg	estre
envers	PRE	envers
tei	PROper	toi
,	PONfbl	,
e	CONcoo	et
estrange	ADJqua	estrange
sicum	CONsub	sicomme
tuit	DETind	tot
li	DETdef	le
mien	ADJpos	mon
perre	NOMcom	père
.	PONfrt	.

Pardune	VERcjg	pardonner
à	PRE	à
mei	PROper	moi
,	PONfbl	,
que	CONsub	que
je	PROper	je
seie	VERcjg	être
refreidiez	VERppe	refraidier
ainz	ADVgen	ainz
que	CONsub	que
je	PROper	je
m'	PROper	je
en	PROadv	en
alge	VERcjg	aller
,	PONfbl	,
e	CONcoo	et
ampleiz	VERppe	amplaire
ne	ADVneg	ne
serai	VERcjg	estre
.	PONfrt	.

Atendanz	VERppa	atendre
atendi	VERcjg	attendre
le	DETdef	le
Seignur	NOMcom	seigneur
,	PONfbl	,
e	CONcoo	et
il	PROper	il
entendiet	VERcjg	entendre
à	PRE	à
mei	PROper	moi
.	PONfrt	.

E	CONcoo	et
il	PROper	il
exoït	VERcjg	essouir
les	DETdef	le
meies	ADJpos	mien
preieres	NOMcom	prière
,	PONfbl	,
e	CONcoo	et
forsmenat	VERcjg	formener
mei	PROper	moi
de	PRE	de
la	DETdef	le
fosse	NOMcom	fosse
de	PRE	de
miserie	NOMcom	miserie
,	PONfbl	,
e	CONcoo	et
de	PRE	de
palu	NOMcom	palüor
de	PRE	de
lie	NOMcom	lieue
.	PONfrt	.

E	CONcoo	et
establit	VERcjg	établir
sur	PRE	sur
pierre	NOMcom	piere
mes	DETpos	mon
piez	NOMcom	pié
,	PONfbl	,
e	CONcoo	et
adreceat	VERcjg	adrecier
mes	DETpos	mon
alemenz	NOMcom	allement
.	PONfrt	.

E	CONcoo	et
il	PROper	il
mist	VERcjg	mettre
en	PRE	en
la	DETdef	le
meie	ADJpos	mien
buche	NOMcom	bouche
novel	ADJqua	novel
chant	NOMcom	chant
,	PONfbl	,
ditiet	VERcjg	diter
al	PRE.DETdef	à.le
nostre	ADJpos	notre
Deu	NOMpro	Dieu
.	PONfrt	.

Verrunt	VERcjg	voir
mult	ADVgen	moult
e	CONcoo	et
criendrunt	VERcjg	crïendre
,	PONfbl	,
e	CONcoo	et
espererunt	VERcjg	espérer
el	PRE.DETdef	en
Seignur	NOMcom	seigneur
.	PONfrt	.

Beneurez	NOMpro	Benorré
li	DETdef	le
huem	NOMcom	homme
delquel	ADJqua	delquel
est	VERcjg	estre
le	DETdef	le
num	NOMcom	nom
del	PRE.DETdef	de
Seignur	NOMcom	seigneur
esperance	NOMcom	espérance
de	PRE	de
lui	PROper	il
,	PONfbl	,
e	CONcoo	et
ne	ADVneg	ne
reguardat	VERcjg	regarder
en	PRE	en
vanitez	NOMcom	vanité
e	CONcoo	et
en	PRE	en
falses	ADJqua	faux
forseneries	NOMcom	forcenerie
.	PONfrt	.

Multes	NOMcom	moulte
fesistu	VERppe	faire
,	PONfbl	,
Sire	NOMcom	seignor
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
,	PONfbl	,
les	DETdef	le
tues	ADJpos	tien
merveilles	NOMcom	merveille
,	PONfbl	,
e	CONcoo	et
ès	PRE.DETdef	en.le
tues	ADJpos	tien
cogitatiuns	NOMcom	cogitation
nen	ADVneg	ne
est	VERcjg	estre
chi	PROrel	qui
semblanz	VERppa	sembler
seit	VERcjg	être
à	PRE	à
tei	PROper	toi
.	PONfrt	.

Je	PROper	je
annunceai	VERcjg	annoncer
e	CONcoo	et
parlai	VERcjg	parler
;	PONfbl	;
multipliet	VERppe	multiplier
sunt	VERcjg	être
sur	PRE	sur
numbre	NOMcom	nombre
.	PONfrt	.

Sacrifise	NOMcom	sacrifise
e	CONcoo	et
oblatiun	NOMcom	oblation
ne	ADVneg	ne
volsis	VERcjg	voloir
;	PONfbl	;
oreilles	NOMcom	oreille
acertes	ADVgen	acertes
parfisis	VERcjg	parfaire
à	PRE	à
mei	PROper	moi
.	PONfrt	.

Sacrifise	NOMcom	sacrifise
e	CONcoo	et
pur	PRE	pour
pecchet	NOMcom	péché
ne	ADVneg	ne
requisis	VERcjg	requérir
;	PONfbl	;
lores	ADVgen	lors
dis	VERcjg	dire
:	PONfbl	:
Astetei	VERcjg	asteter
je	PROper	je
vienc	VERcjg	venir
.	PONfrt	.

El	PRE.DETdef	en
chief	NOMcom	chief
del	PRE.DETdef	de
livre	NOMcom	livre
escrit	VERppe	écrire
est	VERcjg	estre
de	PRE	de
mei	PROper	moi
que	CONsub	que
je	PROper	je
ferei	VERcjg	faire
la	DETdef	le
tue	ADJpos	ton
volenté	NOMcom	volonté
;	PONfbl	;
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
,	PONfbl	,
je	PROper	je
voil	VERcjg	vouloir
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
tue	ADJpos	ton
lei	NOMcom	loi
el	PRE.DETdef	en
milliu	NOMcom	millieu
del	PRE.DETdef	de
mien	ADJpos	mon
cuer	NOMcom	cuer
.	PONfrt	.

Je	PROper	je
annunceai	VERcjg	annoncer
la	DETdef	le
tue	ADJpos	ton
justise	NOMcom	justice
en	PRE	en
grant	ADJqua	grant
iglise	NOMcom	église
;	PONfbl	;
astetei	VERcjg	asteter
les	DETdef	le
meies	ADJpos	mien
levres	NOMcom	levre
ne	ADVneg	ne
devederai	VERcjg	devoir
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
tu'l	PROind	tol
seus	ADJqua	sol
.	PONfrt	.

La	DETdef	le
tue	ADJpos	ton
justise	NOMcom	justice
ne	ADVneg	ne
repuns	VERcjg	repondre
el	PRE.DETdef	en
mien	ADJpos	mon
cuer	NOMcom	cuer
,	PONfbl	,
la	DETdef	le
tue	ADJpos	ton
verité	NOMcom	verité
e	CONcoo	et
la	DETdef	le
tue	ADJpos	ton
salu	NOMcom	salut
je	PROper	je
dis	VERcjg	dire
.	PONfrt	.

Ne	ADVneg	ne
repuns	VERcjg	repondre
la	DETdef	le
tue	ADJpos	ton
misericorde	NOMcom	miséricorde
e	CONcoo	et
la	DETdef	le
tue	ADJpos	ton
verité	NOMcom	verité
,	PONfbl	,
de	PRE	de
mult	ADVgen	moult
cuncilie	VERppe	conciler
.	PONfrt	.

Tu	PROper	tu
acertes	ADVgen	acertes
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
nient	ADVgen	néant
luinz	ADVgen	loin
faces	VERcjg	faire
les	DETdef	le
tues	ADJpos	tien
miseratiuns	NOMcom	misération
de	PRE	de
mei	PROper	moi
;	PONfbl	;
la	DETdef	le
tue	ADJpos	ton
misericorde	NOMcom	miséricorde
e	CONcoo	et
la	DETdef	le
tue	ADJpos	ton
verité	NOMcom	verité
tutes	DETind	tous
ores	ADVgen	or
receurent	VERcjg	recevoir
mei	PROper	moi
.	PONfrt	.

Kar	CONcoo	car
avirunerent	VERcjg	avironner
mei	PROper	moi
mals	NOMcom	mal
desquels	PRE.PROrel	de.lequel
nen	ADVneg	ne
est	VERcjg	estre
numbre	NOMcom	nombre
;	PONfbl	;
cumpristrent	VERcjg	comprendre
mei	PROper	moi
les	DETdef	le
meies	ADJpos	mien
iniquitez	NOMcom	iniquité
,	PONfbl	,
e	CONcoo	et
ne	ADVneg	ne
poi	VERcjg	pöoir
que	CONsub	que
je	PROper	je
veisse	VERcjg	voir
.	PONfrt	.

Multipliedes	VERppe	multiplier
sunt	VERcjg	être
sur	PRE	sur
les	DETdef	le
chevels	NOMcom	cheveu
de	PRE	de
mun	DETpos	mon
chief	NOMcom	chief
,	PONfbl	,
e	CONcoo	et
mun	DETpos	mon
cuer	NOMcom	cuer
deguerpit	VERcjg	déguerpir
mei	PROper	moi
.	PONfrt	.

Plaiset	VERcjg	plaire
à	PRE	à
tei	PROper	toi
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
que	CONsub	que
tu	PROper	tu
delivres	VERcjg	delivrer
mei	PROper	moi
;	PONfbl	;
Sire	NOMcom	seignor
,	PONfbl	,
à	PRE	à
ajuer	VERinf	ajouer
mei	PROper	moi
reguarde	VERcjg	regarder
.	PONfrt	.

Seient	VERcjg	être
cunfundut	VERppe	confondre
e	CONcoo	et
redutent	VERcjg	redouter
ensembledement	ADVgen	ensemblément
,	PONfbl	,
chi	PROrel	qui
querent	VERcjg	quérir
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
,	PONfbl	,
que	CONsub	que
il	PROper	il
la	PROper	il
tolgent	VERcjg	tolir
.	PONfrt	.

Seient	VERcjg	être
tresturnet	VERppe	trestourner
ariere	ADVgen	arrière
,	PONfbl	,
e	CONcoo	et
redutent	VERcjg	redouter
chi	PROrel	qui
volent	VERcjg	voler
à	PRE	à
mei	PROper	moi
mals	NOMcom	mal
.	PONfrt	.

Portent	VERcjg	porter
ignelment	ADVgen	ignellement
lur	DETpos	leur
confusiun	NOMcom	confusion
,	PONfbl	,
chi	PROrel	qui
dient	VERcjg	dire
à	PRE	à
mei	PROper	moi
:	PONfbl	:
Aimenore	VERcjg	aimenorer
,	PONfbl	,
aimenore	VERcjg	amenorer
.	PONfrt	.

Esjoent	VERcjg	esjöer
e	CONcoo	et
esleecent	VERcjg	eslecer
sur	PRE	sur
tei	PROper	toi
tuit	DETind	tot
li	DETdef	le
querant	VERppa	querre
tei	PROper	toi
,	PONfbl	,
e	CONcoo	et
dient	VERcjg	dire
tutes	DETind	tous
ures	NOMcom	heure
:	PONfbl	:
Seit	VERcjg	être
magnifiet	VERppe	magnifier
li	DETdef	le
Sire	NOMcom	seignor
!	PONfrt	!

chi	PROrel	qui
aiment	VERcjg	aimer
tun	DETpos	ton
salvedur	NOMcom	sauveur
.	PONfrt	.

Mais	CONcoo	mais
je	PROper	je
sui	VERcjg	estre
mendis	ADJqua	mendi
e	CONcoo	et
povre	ADJqua	povre
;	PONfbl	;
li	DETdef	le
Sire	NOMcom	seignor
curius	ADJqua	curieux
est	VERcjg	estre
de	PRE	de
mei	PROper	moi
.	PONfrt	.

Li	DETdef	le
miens	ADJpos	mon
ajuere	NOMcom	ajuere
e	CONcoo	et
li	DETdef	le
miens	ADJpos	mon
defenderre	NOMcom	défendeur
tu	PROper	tu
ies	VERcjg	être
;	PONfbl	;
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
,	PONfbl	,
ne	ADVneg	ne
te	PROper	tu
targeras	VERcjg	targer
.	PONfrt	.

Beneurez	NOMpro	Benorré
chi	PROrel	qui
entent	VERcjg	entendre
sur	PRE	sur
besuignus	NOMcom	besogneux
e	CONcoo	et
povre	ADJqua	povre
;	PONfbl	;
en	PRE	en
mal	ADJqua	mal
jurn	NOMcom	jour
le	PROper	il
deliverrat	VERcjg	delivrer
li	DETdef	le
Sire	NOMcom	seignor
.	PONfrt	.

Li	DETdef	le
Sire	NOMcom	seignor
le	PROper	il
purguart	VERcjg	pourgarder
e	CONcoo	et
vivifit	VERcjg	vivier
lui	PROper	il
,	PONfbl	,
e	CONcoo	et
beneuré	VERppe	bienheurer
le	PROper	il
facet	VERcjg	faire
en	PRE	en
terre	NOMcom	terre
;	PONfbl	;
e	CONcoo	et
ne	ADVneg	ne
livret	VERcjg	livrer
lui	PROper	il
en	PRE	en
l'	DETdef	le
aneme	NOMcom	âme
de	PRE	de
ses	DETpos	son
enemis	NOMcom	ennemi
.	PONfrt	.

Nostre	DETpos	notre
Sire	NOMcom	seignor
ajude	VERcjg	aider
port	VERcjg	porter
à	PRE	à
lui	PROper	il
sur	PRE	sur
le	DETdef	le
lit	NOMcom	lit
de	PRE	de
sa	DETpos	son
dolur	NOMcom	douleur
;	PONfbl	;
tut	DETind	tout
sun	DETpos	son
lit	NOMcom	lit
tresturnas	VERcjg	trestourner
en	PRE	en
l'	DETdef	le
enfermeté	NOMcom	enfermeté
de	PRE	de
lui	PROper	il
.	PONfrt	.

Je	PROper	je
dis	VERcjg	dire
:	PONfbl	:
Sire	NOMcom	seignor
,	PONfbl	,
aies	VERcjg	avoir
merci	NOMcom	merci
de	PRE	de
mei	PROper	moi
;	PONfbl	;
saine	VERcjg	saignier
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
,	PONfbl	,
kar	CONcoo	car
je	PROper	je
pecchai	VERcjg	pécher
à	PRE	à
tei	PROper	toi
.	PONfrt	.

Li	DETdef	le
mien	ADJpos	mon
enemi	NOMcom	ennemi
distrent	VERcjg	dire
mals	NOMcom	mal
à	PRE	à
mei	PROper	moi
:	PONfbl	:
Quant	CONsub	quand
murratil	NOMcom	morratil
,	PONfbl	,
e	CONcoo	et
perirat	VERcjg	périr
le	DETdef	le
num	NOMcom	nom
de	PRE	de
lui	PROper	il
?	PONfrt	?

E	CONcoo	et
si	CONsub	si
il	PROper	il
entrot	VERcjg	entrer
pur	PRE	pour
ce	PROdem	ce
que	CONsub	que
il	PROper	il
veist	VERcjg	voir
,	PONfbl	,
vaines	ADJqua	vain
choses	NOMcom	chose
parlot	VERcjg	parler
,	PONfbl	,
li	DETdef	le
suens	ADJpos	son
cuers	NOMcom	cuer
assemblat	VERcjg	assembler
felunie	NOMcom	félonie
à	PRE	à
sei	PROper	soi
.	PONfrt	.

Isseit	VERcjg	issir
fors	ADVgen	fors
,	PONfbl	,
e	CONcoo	et
parlot	VERcjg	parler
en	PRE	en
ice	PROdem	ice
meesme	ADJind	même
.	PONfrt	.

Encuntre	PRE	encontre
mei	PROper	moi
grundillowent	VERcjg	gronder
tuit	DETind	tot
li	DETdef	le
mien	ADJpos	mon
enemi	NOMcom	ennemi
,	PONfbl	,
encuntre	PRE	encontre
mei	PROper	moi
pensowent	VERcjg	penser
mals	NOMcom	mal
à	PRE	à
mei	PROper	moi
.	PONfrt	.

Parole	NOMcom	parole
torcenuse	ADJqua	torcenus
establirent	VERcjg	établir
encuntre	PRE	encontre
mei	PROper	moi
:	PONfbl	:
Icil	PROdem	cil
chi	PROrel	qui
dort	VERcjg	dormir
,	PONfbl	,
dun	NOMcom	don
ne	CONcoo	ne
ajusteratil	VERcjg	ajusterater
que	PROrel	que
il	PROper	il
ressurdet	VERcjg	ressourdre
?	PONfrt	?

Kar	CONcoo	car
li	DETdef	le
huem	NOMcom	homme
de	PRE	de
la	DETdef	le
meie	ADJpos	mien
pais	NOMcom	paix
,	PONfbl	,
en	PRE	en
qui	PROrel	que
je	PROper	je
esperai	VERcjg	esperer
;	PONfbl	;
chi	PROrel	qui
manjot	VERcjg	mangier
mes	DETpos	mon
pains	NOMcom	pain
,	PONfbl	,
magnifiat	VERcjg	magnifier
sur	PRE	sur
mei	PROper	moi
supplantatiun	NOMcom	supplantation
.	PONfrt	.

Mais	CONcoo	mais
tu	PROper	tu
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
aies	VERcjg	avoir
merci	NOMcom	merci
de	PRE	de
mei	PROper	moi
,	PONfbl	,
e	CONcoo	et
resuscitemei	VERcjg	ressusciter
;	PONfbl	;
e	CONcoo	et
gueredu	NOMcom	guerdu
?	PONfrt	?

erai	VERcjg	être
à	PRE	à
els	PROper	eux
.	PONfrt	.

En	PRE	en
ice	PROdem	ice
cunui	VERcjg	connaître
que	PROrel	que
tu	PROper	tu
me	PROper	je
volsis	VERcjg	voloir
,	PONfbl	,
kar	CONcoo	car
ne	ADVneg	ne
s'	PROper	soi
esjorrat	VERcjg	éjourer
li	DETdef	le
miens	ADJpos	mon
enemis	NOMcom	ennemi
sur	PRE	sur
mei	PROper	moi
.	PONfrt	.

Mei	PROper	moi
acertes	ADVgen	acertes
pur	PRE	pour
nunnuisance	NOMcom	nonnaissance
receus	VERppe	recevoir
,	PONfbl	,
e	CONcoo	et
cunfermas	VERcjg	confermer
mei	PROper	moi
al	PRE.DETdef	à.le
tuen	ADJpos	ton
esguardement	NOMcom	égardement
en	PRE	en
parmanableté	NOMcom	permanableté
.	PONfrt	.

Beneeiz	VERppe	bénir
li	DETdef	le
Sire	NOMcom	seignor
Deus	NOMpro	Dieu
de	PRE	de
Israel	NOMpro	Israël
de	PRE	de
siecle	NOMcom	siècle
,	PONfbl	,
e	CONcoo	et
en	PRE	en
siecle	NOMcom	siècle
seit	VERcjg	être
fait	VERppe	faire
,	PONfbl	,
seit	VERcjg	être
fait	VERppe	faire
.	PONfrt	.

Enssement	ADVgen	ensement
cume	CONsub	comme
desirret	VERcjg	désirer
li	DETdef	le
cers	NOMcom	cerf
as	PRE.DETdef	à.le
fontaines	NOMcom	fontaine
des	PRE.DETdef	de.le
ewes	NOMcom	eau
,	PONfbl	,
eissi	ADVgen	ainsi
desirret	VERcjg	désirer
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
à	PRE	à
tei	PROper	toi
,	PONfbl	,
Deus	NOMpro	Dieu
.	PONfrt	.

Sezelat	VERcjg	seseller
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
à	PRE	à
Deu	NOMpro	Dieu
fontaine	NOMcom	fontaine
vive	ADJqua	vif
:	PONfbl	:
quant	CONsub	cant
vendraije	NOMcom	vendraie
e	CONcoo	et
aparistrai	VERcjg	apparoir
devant	PRE	devant
la	DETdef	le
face	NOMcom	face
Deu	NOMpro	Dieu
?	PONfrt	?

Furent	VERcjg	estre
à	PRE	à
mei	PROper	moi
mes	DETpos	mon
lermes	NOMcom	larme
pains	NOMcom	pain
par	PRE	par
jurn	NOMcom	jour
e	CONcoo	et
parnuit	NOMcom	parnuit
,	PONfbl	,
dementres	ADVgen	dementre
que	CONsub	que
est	VERcjg	estre
dit	VERppe	dire
à	PRE	à
mei	PROper	moi
chascun	DETind	chascun
jurn	NOMcom	jour
:	PONfbl	:
U	PROint	où
est	VERcjg	estre
li	DETdef	le
tuens	ADJpos	ton
Deus	NOMpro	Dieu
?	PONfrt	?

Icez	DETdem	cist
choses	NOMcom	chose
recordai	VERcjg	recorder
e	CONcoo	et
espandi	VERcjg	épandre
en	PRE	en
mei	PROper	moi
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
;	PONfbl	;
kar	CONcoo	car
je	PROper	je
trespasserai	VERcjg	trépasser
en	PRE	en
liu	NOMcom	lieu
de	PRE	de
tabernacle	NOMcom	tabernacle
merveilus	ADJqua	merveilleux
,	PONfbl	,
desque	PRE	desque
à	PRE	à
la	DETdef	le
maisun	NOMcom	maison
Deu	NOMpro	Dieu
.	PONfrt	.

En	PRE	en
voiz	NOMcom	voix
de	PRE	de
esleecement	NOMcom	esliesment
e	CONcoo	et
de	PRE	de
confessiun	NOMcom	confession
,	PONfbl	,
suens	PROpos	son
de	PRE	de
manjant	VERppa	manger
.	PONfrt	.

Purquei	ADVint	pourquoi
ies	VERcjg	être
triste	ADJqua	triste
,	PONfbl	,
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
?	PONfrt	?

e	CONcoo	et
purquei	ADVint	pourquoi
cunturbestu	VERcjg	conturbester
mei	PROper	moi
?	PONfrt	?

Espeire	VERcjg	esperer
en	PRE	en
Deu	NOMpro	Dieu
,	PONfbl	,
kar	CONcoo	car
uncore	ADVgen	encore
regehirai	VERcjg	rejehir
à	PRE	à
lui	PROper	il
,	PONfbl	,
le	DETdef	le
salvedur	NOMcom	sauveur
de	PRE	de
mun	DETpos	mon
vult	NOMcom	vout
e	CONcoo	et
li	DETdef	le
miens	ADJpos	mon
Deus	NOMcom	dieu
.	PONfrt	.

A	PRE	a
meimeesme	ADJind	même
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
est	VERcjg	estre
cunturbée	VERppe	conturber
:	PONfbl	:
pur	PRE	pour
ice	DETdem	ice
remembrerre	NOMcom	remembrëer
serai	VERcjg	estre
de	PRE	de
tei	PROper	toi
,	PONfbl	,
de	PRE	de
la	DETdef	le
terre	NOMcom	terre
de	PRE	de
Jordain	NOMpro	Jordain
,	PONfbl	,
e	CONcoo	et
Hermoniim	NOMpro	Hermonim
del	PRE.DETdef	de
petit	ADJqua	petit
mont	NOMcom	monde
.	PONfrt	.

Li	DETdef	le
abismes	NOMcom	abisme
l'	DETdef	le
abisme	NOMcom	abisme
apelet	VERcjg	appeler
,	PONfbl	,
en	PRE	en
la	DETdef	le
voiz	NOMcom	voix
de	PRE	de
tes	DETpos	ton
cravaces	NOMcom	cravace
.	PONfrt	.

Trestutes	DETind	trèstous
les	DETdef	le
tues	ADJpos	tien
halteces	NOMcom	hautesse
e	CONcoo	et
li	DETdef	le
tuen	ADJpos	ton
fluet	NOMcom	fluet
sur	PRE	sur
mei	PROper	moi
trespasserent	VERcjg	trespasser
.	PONfrt	.

El	PRE.DETdef	en
jurn	NOMcom	jour
mandat	VERcjg	mander
li	DETdef	le
Sire	NOMcom	seignor
la	DETdef	le
sue	ADJpos	sien
misericorde	NOMcom	miséricorde
,	PONfbl	,
e	CONcoo	et
en	PRE	en
la	DETdef	le
nuit	NOMcom	nuit
le	DETdef	le
cant	NOMcom	chant
de	PRE	de
lui	PROper	il
.	PONfrt	.

Envers	PRE	envers
mei	PROper	moi
oreisun	NOMcom	oraison
à	PRE	à
Deu	NOMpro	Dieu
de	PRE	de
la	DETdef	le
meie	ADJpos	mien
vie	NOMcom	vie
.	PONfrt	.

Dirrai	VERcjg	dire
à	PRE	à
Deu	NOMpro	Dieu
:	PONfbl	:
Li	DETdef	le
miens	PROpos	mon
receverre	VERinf	recevoir
tu	PROper	tu
ies	VERcjg	être
.	PONfrt	.

Purquei	ADVint	pourquoi
obliastu	VERcjg	oblïaster
mei	PROper	moi
?	PONfrt	?

e	CONcoo	et
purquei	ADVint	pourquoi
cuntristez	ADJqua	contristé
voisje	NOMcom	voisge
,	PONfbl	,
dementres	ADVgen	dementre
que	CONsub	que
mei	PROper	moi
aflit	VERcjg	afflire
li	DETdef	le
enemis	NOMcom	ennemi
?	PONfrt	?

Dementres	ADVgen	dementre
que	CONsub	que
sunt	VERcjg	être
fruisset	VERppe	froisser
li	DETdef	le
mien	ADJpos	mon
os	NOMcom	os
,	PONfbl	,
esproverent	VERcjg	esprover
à	PRE	à
mei	PROper	moi
chi	ADVgen	ci
travaillent	VERcjg	travaillier
mei	PROper	moi
,	PONfbl	,
li	DETdef	le
mien	ADJpos	mon
enemi	NOMcom	ennemi
.	PONfrt	.

Dementres	ADVgen	dementre
que	CONsub	que
il	PROper	il
dient	VERcjg	dire
à	PRE	à
mei	PROper	moi
par	PRE	par
sengles	ADJqua	sangle
jurz	NOMcom	jour
:	PONfbl	:
U	PROint	où
est	VERcjg	estre
li	DETdef	le
tuens	ADJpos	ton
Deus	NOMpro	Dieu
?	PONfrt	?

Purquei	ADVint	pourquoi
ies	VERcjg	être
triste	ADJqua	triste
,	PONfbl	,
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
?	PONfrt	?

e	CONcoo	et
purquei	ADVint	pourquoi
cunturbesmei	VERcjg	contourbismer
?	PONfrt	?

Espeire	VERcjg	esperer
en	PRE	en
Deu	NOMpro	Dieu
,	PONfbl	,
kar	CONcoo	car
uncore	ADVgen	encore
regehirai	VERcjg	rejehir
à	PRE	à
lui	PROper	il
,	PONfbl	,
le	DETdef	le
salvedur	NOMcom	sauveur
de	PRE	de
mun	DETpos	mon
vult	NOMcom	vout
e	CONcoo	et
li	DETdef	le
miens	ADJpos	mon
Deus	NOMcom	dieu
.	PONfrt	.

