Cy	ADVgen	ci
porc	NOMcom	porc
,	PONfbl	,
un	DETndf	un
porcel	NOMcom	porceau
,	PONfbl	,
un	DETndf	un
cuilart	NOMcom	cuilard
,	PONfbl	,
une	DETndf	un
brebis	NOMcom	brebis
,	PONfbl	,
un	DETndf	un
moton	NOMcom	moton
,	PONfbl	,
un	DETndf	un
aignel	NOMcom	agnel
,	PONfbl	,
un	DETndf	un
cog	NOMcom	cog
,	PONfbl	,
une	DETndf	un
gelline	NOMcom	geline
,	PONfbl	,
un	DETndf	un
oef	NOMcom	uef
,	PONfbl	,
un	DETndf	un
poucin	NOMcom	poucin
,	PONfbl	,
un	DETndf	un
gars	NOMcom	gard
,	PONfbl	,
une	DETndf	un
oue	NOMcom	oue
,	PONfbl	,
un	DETndf	un
canard	NOMcom	chanard
,	PONfbl	,
une	DETndf	un
cane	NOMcom	chane
,	PONfbl	,
une	DETndf	un
coulon	NOMcom	colombe
,	PONfbl	,
une	DETndf	un
pigon	NOMcom	pigeon
,	PONfbl	,
un	DETndf	un
ouaysel	NOMcom	ouaiseau
,	PONfbl	,
une	DETndf	un
beste	NOMcom	beste
,	PONfbl	,
un	DETndf	un
chien	NOMcom	chien
,	PONfbl	,
une	DETndf	un
biche	NOMcom	bisse
,	PONfbl	,
un	DETndf	un
lievr	NOMcom	lieur
,	PONfbl	,
une	DETndf	un
lievrer	NOMcom	lievrer
,	PONfbl	,
un	DETndf	un
rat	NOMcom	rat
,	PONfbl	,
un	DETndf	un
chat	NOMcom	chat
,	PONfbl	,
une	DETndf	un
souris	NOMcom	souri
,	PONfbl	,
un	DETndf	un
poil	NOMcom	poil
,	PONfbl	,
un	DETndf	un
puche	NOMcom	puche
,	PONfbl	,
une	DETndf	un
mouche	NOMcom	mouche
,	PONfbl	,
un	DETndf	un
crepoud	NOMcom	crepuit
,	PONfbl	,
un	DETndf	un
serpent	NOMcom	serpent
,	PONfbl	,
un	DETndf	un
lisard	NOMcom	lisart
,	PONfbl	,
un	DETndf	un
ver	NOMcom	verrat
.	PONfrt	.

Mon	DETpos	mon
chapron	NOMcom	chapron
,	PONfbl	,
ma	DETpos	mon
cornette	NOMcom	cornette
,	PONfbl	,
ma	DETpos	mon
robe	NOMcom	robe
,	PONfbl	,
mes	DETpos	mon
draps	NOMcom	drap
,	PONfbl	,
ma	DETpos	mon
chemise	NOMcom	chemise
,	PONfbl	,
ma	DETpos	mon
manche	NOMcom	manche
,	PONfbl	,
mon	DETpos	mon
chapel	NOMcom	chapel
,	PONfbl	,
ma	DETpos	mon
barrette	NOMcom	barrette
,	PONfbl	,
mon	DETpos	mon
gardcorps	NOMcom	gardorp
,	PONfbl	,
mon	DETpos	mon
purpoint	NOMcom	pourpoint
,	PONfbl	,
ma	DETpos	mon
hopelande	NOMcom	hopelande
,	PONfbl	,
mon	DETpos	mon
mantel	NOMcom	mantel
,	PONfbl	,
mon	DETpos	mon
boton	NOMcom	boton
,	PONfbl	,
mes	DETpos	mon
braies	NOMcom	braie
,	PONfbl	,
ma	DETpos	mon
chause	NOMcom	chause
,	PONfbl	,
mes	DETpos	mon
soulers	NOMcom	soulier
,	PONfbl	,
mes	DETpos	mon
gans	NOMcom	gant
,	PONfbl	,
mes	DETpos	mon
polaines	NOMcom	polaine
,	PONfbl	,
mes	DETpos	mon
hosiale	NOMcom	hosiale
,	PONfbl	,
mes	DETpos	mon
esperons	NOMcom	esperon
,	PONfbl	,
ma	DETpos	mon
semelle	NOMcom	samelle
,	PONfbl	,
ma	DETpos	mon
sainture	NOMcom	ceinture
,	PONfbl	,
mon	DETpos	mon
espee	NOMcom	espee
,	PONfbl	,
ma	DETpos	mon
lance	NOMcom	lance
,	PONfbl	,
mon	DETpos	mon
arc	NOMcom	arc
,	PONfbl	,
ma	DETpos	mon
fleche	NOMcom	flache
,	PONfbl	,
ma	DETpos	mon
sette	NOMcom	sette
,	PONfbl	,
mon	DETpos	mon
baslard	NOMcom	baslard
,	PONfbl	,
mon	DETpos	mon
lit	NOMcom	lit
,	PONfbl	,
mes	DETpos	mon
lincialz	NOMcom	linceau
,	PONfbl	,
ma	DETpos	mon
maison	NOMcom	maison
,	PONfbl	,
ma	DETpos	mon
chambre	NOMcom	chambre
.	PONfrt	.

Mon	DETpos	mon
chief	NOMcom	chief
,	PONfbl	,
ma	DETpos	mon
teste	NOMcom	teste
,	PONfbl	,
ma	DETpos	mon
greve	NOMcom	greve
,	PONfbl	,
mes	DETpos	mon
chevelz	NOMcom	cheveu
,	PONfbl	,
mon	DETpos	mon
hanapel	NOMcom	hanapeau
,	PONfbl	,
mon	DETpos	mon
cervil	NOMcom	cervil
,	PONfbl	,
ma	DETpos	mon
cervelle	NOMcom	cervelle
,	PONfbl	,
mon	DETpos	mon
haterel	NOMcom	haterel
,	PONfbl	,
mes	DETpos	mon
temples	NOMcom	temple
,	PONfbl	,
mon	DETpos	mon
front	NOMcom	front
,	PONfbl	,
mes	DETpos	mon
surcilz	NOMcom	sourcil
,	PONfbl	,
mes	DETpos	mon
yeux	NOMcom	oeil
,	PONfbl	,
mes	DETpos	mon
cilz	NOMcom	cil
,	PONfbl	,
la	DETdef	le
chasie	NOMcom	chasie
,	PONfbl	,
ma	DETpos	mon
prunelle	NOMcom	prunelle
,	PONfbl	,
mes	DETpos	mon
palpebres	NOMcom	paupèbre
,	PONfbl	,
mon	DETpos	mon
regart	NOMcom	regart
,	PONfbl	,
ma	DETpos	mon
veue	NOMcom	vue
,	PONfbl	,
mon	DETpos	mon
morvat	NOMcom	morval
,	PONfbl	,
mon	DETpos	mon
nese	NOMcom	nesse
,	PONfbl	,
mes	DETpos	mon
levres	NOMcom	levre
,	PONfbl	,
mon	DETpos	mon
palet	NOMcom	palait
,	PONfbl	,
ma	DETpos	mon
lengue	NOMcom	langue
,	PONfbl	,
mes	DETpos	mon
dens	NOMcom	dent
,	PONfbl	,
mes	DETpos	mon
maxiliers	NOMcom	malilier
,	PONfbl	,
mon	DETpos	mon
menton	NOMcom	menton
,	PONfbl	,
ma	DETpos	mon
barbe	NOMcom	barbe
,	PONfbl	,
mon	DETpos	mon
coul	NOMcom	cueil
,	PONfbl	,
mes	DETpos	mon
nerfs	NOMcom	nerf
,	PONfbl	,
ma	DETpos	mon
gorge	NOMcom	gorge
,	PONfbl	,
mes	DETpos	mon
gencives	NOMcom	gencive
,	PONfbl	,
ma	DETpos	mon
gargatte	NOMcom	gargate
,	PONfbl	,
mon	DETpos	mon
cuer	NOMcom	cuer
,	PONfbl	,
mon	DETpos	mon
poulmon	NOMcom	poumon
,	PONfbl	,
ma	DETpos	mon
faie	NOMcom	faie
,	PONfbl	,
mon	DETpos	mon
feel	NOMcom	féal
,	PONfbl	,
ma	DETpos	mon
ratte	NOMcom	rate
,	PONfbl	,
mes	DETpos	mon
boialz	NOMcom	boiau
,	PONfbl	,
mon	DETpos	mon
alaine	NOMcom	aleine
,	PONfbl	,
mon	DETpos	mon
parler	VERinf	parler
,	PONfbl	,
ma	DETpos	mon
poetrine	NOMcom	poutrine
,	PONfbl	,
mes	DETpos	mon
mamilles	NOMcom	mamille
,	PONfbl	,
mon	DETpos	mon
ventre	NOMcom	ventre
,	PONfbl	,
mon	DETpos	mon
nombril	NOMcom	nombril
,	PONfbl	,
mon	DETpos	mon
penil	NOMcom	penil
,	PONfbl	,
mon	DETpos	mon
vit	NOMcom	vit
,	PONfbl	,
mes	DETpos	mon
coillons	NOMcom	couillon
,	PONfbl	,
ma	DETpos	mon
conne	NOMcom	conne
,	PONfbl	,
mes	DETpos	mon
cuisses	NOMcom	cuisse
,	PONfbl	,
mes	DETpos	mon
genous	NOMcom	genou
,	PONfbl	,
ma	DETpos	mon
jambe	NOMcom	jambe
,	PONfbl	,
mon	DETpos	mon
mouel	NOMcom	mouil
,	PONfbl	,
ma	DETpos	mon
chevil	NOMcom	chevil
,	PONfbl	,
ma	DETpos	mon
souris	NOMcom	souri
,	PONfbl	,
mon	DETpos	mon
pié	NOMcom	pié
,	PONfbl	,
mon	DETpos	mon
ortoille	NOMcom	orteille
,	PONfbl	,
mon	DETpos	mon
ongle	NOMcom	ongle
,	PONfbl	,
ma	DETpos	mon
plante	NOMcom	plante
,	PONfbl	,
mon	DETpos	mon
talon	NOMcom	talon
,	PONfbl	,
mon	DETpos	mon
cul	NOMcom	cul
,	PONfbl	,
mes	DETpos	mon
fesses	NOMcom	fesse
,	PONfbl	,
mon	DETpos	mon
dors	NOMcom	deur
,	PONfbl	,
ma	DETpos	mon
eschine	NOMcom	eschine
,	PONfbl	,
mon	DETpos	mon
cote	NOMcom	cote
,	PONfbl	,
ma	DETpos	mon
cotee	NOMcom	cote
,	PONfbl	,
mon	DETpos	mon
espaule	NOMcom	espaule
,	PONfbl	,
mon	DETpos	mon
blesson	NOMcom	blaisson
,	PONfbl	,
mon	DETpos	mon
bras	NOMcom	bras
,	PONfbl	,
ma	DETpos	mon
coude	NOMcom	coude
,	PONfbl	,
ma	DETpos	mon
main	NOMcom	main
,	PONfbl	,
mon	DETpos	mon
poing	NOMcom	poing
,	PONfbl	,
ma	DETpos	mon
poignee	NOMcom	poignee
,	PONfbl	,
ma	DETpos	mon
jalaine	NOMcom	jalaine
,	PONfbl	,
mon	DETpos	mon
pouce	NOMcom	pouce
,	PONfbl	,
mon	DETpos	mon
nelle	NOMcom	nelle
,	PONfbl	,
mon	DETpos	mon
doit	NOMcom	doit
.	PONfrt	.

Le	DETdef	le
chemin	NOMcom	chemin
,	PONfbl	,
la	DETdef	le
rue	NOMcom	rue
,	PONfbl	,
la	DETdef	le
pais	NOMcom	paix
,	PONfbl	,
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
le	DETdef	le
champe	NOMcom	champe
,	PONfbl	,
le	DETdef	le
bois	NOMcom	bois
,	PONfbl	,
le	DETdef	le
pres	NOMcom	pre
,	PONfbl	,
la	DETdef	le
arbre	NOMcom	arbre
,	PONfbl	,
la	DETdef	le
herbe	NOMcom	erbe
,	PONfbl	,
le	DETdef	le
blé	NOMcom	blé
,	PONfbl	,
le	DETdef	le
feing	NOMcom	feing
,	PONfbl	,
le	DETdef	le
jonc	NOMcom	jonc
,	PONfbl	,
la	DETdef	le
foerre	NOMcom	fëure
;	PONfbl	;
le	DETdef	le
feu	NOMcom	feu
,	PONfbl	,
la	DETdef	le
yaue	NOMcom	eau
,	PONfbl	,
le	DETdef	le
tison	NOMcom	tison
,	PONfbl	,
la	DETdef	le
tincelle	NOMcom	tincelle
,	PONfbl	,
la	DETdef	le
mere	NOMcom	mere
,	PONfbl	,
la	DETdef	le
terre	NOMcom	terre
,	PONfbl	,
le	DETdef	le
aier	NOMcom	aidier
,	PONfbl	,
le	DETdef	le
vent	NOMcom	vent
,	PONfbl	,
les	DETdef	le
nues	NOMcom	nüe
,	PONfbl	,
le	DETdef	le
fouldre	NOMcom	foudre
,	PONfbl	,
la	DETdef	le
tonerre	NOMcom	tonëor
,	PONfbl	,
la	DETdef	le
lune	NOMcom	lune
,	PONfbl	,
le	DETdef	le
soulail	NOMcom	solail
,	PONfbl	,
les	DETdef	le
estoilles	NOMcom	estoile
;	PONfbl	;
Dieux	NOMpro	Dieu
,	PONfbl	,
le	DETdef	le
diable	NOMcom	diable
,	PONfbl	,
paradis	NOMcom	paradis
,	PONfbl	,
enferre	NOMcom	enfère
,	PONfbl	,
joie	NOMcom	joie
,	PONfbl	,
paine	NOMcom	peine
.	PONfrt	.

Fourment	NOMcom	fourment
,	PONfbl	,
segle	NOMcom	segle
,	PONfbl	,
orge	NOMcom	orge
,	PONfbl	,
avoine	NOMcom	aveine
,	PONfbl	,
feves	NOMcom	fève
,	PONfbl	,
pois	NOMcom	pois
,	PONfbl	,
fruit	NOMcom	fruit
,	PONfbl	,
pome	NOMcom	pome
,	PONfbl	,
poire	NOMcom	poire
,	PONfbl	,
nois	NOMcom	noif
,	PONfbl	,
pain	NOMcom	pain
,	PONfbl	,
vin	NOMcom	vin
,	PONfbl	,
servoise	NOMcom	servoise
,	PONfbl	,
let	NOMcom	lait
,	PONfbl	,
megue	NOMcom	maigue
,	PONfbl	,
beure	NOMcom	bure
,	PONfbl	,
char	NOMcom	char
,	PONfbl	,
poisson	NOMcom	poisson
,	PONfbl	,
or	ADVgen	or
,	PONfbl	,
argent	NOMcom	argent
,	PONfbl	,
plom	NOMcom	plom
,	PONfbl	,
estaing	NOMcom	esteing
,	PONfbl	,
fer	NOMcom	fer
,	PONfbl	,
acier	NOMcom	acier
,	PONfbl	,
cuivre	NOMcom	cuivre
,	PONfbl	,
araine	NOMcom	arène
,	PONfbl	,
laton	NOMcom	laton
.	PONfrt	.

Bon	ADJqua	bon
,	PONfbl	,
mal	ADJqua	mal
;	PONfbl	;
grand	ADJqua	grand
,	PONfbl	,
petit	ADJqua	petit
;	PONfbl	;
hault	ADJqua	haut
,	PONfbl	,
bas	ADJqua	bas
;	PONfbl	;
sain	ADJqua	sain
,	PONfbl	,
malade	ADJqua	malade
;	PONfbl	;
cler	ADJqua	clair
,	PONfbl	,
orbe	NOMcom	orbe
,	PONfbl	,
barboillé	VERppe	barboillier
;	PONfbl	;
bel	ADJqua	bel
,	PONfbl	,
lait	ADJqua	lait
;	PONfbl	;
long	ADJqua	long
,	PONfbl	,
court	ADJqua	court
;	PONfbl	;
navré	VERppe	navrer
,	PONfbl	,
guelri	VERppe	guerrir
;	PONfbl	;
riche	ADJqua	riche
,	PONfbl	,
povre	ADJqua	povre
;	PONfbl	;
plain	ADJqua	plein
,	PONfbl	,
vuyde	ADJqua	vui
;	PONfbl	;
cras	ADJqua	cras
,	PONfbl	,
meger	ADJqua	mégier
;	PONfbl	;
fres	ADJqua	frois
,	PONfbl	,
salé	VERppe	saler
;	PONfbl	;
doulx	ADJqua	deux
,	PONfbl	,
amer	ADJqua	amer
;	PONfbl	;
egre	ADJqua	aigre
,	PONfbl	,
atrampé	VERppe	attramper
;	PONfbl	;
blanc	ADJqua	blanc
,	PONfbl	,
noir	ADJqua	noir
,	PONfbl	,
rouge	ADJqua	rouge
,	PONfbl	,
pers	ADJqua	pers
,	PONfbl	,
vert	ADJqua	vert
,	PONfbl	,
gris	ADJqua	gris
,	PONfbl	,
vermail	ADJqua	vermeil
,	PONfbl	,
brun	ADJqua	brun
;	PONfbl	;
chaut	ADJqua	chaut
,	PONfbl	,
froit	ADJqua	froit
;	PONfbl	;
moillé	VERppe	moiller
,	PONfbl	,
sec	ADJqua	sec
;	PONfbl	;
hardi	ADJqua	hardi
,	PONfbl	,
couart	ADJqua	couard
;	PONfbl	;
couroucé	VERppe	courroucer
,	PONfbl	,
lee	ADJqua	lé
;	PONfbl	;
chier	ADJqua	chier
,	PONfbl	,
a	PRE	a
bon	ADJqua	bon
marché	NOMcom	marché
;	PONfbl	;
saige	ADJqua	sage
,	PONfbl	,
sot	ADJqua	sot
.	PONfrt	.

Je	PROper	je
,	PONfbl	,
tu	PROper	tu
,	PONfbl	,
cil	PROdem	cel
;	PONfbl	;
nous	PROper	nous
,	PONfbl	,
vous	PROper	vous
,	PONfbl	,
ceux	PROdem	celui
;	PONfbl	;
moy	PROper	moi
,	PONfbl	,
toy	PROper	tu
,	PONfbl	,
soy	PROper	soi
;	PONfbl	;
me	PROper	je
,	PONfbl	,
te	PROper	tu
,	PONfbl	,
se	CONsub	se
;	PONfbl	;
cil	PROdem	cel
,	PONfbl	,
ceulx	PROdem	celui
ou	CONcoo	o
cilz	NOMcom	cil
;	PONfbl	;
celle	PROdem	celui
,	PONfbl	,
celles	PROdem	celui
;	PONfbl	;
il	PROper	il
,	PONfbl	,
ils	PROper	il
ou	CONcoo	o
eulx	PROper	eux
;	PONfbl	;
elle	PROper	elle
,	PONfbl	,
elles	PROper	elle
;	PONfbl	;
ce	PROdem	ce
ou	CONcoo	o
cest	PROdem	cist
,	PONfbl	,
ces	PROdem	ce
,	PONfbl	,
ceste	PROdem	cest
ou	CONcoo	o
cestes	PROdem	cest
;	PONfbl	;
la	ADVgen	là
,	PONfbl	,
le	DETdef	le
,	PONfbl	,
les	DETdef	le
;	PONfbl	;
mon	DETpos	mon
,	PONfbl	,
ma	DETpos	mon
,	PONfbl	,
mes	DETpos	mon
;	PONfbl	;
ton	DETpos	ton
,	PONfbl	,
ta	DETpos	ton
,	PONfbl	,
tes	DETpos	ton
;	PONfbl	;
son	DETpos	son
,	PONfbl	,
sa	DETpos	son
,	PONfbl	,
ses	DETpos	son
;	PONfbl	;
nostre	PROpos	nostre
,	PONfbl	,
nous	PROper	nous
,	PONfbl	,
vostre	PROpos	vostre
,	PONfbl	,
vous	PROper	vous
,	PONfbl	,
leur	DETpos	leur
mesmes	ADJind	même
;	PONfbl	;
mien	ADJpos	mon
,	PONfbl	,
miens	PROpos	mon
,	PONfbl	,
mienne	PROpos	mien
,	PONfbl	,
miennes	PROpos	mon
;	PONfbl	;
tien	PROpos	tien
,	PONfbl	,
tiens	PROpos	tien
,	PONfbl	,
tienne	VERcjg	tenir
,	PONfbl	,
tiennes	VERcjg	tenir
;	PONfbl	;
sien	PROpos	sien
,	PONfbl	,
siens	PROpos	sien
,	PONfbl	,
sienne	PROpos	sien
,	PONfbl	,
siennes	PROpos	sien
.	PONfrt	.

Sus	ADVgen	sus
,	PONfbl	,
jus	ADVgen	jus
;	PONfbl	;
avant	ADVgen	avant
,	PONfbl	,
arriere	ADVgen	ariere
;	PONfbl	;
en	PRE	en
costé	NOMcom	costé
,	PONfbl	,
au	PRE.DETdef	a
bort	NOMcom	bort
;	PONfbl	;
en	PRE	en
hault	ADJqua	haut
,	PONfbl	,
en	PRE	en
bas	NOMcom	bas
;	PONfbl	;
ciens	ADVgen	cien
,	PONfbl	,
liens	ADVgen	liien
;	PONfbl	;
dedens	ADVgen	dedans
,	PONfbl	,
dehors	ADVgen	defors
;	PONfbl	;
deça	ADVgen	deça
,	PONfbl	,
de	PRE	de
illeques	ADVgen	illuec
,	PONfbl	,
de	PRE	de
la	ADVgen	là
;	PONfbl	;
loing	ADVgen	loing
,	PONfbl	,
pres	ADVgen	près
;	PONfbl	;
ycy	ADVgen	ici
,	PONfbl	,
illeques	ADVgen	illuec
;	PONfbl	;
la	ADVgen	là
,	PONfbl	,
ça	ADVgen	ça
;	PONfbl	;
par	PRE	par
ça	ADVgen	ça
,	PONfbl	,
par	PRE	par
la	ADVgen	là
,	PONfbl	,
par	PRE	par
cy	ADVgen	ci
;	PONfbl	;
sus	ADVgen	sus
,	PONfbl	,
soubz	ADJqua	seut
;	PONfbl	;
desus	ADVgen	desus
,	PONfbl	,
desoubz	CONsub	dessous
;	PONfbl	;
par	PRE	par
desus	ADVgen	desus
,	PONfbl	,
par	PRE	par
desoubz	NOMcom	dessous
;	PONfbl	;
oultre	ADVgen	outre
,	PONfbl	,
parmy	ADVgen	parmi
;	PONfbl	;
jusques	PRE	jusque
,	PONfbl	,
auques	ADVgen	auques
;	PONfbl	;
autour	ADVgen	autour
,	PONfbl	,
tout	PROind	tout
environ	ADVgen	environ
,	PONfbl	,
aileurs	ADVgen	ailleurs
;	PONfbl	;
anuyt	ADVgen	anuit
,	PONfbl	,
huy	ADVgen	hui
,	PONfbl	,
maintenant	ADVgen	maintenant
,	PONfbl	,
naguieres	NOMcom	naguyer
,	PONfbl	,
pieça	ADVgen	piéça
,	PONfbl	,
ier	ADVgen	ier
,	PONfbl	,
demain	ADVgen	demain
,	PONfbl	,
mesouen	NOMcom	mésouvent
,	PONfbl	,
d'	PRE	de
ores	ADVgen	or
en	PRE	en
avant	ADVgen	avant
;	PONfbl	;
formient	ADVgen	formient
,	PONfbl	,
belcoupe	ADVgen	belcoupe
,	PONfbl	,
defois	ADVgen	defois
,	PONfbl	,
onques	ADVgen	onque
mais	ADVgen	mais
,	PONfbl	,
ja	ADVgen	ja
,	PONfbl	,
ja	ADVgen	ja
mais	ADVgen	mais
,	PONfbl	,
tourjours	ADVgen	tourjours
,	PONfbl	,
a	PRE	a
tousjours	ADVgen	toujours
mais	ADVgen	mais
,	PONfbl	,
une	DETcar	un
fois	NOMcom	fois
,	PONfbl	,
deulx	DETcar	deux
,	PONfbl	,
trois	DETcar	trois
fois	NOMcom	fois
,	PONfbl	,
ne	ADVneg	ne
,	PONfbl	,
nemy	ADVneg	nemi
,	PONfbl	,
non	ADVneg	non
,	PONfbl	,
ouy	ADVgen	oui
,	PONfbl	,
voire	ADVgen	voir
,	PONfbl	,
donques	ADVgen	donc
,	PONfbl	,
denaprés	ADVgen	dénaprès
,	PONfbl	,
coment	ADVint	comment
,	PONfbl	,
combien	ADVsub	combien
,	PONfbl	,
purquoy	ADVint	pourquoi
;	PONfbl	;
apertement	ADVgen	apartement
,	PONfbl	,
bellement	ADVgen	bellement
,	PONfbl	,
saigement	ADVgen	sagement
,	PONfbl	,
sotement	ADVgen	sotement
,	PONfbl	,
bonnement	ADVgen	bonnement
,	PONfbl	,
mauveisement	ADVgen	mauvaisement
et	CONcoo	et
ainsi	ADVgen	ainsi
des	PRE.DETdef	de.le
aultres	PROind	autre
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
Dieu	NOMpro	Dieu
vous	PROper	vous
doint	VERcjg	doner
bon	ADJqua	bon
jour	NOMcom	jour
.	PONfrt	.

Dieu	NOMpro	Dieu
vous	PROper	vous
doint	VERcjg	doner
bon	ADJqua	bon
jour	NOMcom	jour
et	CONcoo	et
bon	ADJqua	bon
estraine	NOMcom	estreine
.	PONfrt	.

Ou	CONcoo	o
:	PONfbl	:
...	PONfrt	.
bon	ADJqua	bon
santé	NOMcom	santé
.	PONfrt	.

Ou	CONcoo	o
:	PONfbl	:
...	PONfrt	.
bon	ADJqua	bon
joie	NOMcom	joie
.	PONfrt	.

Dame	NOMcom	dame
,	PONfbl	,
Dieu	NOMpro	Dieu
vous	PROper	vous
doint	VERcjg	doner
bonnez	ADJqua	bonne
vespres	NOMcom	vespre
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
vous	PROper	vous
soiez	VERcjg	estre
le	DETdef	le
bien	ADVgen	bien
venu	VERppe	venir
.	PONfrt	.

Dieu	NOMpro	Dieu
vous	PROper	vous
avant	ADVgen	avant
,	PONfbl	,
bon	ADJqua	bon
amy	NOMcom	ami
.	PONfrt	.

Dieu	NOMpro	Dieu
vous	PROper	vous
garde	VERcjg	garder
de	PRE	de
mal	NOMcom	mal
,	PONfbl	,
m'	DETpos	mon
amye	NOMcom	ami
.	PONfrt	.

Quelle	DETint	quel
heure	NOMcom	heure
est	VERcjg	estre
il	PROimp	il
de	PRE	de
jour	NOMcom	jour
?	PONfrt	?

Prime	NOMcom	prime
.	PONfrt	.

Ou	CONcoo	o
:	PONfbl	:
Tres	ADVgen	très
.	PONfrt	.

Ou	CONcoo	o
:	PONfbl	:
Middy	NOMcom	midi
.	PONfrt	.

Ou	CONcoo	o
:	PONfbl	:
Noune	PROcar	neun
.	PONfrt	.

Quantez	DETint	quant
heures	NOMcom	heure
est	VERcjg	estre
il	PROimp	il
?	PONfrt	?

Entre	PRE	entre
six	PROcar	six
et	CONcoo	et
sept	PROcar	sept
.	PONfrt	.

Combien	ADVint	combien
decy	ADVgen	deci
a	PRE	a
Paris	NOMpro	Paris
?	PONfrt	?

Douse	DETcar	deux
liaues	NOMcom	lieue
ou	CONcoo	o
auques	ADVgen	auques
.	PONfrt	.

A	VERcjg	avoir
il	PROimp	il
bel	ADJqua	bel
chemyn	NOMcom	chemin
?	PONfrt	?

Si	ADVgen	si
Dieu	NOMpro	Dieu
m'	PROper	je
aid	VERcjg	avoir
,	PONfbl	,
entre	PRE	entre
deux	PROcar	deux
.	PONfrt	.

Le	DETdef	le
chemyn	NOMcom	chemin
est	VERcjg	estre
il	PROper	il
droit	ADJqua	droit
?	PONfrt	?

Si	ADVgen	si
Dieu	NOMpro	Dieu
m'	PROper	je
aid	VERcjg	avoir
,	PONfbl	,
deux	ADJqua	deux
sire	NOMcom	seignor
,	PONfbl	,
nemy	ADVneg	nemi
,	PONfbl	,
est	VERcjg	estre
il	PROper	il
bien	ADVgen	bien
tort	NOMcom	tort
.	PONfrt	.

Et	CONcoo	et
ditez	VERcjg	dire
,	PONfbl	,
quantez	DETint	quant
liaues	NOMcom	lieue
a	VERcjg	avoir
il	PROimp	il
decy	ADVgen	deci
la	ADVgen	là
?	PONfrt	?

Je	PROper	je
vous	PROper	vous
di	VERcjg	dire
douse	PROcar	deux
ou	CONcoo	o
entour	ADVgen	entour
.	PONfrt	.

Est	VERcjg	estre
il	PROper	il
assés	ADVgen	assez
seur	PRE	sur
de	PRE	de
larons	NOMcom	laron
?	PONfrt	?

Si	ADVgen	si
m'	PROper	je
aid	VERcjg	avoir
Dieux	NOMpro	Dieu
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
nemy	ADVneg	nemi
.	PONfrt	.

Il	PROimp	il
y	PROadv	y
eut	VERcjg	avoir
des	DETndf	un
gens	NOMcom	gens
robbés	VERppe	rober
maintenant	ADVgen	maintenant
.	PONfrt	.

Voire	ADVgen	voir
?	PONfrt	?

Voire	ADVgen	voir
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
vrayement	ADVgen	vraiment
.	PONfrt	.

Ditez	VERcjg	dire
moy	PROper	moi
le	DETdef	le
nom	NOMcom	nom
de	PRE	de
ceste	DETdem	cest
ville	NOMcom	ville
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
cest	DETdem	cest
vile	NOMcom	vile
est	VERcjg	estre
appellé	VERppe	appeler
Windessore	NOMpro	Windsore
.	PONfrt	.

Et	CONcoo	et
qui	PROint	que
est	VERcjg	estre
seigneur	NOMcom	seigneur
d'	PRE	de
icelle	PROdem	cil
?	PONfrt	?

Ditez	VERcjg	dire
,	PONfbl	,
ou	CONcoo	o
demoure	VERcjg	demeurer
il	PROper	il
maintenant	ADVgen	maintenant
?	PONfrt	?

Et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
,	PONfbl	,
ou	CONcoo	o
demoure	VERcjg	demeurer
elle	PROper	elle
?	PONfrt	?

Ditez	VERcjg	dire
,	PONfbl	,
sa	DETpos	son
fille	NOMcom	fille
est	VERcjg	estre
elle	PROper	elle
mariee	VERppe	marïer
?	PONfrt	?

Nanyl	NOMpro	Nanil
sire	NOMcom	seignor
,	PONfbl	,
par	PRE	par
Dé	NOMpro	dieu
.	PONfrt	.

Ditez	VERcjg	dire
moy	PROper	moi
,	PONfbl	,
avons	VERcjg	avoir
nous	PROper	nous
assés	ADVgen	assez
du	PRE.DETdef	de.le
jour	NOMcom	jour
jusques	PRE	jusque
la	ADVgen	là
?	PONfrt	?

Sire	NOMcom	seignor
,	PONfbl	,
il	PROimp	il
vous	PROper	vous
fault	VERcjg	falir
cheminer	VERinf	cheminer
”	PONpdr	”
“	PONpga	“
ou	CONcoo	o
:	PONfbl	:
chevaucher	VERinf	chevaucher
”	PONpdr	”
“	PONpga	“
fort	ADJqua	fort
.	PONfrt	.

Le	DETdef	le
chemyn	NOMcom	chemin
est	VERcjg	estre
il	PROper	il
assés	ADVgen	assez
seur	ADJqua	sûr
?	PONfrt	?

Voir	ADVgen	voir
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
vous	PROper	vous
pouez	VERcjg	pouvoir
passer	VERinf	passer
assés	ADVgen	assez
bien	ADVgen	bien
.	PONfrt	.

A	VERcjg	avoir
il	PROimp	il
point	ADVgen	point
de	PRE	de
peril	NOMcom	peril
des	PRE.DETdef	de.le
larons	NOMcom	laron
?	PONfrt	?

Certez	ADVgen	certes
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
nous	PROper	nous
