entre	PRE	entre
vencui	VERcjg	vaincre
;	PONfbl	;
les	DETdef	le
pels	NOMcom	peau
,	PONfbl	,
la	DETdef	le
teste	NOMcom	teste
lui	PROper	il
toli	VERcjg	tolir
;	PONfbl	;
par	PRE	par
proeise	NOMcom	prouesse
,	PONfbl	,
par	PRE	par
hardement	NOMcom	hardement
le	PROper	il
conquist	VERcjg	conquerre
issi	ADVgen	issi
faitement	ADVgen	faitement
.	PONfrt	.

A	PRE	a
la	DETdef	le
matire	NOMcom	matiere
n'	ADVneg	ne
afirt	VERcjg	afirir
mie	ADVneg	mie
,	PONfbl	,
nequedent	ADVgen	nequedent
boen	ADJqua	bon
est	VERcjg	estre
quel	PROrel.PROper	que.le
vos	PROper	vos
die	VERcjg	dire
,	PONfbl	,
que	CONsub	que
niz	NOMcom	niz
a	PRE	a
cestui	PROdem	cest
cist	PROdem	cest
esteit	VERcjg	être
ki	PROrel	qui
la	DETdef	le
barbe	NOMcom	barbe
aveir	VERinf	avoir
voleit	VERcjg	vouloir
del	PRE.DETdef	de
rei	NOMcom	roi
e	CONcoo	et
de	PRE	de
l'	DETdef	le
empereür	NOMcom	empereur
cui	PROrel	que
Tristran	NOMpro	Tristan
servi	VERcjg	servir
a	PRE	a
icel	DETdem	cil
jor	NOMcom	jor
quant	CONsub	cant
il	PROper	il
esteit	VERcjg	être
en	PRE	en
Espaigne	NOMpro	Espagne
,	PONfbl	,
ainz	ADVgen	ainz
qu'	CONsub	que
il	PROper	il
repairast	VERcjg	repairer
en	PRE	en
Bretaigne	NOMpro	Bretaingne
.	PONfrt	.

Il	PROper	il
vint	VERcjg	venir
la	DETdef	le
barbe	NOMcom	barbe
demander	VERinf	demander
,	PONfbl	,
mais	CONcoo	mais
ne	ADVneg	ne
la	PROper	il
volt	VERcjg	vouloir
a	PRE	a
lui	PROper	il
doner	VERinf	doner
,	PONfbl	,
ne	CONcoo	ne
troveir	VERinf	trouver
ne	ADVneg	ne
pot	VERcjg	pöoir
el	PRE.DETdef	en
païs	NOMcom	päis
de	PRE	de
ses	DETpos	son
parenz	NOMcom	parent
,	PONfbl	,
de	PRE	de
ses	DETpos	son
amis	NOMcom	ami
ki	PROrel	qui
la	DETdef	le
barbe	NOMcom	barbe
dunc	ADVgen	donc
defendist	VERcjg	défendre
ne	CONcoo	ne
contre	PRE	contre
lui	PROper	il
se	PROper	soi
combatist	VERcjg	combattre
.	PONfrt	.

Li	DETdef	le
reis	NOMcom	roi
em	PROadv	en
fu	VERcjg	estre
forment	ADVgen	fortement
dolenz	ADJqua	dolent
,	PONfbl	,
si	ADVgen	si
se	PROper	soi
plainst	VERcjg	plaindre
oianz	VERppa	ouïr
ses	DETpos	son
genz	NOMcom	gent
;	PONfbl	;
e	CONcoo	et
Tristran	NOMpro	Tristan
l'	PROper	il
emprist	VERcjg	emprendre
pur	PRE	pour
s'	DETpos	son
amur	NOMcom	amour
,	PONfbl	,
si	ADVgen	si
lui	PROper	il
rendi	VERcjg	rendre
molt	ADVgen	moult
dur	ADJqua	dur
estur	NOMcom	estour
e	CONcoo	et
bataille	NOMcom	bataille
molt	ADVgen	moult
anguissuse	ADJqua	angoisseux
.	PONfrt	.

Vers	PRE	vers
amduis	NOMcom	amduit
fu	VERcjg	estre
deleruse	ADJqua	déloureux
;	PONfbl	;
Tristran	NOMpro	Tristan
i	PROadv	i
fu	VERcjg	estre
forment	ADVgen	fortement
naufré	VERppe	naufrer
e	CONcoo	et
el	PRE.DETdef	en
cors	NOMcom	corps
blecé	VERppe	blesser
e	CONcoo	et
grevé	VERppe	grever
;	PONfbl	;
dolent	ADJqua	dolent
em	PROadv	en
furent	VERcjg	estre
si	DETpos	son
amis	NOMcom	ami
,	PONfbl	,
mais	CONcoo	mais
li	DETdef	le
jaianz	NOMcom	jaiant
i	PROadv	i
fu	VERcjg	estre
ocis	VERppe	occire
;	PONfbl	;
e	CONcoo	et
pois	ADVgen	puis
icele	DETdem	cil
naufreüre	NOMcom	naufrëure
n'	ADVneg	ne
oï	VERcjg	öir
Ysolt	NOMpro	Iseut
nul'aventure	NOMcom	nulaventure
,	PONfbl	,
car	CONcoo	car
ço	PROdem	ce
est	VERcjg	estre
costume	NOMcom	costume
d'	PRE	de
envie	NOMcom	envie
del	PRE.DETdef	de
mal	NOMcom	mal
dire	VERinf	dire
,	PONfbl	,
e	CONcoo	et
del	PRE.DETdef	de
bien	NOMcom	bien
mie	ADVneg	mie
.	PONfrt	.

Car	CONcoo	car
emvie	NOMcom	emvie
les	DETdef	le
bons	ADJqua	bon
faiz	NOMcom	fait
ceille	VERcjg	celer
,	PONfbl	,
les	DETdef	le
males	ADJqua	mal
ovres	NOMcom	oeuvre
esparpeille	VERcjg	éparpeler
.	PONfrt	.

Li	DETdef	le
sages	ADJqua	sage
hum	NOMcom	homme
pur	PRE	pour
ço	PROdem	ce
dit	VERcjg	dire
sun	DETpos	son
filz	NOMcom	fil
en	PRE	en
ancïen	ADJqua	ancien
escrit	VERppe	écrire
:	PONfbl	:
“	PONpga	“
Milz	ADVgen	mieux
valt	VERcjg	valoir
estre	VERinf	estre
senz	PRE	sans
compainie	NOMcom	compagnie
que	CONsub	que
aveir	VERinf	avoir
compainun	NOMcom	compagnon
a	VERcjg	avoir
envie	NOMcom	envie
,	PONfbl	,
e	CONcoo	et
senz	PRE	sans
compainun	NOMcom	compagnon
nuit	NOMcom	nuit
e	CONcoo	et
jor	NOMcom	jor
que	PROrel	que
aveir	VERinf	avoir
tel	ADJind	tel
u	CONcoo	ou
n'	ADVneg	ne
ait	VERcjg	avoir
amor	NOMcom	amor
.	PONfbl	.
”	PONpdr	”
Le	DETdef	le
bien	NOMcom	bien
celerat	VERcjg	celer
qu'	CONsub	que
il	PROper	il
set	VERcjg	savoir
,	PONfbl	,
le	DETdef	le
mal	NOMcom	mal
dirat	VERcjg	dire
quant	CONsub	cant
il	PROper	il
le	PROper	il
het	VERcjg	häir
;	PONfbl	;
se	CONsub	se
bien	ADVgen	bien
fait	VERcjg	faire
,	PONfbl	,
ja	ADVgen	ja
n'	ADVneg	ne
en	PROadv	en
parlerat	VERcjg	parler
,	PONfbl	,
le	DETdef	le
mal	NOMcom	mal
a	PRE	a
nul	PROind	nul
ne	ADVneg	ne
celerat	VERcjg	celer
;	PONfbl	;
pur	PRE	pour
ço	PROdem	ce
valt	VERcjg	valoir
milz	ADVgen	mieux
senz	PRE	sans
compainun	NOMcom	compagnon
que	CONsub	que
tel	PROind	tel
dunt	PROrel	dont
ne	ADVneg	ne
vient	VERcjg	venir
si	ADVgen	si
mal	NOMcom	mal
nun	ADVneg	non
.	PONfrt	.

Tristran	NOMpro	Tristan
ad	VERcjg	avoir
compainuns	NOMcom	compagnon
asez	ADVgen	assez
dunt	PROrel	dont
est	VERcjg	estre
haïz	VERppe	häir
e	CONcoo	et
poi	ADVgen	peu
amez	VERppe	amer
,	PONfbl	,
de	PRE	de
tels	PROind	tel
entur	PRE	entour
Marche	NOMcom	marche
lu	DETdef	le
rei	NOMcom	roi
,	PONfbl	,
ki	PROrel	qui
ne	ADVneg	ne
l'	PROper	il
aiment	VERcjg	aimer
ne	CONcoo	ne
portent	VERcjg	porter
fei	NOMcom	foi
:	PONfbl	:
le	DETdef	le
bien	NOMcom	bien
qu'	PROrel	que
oient	VERcjg	ouïr
vers	PRE	vers
Ysolt	NOMpro	Iseut
ceilent	VERcjg	celer
,	PONfbl	,
le	DETdef	le
mal	NOMcom	mal
par	PRE	par
tuit	PROind	tot
esparpeilent	VERcjg	éparpeler
,	PONfbl	,
ne	ADVneg	ne
volent	VERcjg	voler
le	DETdef	le
bien	NOMcom	bien
qu'	PROrel	que
oient	VERcjg	ouïr
dire	VERinf	dire
pur	PRE	pour
la	DETdef	le
reine	NOMcom	rène
ki	PROrel	qui
le	PROper	il
desire	VERcjg	descirier
,	PONfbl	,
e	CONcoo	et
pur	PRE	pour
iço	PROdem	ce
qu'	PROrel	que
il	PROper	il
emvient	VERcjg	emvenir
,	PONfbl	,
ço	PROdem	ce
que	PROrel	que
plus	ADVgen	plus
het	VERcjg	häir
,	PONfbl	,
ço	PROdem	ce
en	PROadv	en
dient	VERcjg	dire
.	PONfrt	.

En	PRE	en
sa	DETpos	son
chambre	NOMcom	chambre
se	PROper	soi
set	VERcjg	savoir
un	DETndf	un
jor	NOMcom	jor
e	CONcoo	et
fait	VERcjg	faire
un	DETndf	un
lai	NOMcom	lai
pitus	ADJqua	piteux
d'	PRE	de
amur	NOMcom	amour
,	PONfbl	,
coment	ADVsub	comment
dan	NOMcom	dan
Guiron	NOMpro	Guiron
fu	VERcjg	estre
supris	VERppe	sousprendre
,	PONfbl	,
pur	PRE	pour
l'	DETdef	le
amur	NOMcom	amour
de	PRE	de
la	DETdef	le
dame	NOMcom	dame
ocis	VERppe	occire
qu'	CONsub	que
il	PROper	il
sur	PRE	sur
tute	DETind	tout
rien	NOMcom	rien
ama	VERcjg	amer
,	PONfbl	,
e	CONcoo	et
coment	ADVsub	comment
li	DETdef	le
cuns	NOMcom	comme
puis	ADVgen	puis
dona	VERcjg	doner
le	DETdef	le
cuer	NOMcom	cuer
Guiron	NOMpro	Guiron
a	PRE	a
sa	DETpos	son
moillier	NOMcom	moillier
par	PRE	par
engin	NOMcom	engin
un	DETndf	un
jor	NOMcom	jor
a	PRE	a
mangier	VERinf	mangier
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
dolur	NOMcom	douleur
que	PROrel	que
la	DETdef	le
dame	NOMcom	dame
out	VERcjg	avoir
,	PONfbl	,
quant	CONsub	cant
la	DETdef	le
mort	NOMcom	mort
de	PRE	de
sun	DETpos	son
ami	NOMcom	ami
sout	VERcjg	savoir
.	PONfrt	.

La	DETdef	le
reine	NOMcom	rène
chante	VERcjg	chanter
dulcement	ADVgen	doucement
,	PONfbl	,
la	DETdef	le
voiz	NOMcom	voix
acordee	VERppe	acorder
a	PRE	a
l'	DETdef	le
estrument	NOMcom	estrument
;	PONfbl	;
les	DETdef	le
mainz	NOMcom	maint
sunt	VERcjg	être
beles	ADJqua	bel
,	PONfbl	,
li	DETdef	le
lais	NOMcom	lai
buens	ADJqua	bon
,	PONfbl	,
dulce	ADJqua	doux
la	DETdef	le
voiz	NOMcom	voix
,	PONfbl	,
bas	ADVgen	bas
li	DETdef	le
tons	PROpos	ton
.	PONfrt	.

Survint	VERcjg	survenir
idunc	ADVgen	donc
Cariado	NOMpro	Cariade
,	PONfbl	,
uns	DETndf	un
riches	ADJqua	riche
cuns	NOMcom	comme
de	PRE	de
grant	ADJqua	grant
alo	NOMcom	alo
,	PONfbl	,
de	PRE	de
bels	ADJqua	beau
chastés	NOMcom	chastet
,	PONfbl	,
de	PRE	de
riche	ADJqua	riche
tere	NOMcom	terre
.	PONfrt	.

A	PRE	a
cort	NOMcom	cort
ert	VERcjg	être
venu	VERppe	venir
pur	PRE	pour
requere	VERinf	requérir
la	DETdef	le
reïne	NOMcom	röine
de	PRE	de
druerie	NOMcom	drüerie
:	PONfbl	:
Ysolt	NOMpro	Iseut
le	PROper	il
tient	VERcjg	tenir
a	PRE	a
grant	ADJqua	grant
folie	NOMcom	folie
.	PONfrt	.

Par	PRE	par
plusurs	DETind	plusieurs
feiz	NOMcom	fois
l'	PROper	il
ad	VERcjg	avoir
ja	ADVgen	ja
requis	VERppe	requérir
puis	ADVgen	puis
que	CONsub	que
Tristran	NOMpro	Tristan
parti	VERcjg	partir
del	PRE.DETdef	de
païs	NOMcom	päis
.	PONfrt	.

Idunc	ADVgen	donc
vint	VERcjg	venir
il	PROper	il
pur	PRE	pour
corteier	VERinf	cortoiier
,	PONfbl	,
mais	CONcoo	mais
unques	ADVgen	onques
n'	ADVneg	ne
i	PROadv	i
pot	VERcjg	pöoir
espleiter	VERinf	exploiter
ne	CONcoo	ne
tant	ADVgen	tant
vers	PRE	vers
la	DETdef	le
reïne	NOMcom	röine
faire	VERinf	faire
,	PONfbl	,
vaillant	VERppa	valoir
un	DETndf	un
guant	NOMcom	gant
em	PROadv	en
poïst	VERcjg	pöoir
traire	VERinf	traire
;	PONfbl	;
ne	CONcoo	ne
en	PRE	en
promesse	NOMcom	promesse
ne	CONcoo	ne
en	PRE	en
graant	VERppa	créer
unques	ADVgen	onques
ne	ADVneg	ne
fist	VERcjg	faire
ne	CONcoo	ne
tant	ADVgen	tant
ne	CONcoo	ne
quant	PROind	quant
.	PONfrt	.

En	PRE	en
la	DETdef	le
curt	NOMcom	cour
ad	VERcjg	avoir
molt	ADVgen	moult
demoré	VERppe	demorer
e	CONcoo	et
pur	PRE	pour
cest'	DETdem	cist
amor	NOMcom	amor
sujorné	VERppe	séjourner
.	PONfrt	.

Il	PROper	il
esteit	VERcjg	être
molt	ADVgen	moult
bels	ADJqua	beau
chevaliers	NOMcom	chevalier
,	PONfbl	,
corteis	ADJqua	cortois
,	PONfbl	,
orguillus	ADJqua	orgueilleux
e	CONcoo	et
firs	ADJqua	fir
,	PONfbl	,
mes	CONcoo	mais
n'	ADVneg	ne
irt	VERcjg	iraistre
mie	ADVneg	mie
bien	ADVgen	bien
a	PRE	a
loer	VERinf	löer
endreit	ADVgen	endroit
de	PRE	de
ses	DETpos	son
armes	NOMcom	arme
porter	VERinf	porter
.	PONfrt	.

Il	PROper	il
ert	VERcjg	être
molt	ADVgen	moult
bels	ADJqua	beau
e	CONcoo	et
bons	ADJqua	bon
parleres	NOMcom	parlière
,	PONfbl	,
doneür	NOMcom	donneur
e	CONcoo	et
gabeeres	NOMcom	gabere
.	PONfrt	.

Trove	VERcjg	trover
Ysolt	NOMpro	Iseut
chantant	VERppa	chanter
un	DETndf	un
lai	NOMcom	lai
,	PONfbl	,
dit	VERcjg	dire
en	PRE	en
riant	VERppa	rire
:	PONfbl	:
“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
bien	ADVgen	bien
sai	VERcjg	savoir
que	CONsub	que
l'en	PROind	loin
ot	VERcjg	avoir
fresaie	NOMcom	fresaie
chanter	VERinf	chanter
contre	PRE	contre
de	PRE	de
mort	VERppe	mourir
home	NOMcom	ome
parler	VERinf	parler
,	PONfbl	,
car	CONcoo	car
sun	DETpos	son
chant	NOMcom	chant
signefie	VERcjg	signefier
mort	VERppe	mourir
;	PONfbl	;
e	CONcoo	et
vostre	DETpos	vostre
chant	NOMcom	chant
,	PONfbl	,
cum	CONsub	comme
jo	PROper	je
record	VERcjg	recorder
,	PONfbl	,
mort	VERppe	mourir
de	PRE	de
fresaie	NOMcom	fresaie
signifie	VERcjg	signifier
:	PONfbl	:
alcon	PROind	aucon
ad	VERcjg	avoir
ore	ADVgen	or
perdu	VERppe	perdre
la	DETdef	le
vie	NOMcom	vie
.	PONfrt	.

“	PONpga	“
Vos	PROper	vos
dites	VERcjg	dire
veir	NOMcom	voir
,	PONfbl	,
Ysolt	NOMpro	Iseut
lui	PROper	il
dit	VERcjg	dire
,	PONfbl	,
bien	ADVgen	bien
voil	VERcjg	vouloir
que	CONsub	que
sa	DETpos	son
mort	NOMcom	mort
signifit	VERcjg	signifier
.	PONfrt	.

Assez	ADVgen	assez
est	VERcjg	estre
huan	NOMcom	han
u	CONcoo	ou
fresaie	NOMcom	fresaie
ki	PROrel	qui
chante	VERcjg	chanter
dunt	PROrel	dont
altre	PROind	autre
s'	PROper	soi
esmaie	VERcjg	esmaiier
.	PONfrt	.

Bien	ADVgen	bien
devez	VERcjg	devoir
vostre	DETpos	vostre
mort	NOMcom	mort
doter	VERinf	doter
,	PONfbl	,
quant	CONsub	cant
vos	PROper	vos
dotez	VERcjg	doter
le	DETdef	le
mien	PROpos	mon
chanter	VERinf	chanter
,	PONfbl	,
car	CONcoo	car
vos	PROper	vos
estes	VERcjg	estre
fresaie	ADJqua	fresai
asez	ADVgen	assez
pur	PRE	pour
la	DETdef	le
novele	NOMcom	novele
qu'	PROrel	que
aportez	VERcjg	aporter
.	PONfrt	.

Unques	ADVgen	onques
ne	ADVneg	ne
crei	VERcjg	croire
aportisiez	VERppe	aportiser
novele	NOMcom	novele
dunt	PROrel	dont
l'en	PROind	loin
fust	VERcjg	estre
liez	ADJqua	lié
,	PONfbl	,
ne	CONcoo	ne
unques	ADVgen	onques
chaenz	ADVgen	chainz
ne	ADVneg	ne
venistes	VERcjg	venir
que	CONsub	que
males	ADJqua	mal
noveles	NOMcom	novele
ne	ADVneg	ne
desistes	VERcjg	dire
.	PONfrt	.

Il	PROimp	il
est	VERcjg	estre
tuit	PROind	tot
ensement	ADVgen	ensement
de	PRE	de
vos	PROper	vos
cum	CONsub	comme
fu	VERcjg	estre
jadis	ADVgen	jadis
d'	PRE	de
un	DETndf	un
perechus	NOMcom	perechus
,	PONfbl	,
ki	PROrel	qui
ja	ADVgen	ja
ne	ADVneg	ne
levast	VERcjg	lever
de	PRE	de
l'	PROper	il
astrir	VERinf	astrir
fors	ADVgen	fors
pur	PRE	pour
alcon	DETind	aucon
home	NOMcom	ome
coroceir	VERinf	courroucer
.	PONfrt	.

De	PRE	de
vostre	DETpos	vostre
ostel	NOMcom	ostel
ja	ADVgen	ja
nen	ADVneg.PROper	ne.me
istrez	VERcjg	issir
,	PONfbl	,
si	ADVgen	si
novele	ADJqua	novel
oïe	VERppe	öir
n'	ADVneg	ne
avez	VERcjg	avoir
que	CONsub	que
vos	PROper	vos
poissiez	VERcjg	pouvoir
avant	ADVgen	avant
conter	VERinf	conter
.	PONfrt	.

Ne	ADVneg	ne
volez	VERcjg	voloir
pas	ADVneg	pas
luin	ADVgen	loin
aler	VERinf	aler
pur	PRE	pour
chose	NOMcom	chose
faire	VERinf	faire
que	PROrel	que
l'en	PROind	loin
die	VERcjg	dire
.	PONfrt	.

De	PRE	de
vos	PROper	vos
n'	ADVneg	ne
irt	VERcjg	iraistre
ja	ADVgen	ja
novele	NOMcom	novele
oïe	VERppe	öir
dunt	PROrel	dont
vos	DETpos	votre
amis	NOMcom	ami
aient	VERcjg	avoir
honur	NOMcom	honneur
ne	CONcoo	ne
cels	PROdem	cil
ki	PROrel	qui
vos	PROper	vos
haient	VERcjg	häir
dolor	NOMcom	dolor
.	PONfrt	.

Des	PRE.DETdef	de
altrui	PROind	autrui
faiz	VERppe	faire
parler	VERinf	parler
volez	VERcjg	voloir
,	PONfbl	,
les	DETdef	le
voz	PROper	vous
n'	ADVneg	ne
irent	VERcjg	aller
ja	ADVgen	ja
recordez	VERppe	recorder
.	PONfbl	.
”	PONpdr	”
Cariado	NOMpro	Cariade
dunc	ADVgen	donc
li	PROper	il
respont	VERcjg	respondre
:	PONfbl	:
“	PONpga	“
Coruz	NOMcom	coror
avez	VERcjg	avoir
,	PONfbl	,
mais	CONcoo	mais
ne	ADVneg	ne
sai	VERcjg	savoir
dont	ADVgen	donc
.	PONfrt	.

Fols	ADJqua	fou
est	VERcjg	estre
ki	PROrel	qui
pur	PRE	pour
vos	PROper	vos
diz	VERppe	dire
s'	PROper	soi
esmaie	VERcjg	esmaiier
.	PONfrt	.

Si	ADVgen	si
sui	VERcjg	estre
huan	NOMcom	han
,	PONfbl	,
e	CONcoo	et
vos	PROper	vos
fresaie	VERcjg	fresaiier
!	PONfrt	!

Que	PROrel	que
que	PROrel	que
seit	VERcjg	être
de	PRE	de
la	DETdef	le
meie	ADJpos	mien
mort	NOMcom	mort
,	PONfbl	,
males	ADJqua	mal
noveles	NOMcom	novele
vos	PROper	vos
aport	VERcjg	aporter
endreit	ADVgen	endroit
de	PRE	de
Tristran	NOMpro	Tristan
,	PONfbl	,
vostre	DETpos	vostre
dru	NOMcom	dru
:	PONfbl	:
vos	PROper	vos
l'	PROper	il
avez	VERcjg	avoir
,	PONfbl	,
dame	NOMcom	dame
Ysolt	NOMpro	Iseut
,	PONfbl	,
perdu	VERppe	perdre
.	PONfrt	.

En	PRE	en
altre	DETind	autre
terre	NOMcom	terre
ad	VERcjg	avoir
pris	VERppe	prendre
moillier	NOMcom	moillier
.	PONfrt	.

Des	PRE	des
ore	ADVgen	or
vos	PROper	vos
purrez	VERcjg	pouvoir
purchacer	VERinf	pourchasser
,	PONfbl	,
car	CONcoo	car
il	PROper	il
desdeigne	VERcjg	desdeignier
vostre	DETpos	vostre
amor	NOMcom	amor
e	CONcoo	et
ad	VERcjg	avoir
pris	VERppe	prendre
femme	NOMcom	femme
a	PRE	a
grant	ADJqua	grant
honor	NOMcom	honneur
,	PONfbl	,
la	DETdef	le
fille	NOMcom	fille
al	PRE.DETdef	à.le
dux	NOMcom	duc
de	PRE	de
Bretaigne	NOMpro	Bretaingne
.	PONfbl	.
”	PONpdr	”
Ysolt	NOMpro	Iseut
resspont	VERcjg	respondre
par	PRE	par
engaigne	NOMcom	engaigne
:	PONfbl	:
“	PONpga	“
Tuit	DETind	tous
diz	NOMcom	dit
avez	VERcjg	avoir
esté	VERppe	être
huan	NOMcom	han
pur	PRE	pour
dire	VERinf	dire
mal	NOMcom	mal
de	PRE	de
dan	NOMcom	dan
Tristran	NOMpro	Tristan
.	PONfrt	.

Ja	ADVgen	ja
Deus	NOMpro	Dieu
ne	ADVneg	ne
doinst	VERcjg	donner
que	CONsub	que
jo	PROper	je
bien	ADVgen	bien
aie	VERcjg	avoir
si	ADVgen	si
endreit	ADVgen	endroit
de	PRE	de
vos	PROper	vos
ne	ADVneg	ne
sui	VERcjg	estre
fresaie	ADJqua	fresai
.	PONfrt	.

Vos	PROper	vos
m'	PROper	je
avez	VERcjg	avoir
dit	VERppe	dire
male	ADJqua	mal
novele	NOMcom	novele
,	PONfbl	,
ui	ADVgen	ui
ne	ADVneg	ne
vos	PROper	vos
dirai	VERcjg	dire
jo	PROper	je
bele	ADJqua	bel
:	PONfbl	:
en	PRE	en
veir	NOMcom	voir
vos	PROper	vos
di	VERcjg	dire
,	PONfbl	,
pur	PRE	pour
nient	ADVgen	néant
m'	PROper	je
amez	VERcjg	amer
,	PONfbl	,
ja	ADVgen	ja
mais	ADVgen	mais
de	PRE	de
mei	PROper	moi
bien	ADVgen	bien
n'	ADVneg	ne
esterez	VERcjg	être
.	PONfrt	.

Ne	CONcoo	ne
vos	PROper	vos
ne	CONcoo	ne
vostre	DETpos	vostre
droerie	NOMcom	droire
n'	ADVneg	ne
amerai	VERcjg	amer
ja	ADVgen	ja
jor	NOMcom	jor
de	PRE	de
ma	DETpos	mon
vie	NOMcom	vie
;	PONfbl	;
malement	ADVgen	malement
porchacé	VERppe	porchacier
m'	PROper	je
oüse	VERcjg	avoir
se	CONsub	se
vostre	DETpos	vostre
amor	NOMcom	amor
receu	VERppe	recevoir
ouse	VERcjg	avoir
.	PONfrt	.

Milz	ADVgen	mieux
voil	VERcjg	vouloir
la	DETdef	le
sue	ADJpos	sien
aveir	VERinf	avoir
perdue	VERppe	perdre
que	CONsub	que
vostre	DETpos	vostre
amor	NOMcom	amor
receüe	VERppe	recevoir
.	PONfrt	.

Tele	DETind	tel
novele	NOMcom	novele
dit	VERppe	dire
m'	PROper	je
avez	VERcjg	avoir
dunt	PROrel	dont
ja	ADVgen	ja
certes	ADVgen	certes
pro	ADVgen	pro
nen	ADVneg	ne
avrez	VERcjg	avoir
.	PONfbl	.
”	PONpdr	”
Ele	PROper	elle
s'	PROper	soi
en	PROadv	en
ad	VERcjg	avoir
iree	VERppe	irer
forment	ADVgen	fortement
,	PONfbl	,
e	CONcoo	et
Cariado	NOMpro	Cariade
bien	ADVgen	bien
l'	PROper	il
entent	VERcjg	entendre
.	PONfrt	.

Ne	ADVneg	ne
la	PROper	il
volt	VERcjg	vouloir
par	PRE	par
diz	NOMcom	dit
anguissier	VERinf	angoisser
ne	CONcoo	ne
ramponer	VERinf	ramponer
ne	CONcoo	ne
corucer	VERinf	courroucer
;	PONfbl	;
de	PRE	de
la	DETdef	le
chambre	NOMcom	chambre
viaz	ADJqua	viaus
s'	PROper	soi
en	PROadv	en
vait	VERcjg	aller
,	PONfbl	,
e	CONcoo	et
Ysolt	NOMpro	Iseut
molt	ADVgen	moult
grant	ADJqua	grant
dolor	NOMcom	dolor
fait	VERcjg	faire
.	PONfrt	.

En	PRE	en
sun	DETpos	son
corage	NOMcom	corage
est	VERcjg	estre
anguissee	VERppe	angoisser
e	CONcoo	et
de	PRE	de
ceste	DETdem	cest
novele	NOMcom	novele
iree	VERppe	irer
e	CONcoo	et
les	DETdef	le
deliz	NOMcom	délit
des	PRE.DETdef	de.le
granz	ADJqua	grant
amors	NOMcom	amor
e	CONcoo	et
lor	DETpos	lor
travaus	NOMcom	travail
e	CONcoo	et
lor	DETpos	lor
dolurs	NOMcom	douleur
e	CONcoo	et
lor	DETpos	lor
paignes	NOMcom	peigne
e	CONcoo	et
lor	DETpos	lor
ahans	NOMcom	ahan
recorde	VERcjg	recorder
a	PRE	a
l'	DETdef	le
himage	NOMcom	himage
Tristrans	NOMpro	Tristan
.	PONfrt	.

Molt	ADVgen	moult
la	PROper	il
baise	VERcjg	baisier
quant	CONsub	cant
est	VERcjg	estre
haitez	VERppe	haitier
,	PONfbl	,
corrusce	VERcjg	courroucer
soi	PROper	soi
quant	CONsub	cant
est	VERcjg	estre
irez	VERppe	irer
,	PONfbl	,
que	CONsub	que
par	PRE	par
penser	VERinf	penser
,	PONfbl	,
que	CONcoo	que
par	PRE	par
songes	NOMcom	songe
,	PONfbl	,
que	CONsub	que
par	PRE	par
craire	VERinf	craire
en	PRE	en
son	DETpos	son
cuer	NOMcom	cuer
mençoinges	VERcjg	mensoingier
que	CONsub	que
ele	PROper	il
mette	VERcjg	mettre
lui	PROper	il
en	PRE	en
obli	NOMcom	obli
ou	CONcoo	o
que	CONsub	que
ele	PROper	il
ait	VERcjg	avoir
acun	DETind	acun
autre	ADJind	autre
ami	NOMcom	ami
,	PONfbl	,
que	CONsub	que
ele	PROper	il
ne	ADVneg	ne
se	PROper	soi
pusse	VERcjg	pouvoir
consiurer	VERinf	consivrer
que	CONsub	que
li	PROper	il
n'	ADVneg	ne
estoce	VERcjg	estochier
autre	PROind	autre
amer	VERinf	amer
que	CONsub	que
mieuz	ADVgen	mieux
a	PRE	a
sa	DETpos	son
volunté	NOMcom	volonté
l'	PROper	il
ait	VERcjg	avoir
.	PONfrt	.

Hicest	ADVgen	hisci
penser	VERinf	penser
errer	VERinf	errer
le	PROper	il
fait	VERcjg	faire
,	PONfbl	,
errur	NOMcom	erreur
son	DETpos	son
corage	NOMcom	corage
debote	VERcjg	deboter
:	PONfbl	:
del	PRE.DETdef	de
biau	ADJqua	bel
Cariados	NOMpro	Cariados
se	PROper	soi
dote	VERcjg	doter
que	CONsub	que
ele	PROper	il
envers	PRE	envers
lui	PROper	il
ne	ADVneg	ne
turt	VERcjg	tourner
s'	DETpos	son
amor	NOMcom	amor
Entur	PRE	entour
li	PROper	il
est	VERcjg	estre
nuit	NOMcom	nuit
e	CONcoo	et
jor	NOMcom	jor
,	PONfbl	,
e	CONcoo	et
si	ADVgen	si
la	PROper	il
sert	VERcjg	servir
e	CONcoo	et
si	ADVgen	si
la	PROper	il
losange	VERcjg	losengier
e	CONcoo	et
sovent	ADVgen	souvent
de	PRE	de
lui	PROper	il
la	DETdef	le
blestange	NOMcom	blétange
.	PONfrt	.

Dote	VERcjg	doter
,	PONfbl	,
quant	CONsub	cant
n'	ADVneg	ne
a	VERcjg	avoir
son	DETpos	son
voler	VERinf	voler
,	PONfbl	,
que	CONsub	que
ele	PROper	il
se	PROper	soi
preigne	VERcjg	prendre
a	PRE	a
son	DETpos	son
poer	VERinf	pöoir
;	PONfbl	;
por	PRE	por
ce	PROdem	ce
que	CONsub	que
ele	PROper	il
ne	ADVneg	ne
puet	VERcjg	pöoir
avoir	VERinf	avoir
lui	PROper	il
