Artus	NOMpro	Artu
enor	NOMcom	onor
me	PROper	je
porterent	VERcjg	porter
tuit	PROind	tot
,	PONfbl	,
Les	DETdef	le
lor	ADJpos	leur
merciz	NOMcom	merci
,	PONfbl	,
an	PRE	en
la	DETdef	le
meison	NOMcom	maison
;	PONfbl	;
Et	CONcoo	et
disoient	VERcjg	dire
c'	CONsub	que
onques	ADVgen	onque
mes	ADVgen	mais
hom	NOMcom	homme
N'	ADVneg	ne
an	PROadv	en
eschapa	VERcjg	eschaper
,	PONfbl	,
que	CONsub	que
il	PROper	il
seüssent	VERcjg	savoir
Ne	CONcoo	ne
que	CONsub	que
il	PROper	il
oï	VERppe	öir
dire	VERinf	dire
eüssent	VERcjg	avoir
,	PONfbl	,
De	PRE	de
la	ADVgen	là
don	PROrel	dont
j'	PROper	je
estoie	VERcjg	estre
venuz	VERppe	venir
,	PONfbl	,
Qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
fust	VERcjg	estre
morz	VERppe	morir
ou	CONcoo	o
retenuz	VERppe	retenir
.	PONfrt	.

Ensi	ADVgen	ainsi
alai	VERcjg	aler
,	PONfbl	,
ensi	ADVgen	ainsi
reving	VERcjg	revenir
;	PONfbl	;
Au	PRE.DETdef	a
revenir	VERinf	revenir
por	PRE	por
fol	ADJqua	fol
me	PROper	je
ting	VERcjg	tenir
.	PONfrt	.

Si	ADVgen	si
vos	PROper	vos
ai	VERcjg	avoir
conté	VERppe	conter
come	CONsub	come
fos	NOMcom	fol
Ce	PROdem	ce
c'	PROrel	que
onques	ADVgen	onque
mes	ADVgen	mais
conter	VERinf	conter
ne	ADVneg	ne
vos	VERcjg	voloir
.	PONfrt	.

“	PONpga	“
Par	PRE	par
mon	DETpos	mon
chief	NOMcom	chief
,	PONfbl	,
fet	VERcjg	faire
messire	NOMcom	seignor
Yvains	NOMpro	Ivain
,	PONfbl	,
Vos	PROper	vos
estes	VERcjg	estre
mes	DETpos	mon
cosins	NOMcom	cosin
germains	ADJqua	germain
,	PONfbl	,
Si	ADVgen	si
nos	PROper	nos
devons	VERcjg	devoir
mout	ADVgen	mout
entramer	VERinf	entramer
;	PONfbl	;
Mes	CONcoo	mais
de	PRE	de
ce	PROdem	ce
vos	PROper	vos
puis	VERcjg	pöoir
fol	ADJqua	fol
clamer	VERinf	clamer
Quant	CONsub	quand
vos	PROper	vos
tant	ADVgen	tant
le	PROper	il
m'	PROper	je
avez	VERcjg	avoir
celé	VERppe	celer
.	PONfrt	.

Se	CONsub	se
je	PROper	je
vos	PROper	vos
ai	VERcjg	avoir
fol	ADJqua	fol
apelé	VERppe	apeler
,	PONfbl	,
Je	PROper	je
vos	PROper	vos
pri	VERcjg	priier
qu'	CONsub	que
il	PROimp	il
ne	ADVneg	ne
vos	PROper	vos
an	PROadv	en
poist	VERcjg	peser
,	PONfbl	,
Que	CONcoo	que
se	CONsub	se
je	PROper	je
puis	VERcjg	pöoir
et	CONcoo	et
il	PROimp	il
me	PROper	je
loist	VERcjg	loisir
,	PONfbl	,
G'	PROper	je
irai	VERcjg	aler
vostre	DETpos	vostre
honte	NOMcom	honte
vangier	VERinf	vengier
.	PONfrt	.

“	PONpga	“
Bien	ADVgen	bien
pert	VERcjg	perdre
que	CONsub	que
c'	PROdem	ce
est	VERcjg	estre
aprés	PRE	après
mangier	VERinf	mangier
,	PONfbl	,
Fet	VERcjg	faire
Kex	NOMpro	Ké
,	PONfbl	,
qui	PROrel	que
teire	VERinf	taire
ne	ADVneg	ne
se	PROper	soi
pot	VERcjg	pöoir
.	PONfrt	.

Plus	ADVgen	plus
a	VERcjg	avoir
paroles	NOMcom	parole
an	PRE	en
plain	ADJqua	plein
pot	NOMcom	pot
De	PRE	de
vin	NOMcom	vin
qu'	CONsub	que
an	PRE	en
un	PROind	un
mui	NOMcom	mui
de	PRE	de
cervoise	NOMcom	cervoise
.	PONfrt	.

L'	OUT	le
en	PROind	on
dit	VERcjg	dire
que	CONsub	que
chaz	NOMcom	chat
saous	ADJqua	säol
s'	PROper	soi
anvoise	VERcjg	envoisier
.	PONfrt	.

Aprés	PRE	après
mangier	VERinf	mangier
,	PONfbl	,
sanz	PRE	sans
remuer	VERinf	remüer
,	PONfbl	,
Vet	VERcjg	aler
chascuns	PROind	chascun
Loradin	NOMpro	Noradin
tuer	VERinf	tüer
,	PONfbl	,
Et	CONcoo	et
vos	PROper	vos
iroiz	VERcjg	aler
vengier	VERinf	venger
Forré	NOMpro	Forré
!	PONfrt	!

Sont	VERcjg	estre
vostre	DETpos	vostre
panel	NOMcom	panel
aborré	VERppe	aborrer
Et	CONcoo	et
voz	DETpos	vostre
chauces	NOMcom	chauce
de	PRE	de
fer	NOMcom	fer
froiees	VERppe	froiier
Et	CONcoo	et
voz	DETpos	vostre
banieres	NOMcom	baniere
desploiees	VERppe	desploiier
?	PONfrt	?

Or	ADVgen	or
tost	ADVgen	tost
,	PONfbl	,
por	PRE	por
Deu	NOMpro	Dieu
,	PONfbl	,
messire	NOMcom	seignor
Yvain	NOMpro	Ivain
,	PONfbl	,
Movroiz	VERcjg	movoir
vos	PROper	vos
enuit	ADVgen	anuit
ou	CONcoo	o
demain	ADVgen	demain
?	PONfrt	?

Feites	VERcjg	faire
le	PROper	il
nos	PROper	nos
savoir	VERinf	savoir
,	PONfbl	,
biax	ADJqua	bel
sire	NOMcom	seignor
,	PONfbl	,
Quant	CONsub	quand
vos	PROper	vos
iroiz	VERcjg	aler
an	PRE	en
cest	DETdem	cest
martire	NOMcom	martire
,	PONfbl	,
Que	CONcoo	que
nos	PROper	nos
vos	PROper	vos
voldrons	VERcjg	voloir
convoier	VERinf	convoiier
;	PONfbl	;
N'	ADVneg	ne
i	PROadv	i
avra	VERcjg	avoir
prevost	NOMcom	prévôt
ne	CONcoo	ne
voier	NOMcom	voiier
Qui	PROrel	que
volantiers	ADVgen	volentiers
ne	ADVneg	ne
vos	PROper	vos
convoit	VERcjg	convoiier
.	PONfrt	.

Et	CONcoo	et
si	ADVgen	si
vos	PROper	vos
pri	VERcjg	priier
,	PONfbl	,
comant	ADVgen	coment
qu'	CONsub	que
il	PROimp	il
soit	VERcjg	estre
,	PONfbl	,
N'	ADVneg	ne
en	PROadv	en
alez	VERcjg	aler
pas	ADVneg	pas
sanz	PRE	sans
noz	DETpos	notre
congiez	NOMcom	congié
.	PONfrt	.

Et	CONcoo	et
se	CONsub	se
vos	PROper	vos
anquenuit	ADVgen	enquenuit
songiez	VERcjg	songier
Malvés	ADJqua	mauvais
songe	NOMcom	songe
,	PONfbl	,
si	ADVgen	si
remenez	VERcjg	remanoir
!	PONfrt	!

“	PONpga	“
Comant	ADVint	coment
?	PONfrt	?

Estes	VERcjg	estre
vos	PROper	vos
forssenez	VERppe	forsener
,	PONfbl	,
Messire	NOMcom	seignor
Kex	NOMpro	Ké
,	PONfbl	,
fet	VERcjg	faire
la	DETdef	le
reïne	NOMcom	röine
,	PONfbl	,
Que	CONcoo	que
vostre	DETpos	vostre
leingue	NOMcom	langue
onques	ADVgen	onque
ne	ADVneg	ne
fine	VERcjg	finer
?	PONfrt	?

La	DETdef	le
vostre	ADJpos	vostre
leingue	NOMcom	langue
soit	VERcjg	estre
honie	VERppe	honir
,	PONfbl	,
Que	CONcoo	que
tant	ADVgen	tant
i	PROadv	i
a	VERcjg	avoir
d'	PRE	de
escamonie	NOMcom	escamonie
!	PONfrt	!

Certes	ADVgen	certes
,	PONfbl	,
vostre	DETpos	vostre
leingue	NOMcom	langue
vos	PROper	vos
het	VERcjg	häir
,	PONfbl	,
Que	CONcoo	que
tot	DETind	tot
le	DETdef	le
pis	ADVgen	pis
que	PROrel	que
ele	PROper	il
set	VERcjg	savoir
Dit	VERcjg	dire
a	PRE	a
chascun	PROind	chascun
,	PONfbl	,
comant	ADVgen	coment
qu'	CONsub	que
il	PROper	il
soit	VERcjg	estre
.	PONfrt	.

Leingue	NOMcom	langue
qui	PROrel	que
onques	ADVgen	onque
ne	ADVneg	ne
recroit	VERcjg	recroire
De	PRE	de
mal	NOMcom	mal
dire	VERinf	dire
soit	VERcjg	estre
maleoite	VERppe	malëir
!	PONfrt	!

La	DETdef	le
vostre	ADJpos	vostre
leingue	NOMcom	langue
si	ADVgen	si
esploite	VERcjg	esploitier
Qu'	CONsub	que
ele	PROper	il
vos	PROper	vos
fet	VERcjg	faire
par	PRE	par
tot	PROind	tot
haïr	VERinf	häir
:	PONfbl	:
Mialz	ADVgen	mieus
ne	ADVneg	ne
vos	PROper	vos
puet	VERcjg	pöoir
ele	PROper	il
traïr	VERinf	träir
.	PONfrt	.

Bien	ADVgen	bien
sachiez	VERcjg	savoir
,	PONfbl	,
je	PROper	je
l'	PROper	il
apeleroie	VERcjg	apeler
De	PRE	de
traïson	NOMcom	träison
,	PONfbl	,
s'	CONsub	se
ele	PROper	il
estoit	VERcjg	estre
moie	ADJpos	mon
.	PONfrt	.

Home	NOMcom	ome
qu'	PROrel	que
an	PROind	on
ne	ADVneg	ne
puet	VERcjg	pöoir
chastier	VERinf	chastiier
Devroit	VERcjg	devoir
en	PROind	on
au	PRE.DETdef	a
mostier	NOMcom	mostier
lier	VERinf	liier
Come	CONsub	come
desvé	VERppe	desver
,	PONfbl	,
devant	PRE	devant
les	DETdef	le
prones	NOMcom	prone
.	PONfrt	.

“	PONpga	“
Certes	ADVgen	certes
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
de	PRE	de
ses	DETpos	son
ranposnes	NOMcom	ramposne
,	PONfbl	,
Fet	VERcjg	faire
messire	NOMcom	seignor
Yvains	NOMpro	Ivain
,	PONfbl	,
ne	ADVneg	ne
me	PROper	je
chaut	VERcjg	chaloir
.	PONfrt	.

Tant	ADVgen	tant
puet	VERcjg	pöoir
et	CONcoo	et
tant	ADVgen	tant
set	VERcjg	savoir
et	CONcoo	et
tant	ADVgen	tant
vaut	VERcjg	valoir
Messire	NOMcom	seignor
Kex	NOMpro	Ké
an	PRE	en
totes	DETind	tot
corz	NOMcom	cort
Qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
iert	VERcjg	estre
ja	ADVgen	ja
müez	VERppe	muer
ne	CONcoo	ne
sorz	NOMcom	sort
.	PONfrt	.

Bien	ADVgen	bien
set	VERcjg	savoir
ancontre	PRE	encontre
vilenie	NOMcom	vilenie
Respondre	VERinf	respondre
san	NOMcom	sen
et	CONcoo	et
corteisie	NOMcom	cortoisie
,	PONfbl	,
Ne	CONcoo	ne
nel	ADVneg.PROper	ne
fist	VERcjg	faire
onques	ADVgen	onque
autremant	ADVgen	autrement
.	PONfrt	.

Or	ADVgen	or
savez	VERcjg	savoir
vos	PROper	vos
bien	ADVgen	bien
se	CONsub	se
je	PROper	je
mant	VERcjg	mentir
.	PONfrt	.

Mes	CONcoo	mais
je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
cure	NOMcom	cure
de	PRE	de
tancier	VERinf	tencier
Ne	CONcoo	ne
de	PRE	de
folie	NOMcom	folie
ancomancier	VERinf	encomencier
;	PONfbl	;
Que	CONcoo	que
cil	PROdem	cel
ne	ADVneg	ne
fet	VERcjg	faire
pas	ADVneg	pas
la	DETdef	le
meslee	NOMcom	meslee
Qui	PROrel	que
fiert	VERcjg	ferir
la	DETdef	le
premiere	ADJord	premier
colee	NOMcom	colee
,	PONfbl	,
Einz	ADVgen	ainz
la	PROper	il
fet	VERcjg	faire
cil	PROdem	cel
qui	PROrel	que
se	PROper	soi
revanche	VERcjg	revengier
.	PONfrt	.

Bien	ADVgen	bien
tanceroit	VERcjg	tencier
a	PRE	a
un	DETndf	un
estrange	NOMcom	estrange
Qui	PROrel	que
ranpone	VERcjg	ramponer
son	DETpos	son
conpaignon	NOMcom	compagnon
.	PONfrt	.

Ne	ADVneg	ne
vuel	VERcjg	voloir
pas	ADVneg	pas
sanbler	VERinf	sembler
le	DETdef	le
gaignon	NOMcom	gaignon
Qui	PROrel	que
se	PROper	soi
herice	VERcjg	hericier
et	CONcoo	et
se	PROper	soi
reguingne	VERcjg	regrignier
Qant	CONsub	cant
autres	DETind	autre
gaingnons	NOMcom	gaignon
le	PROper	il
rechingne	VERcjg	rechignier
.	PONfbl	.
”	PONpdr	”
Queque	CONsub	que
il	PROper	il
parloient	VERcjg	parler
ensi	ADVgen	ainsi
,	PONfbl	,
Li	DETdef	le
rois	NOMcom	roi
fors	ADVgen	fors
de	PRE	de
la	DETdef	le
chanbre	NOMcom	chambre
issi	VERcjg	issir
,	PONfbl	,
Ou	PROrel	où
il	PROper	il
ot	VERcjg	avoir
fet	VERppe	faire
longue	ADJqua	lonc
demore	NOMcom	demore
,	PONfbl	,
Que	CONcoo	que
dormi	VERppe	dormir
ot	VERcjg	avoir
jusqu'	PRE	jusque
a	PRE	a
ceste	DETdem	cest
ore	NOMcom	ore
.	PONfrt	.

Et	CONcoo	et
li	DETdef	le
baron	NOMcom	baron
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
le	PROper	il
virent	VERcjg	voir
,	PONfbl	,
Tuit	PROind	tot
an	PRE	en
piez	NOMcom	pié
contre	PRE	contre
lui	PROper	il
saillirent	VERcjg	salir
Et	CONcoo	et
il	PROper	il
toz	PROind	tot
raseoir	VERinf	rassëoir
les	PROper	il
fist	VERcjg	faire
.	PONfrt	.

Delez	PRE	dalez
la	DETdef	le
reïne	NOMcom	röine
s'	PROper	soi
asist	VERcjg	assëoir
,	PONfbl	,
Et	CONcoo	et
la	DETdef	le
reïne	NOMcom	röine
maintenant	ADVgen	maintenant
Les	DETdef	le
noveles	NOMcom	novele
Calogrenant	NOMpro	Calogrenant
Li	PROper	il
reconta	VERcjg	reconter
tot	ADVgen	tot
mot	NOMcom	mot
a	PRE	a
mot	NOMcom	mot
,	PONfbl	,
Que	CONcoo	que
bien	ADVgen	bien
et	CONcoo	et
bel	ADVgen	bel
conter	VERinf	conter
li	PROper	il
sot	VERcjg	savoir
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
les	PROper	il
oï	VERcjg	öir
volantiers	ADVgen	volentiers
Et	CONcoo	et
fist	VERcjg	faire
trois	DETcar	trois
sairemanz	NOMcom	sairement
antiers	ADJqua	entier
,	PONfbl	,
L'	DETdef	le
ame	NOMcom	ame
Uterpandagron	NOMpro	Uterpandragon
son	DETpos	son
pere	NOMcom	père
Et	CONcoo	et
la	DETdef	le
son	DETpos	son
fil	NOMcom	fil
et	CONcoo	et
la	DETdef	le
sa	DETpos	son
mere	NOMcom	mere
,	PONfbl	,
Qu'	CONsub	que
il	PROper	il
iroit	VERcjg	aler
veoir	VERinf	vëoir
la	DETdef	le
fontaine	NOMcom	fontaine
,	PONfbl	,
Ja	ADVgen	ja
einz	ADVgen	ainz
ne	ADVneg	ne
passeroit	VERcjg	passer
quinzaine	NOMcom	quinzaine
,	PONfbl	,
Et	CONcoo	et
la	DETdef	le
tempeste	NOMcom	tempête
et	CONcoo	et
la	DETdef	le
mervoille	NOMcom	merveille
,	PONfbl	,
Si	ADVgen	si
que	CONsub	que
il	PROper	il
i	PROadv	i
vanra	VERcjg	venir
la	DETdef	le
voille	NOMcom	veille
Monseignor	NOMcom	seignor
Saint	ADJqua	saint
Jehan	NOMpro	Jean
Baptiste	NOMpro	Baptiste
,	PONfbl	,
Et	CONcoo	et
s'	ADVgen	si
i	PROadv	i
panra	VERcjg	prendre
la	DETdef	le
nuit	NOMcom	nuit
son	DETpos	son
giste	NOMcom	giste
,	PONfbl	,
Et	CONcoo	et
dit	VERcjg	dire
que	CONsub	que
avoec	PRE	avuec
lui	PROper	il
iroient	VERcjg	aller
Tuit	DETind	tous
cil	PROdem	cel
qui	PROrel	que
aler	VERinf	aler
i	PROadv	i
voldroient	VERcjg	voloir
.	PONfrt	.

De	PRE	de
ce	PROdem	ce
que	PROrel	que
li	DETdef	le
rois	NOMcom	roi
devisa	VERcjg	deviser
Tote	DETind	tot
la	DETdef	le
corz	NOMcom	cort
mialz	ADVgen	mieus
l'en	PROind	loin
prisa	VERcjg	prisier
,	PONfbl	,
Car	CONcoo	car
mout	ADVgen	mout
i	PROadv	i
voloient	VERcjg	voloir
aler	VERinf	aler
Li	DETdef	le
baron	NOMcom	baron
et	CONcoo	et
li	DETdef	le
bacheler	NOMcom	bacheler
.	PONfrt	.

Mes	CONcoo	mais
qui	PROrel	que
qu'	PROrel	que
an	PROadv	en
soit	VERcjg	estre
liez	ADJqua	lié
et	CONcoo	et
joianz	VERppa	joiant
,	PONfbl	,
Messire	NOMcom	seignor
Yvains	NOMpro	Ivain
an	PROadv	en
fu	VERcjg	estre
dolanz	VERppa	dolent
,	PONfbl	,
Qu'	CONcoo	que
il	PROper	il
i	PROadv	i
cuidoit	VERcjg	cuidier
aler	VERinf	aler
toz	ADVgen	tot
seus	ADJqua	sol
;	PONfbl	;
Si	ADVgen	si
fu	VERcjg	estre
destroiz	ADJqua	détroit
et	CONcoo	et
angoisseus	ADJqua	angoissos
Del	PRE.DETdef	de
roi	NOMcom	roi
,	PONfbl	,
qui	PROrel	que
aler	VERinf	aler
i	PROadv	i
devoit	VERcjg	devoir
.	PONfrt	.

Por	PRE	por
ce	PROdem	ce
seulemant	ADVgen	solement
li	PROper	il
grevoit	VERcjg	grever
Qu'	CONsub	que
il	PROper	il
savroit	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
la	DETdef	le
bataille	NOMcom	bataille
Avroit	VERcjg	avoir
messire	NOMcom	seignor
Kex	NOMpro	Ké
,	PONfbl	,
sanz	PRE	sans
faille	NOMcom	faille
,	PONfbl	,
Einz	ADVgen	ainz
que	CONsub	que
il	PROper	il
,	PONfbl	,
s'	CONsub	se
il	PROper	il
la	PROper	il
requeroit	VERcjg	requerre
;	PONfbl	;
Ja	ADVgen	ja
vehee	VERppe	vëer
ne	ADVneg	ne
li	PROper	il
seroit	VERcjg	estre
;	PONfbl	;
Ou	CONcoo	o
messire	NOMcom	seignor
Gauvains	NOMpro	Gauvain
meïsmes	ADJind	mëisme
,	PONfbl	,
Espoir	ADVgen	espoir
,	PONfbl	,
li	PROper	il
demandera	VERcjg	demander
primes	ADVgen	prim
.	PONfrt	.

Se	CONsub	se
nus	PROind	nul
de	PRE	de
ces	DETdem	ce
deus	PROcar	deus
la	PROper	il
requiert	VERcjg	requerre
,	PONfbl	,
Ja	ADVgen	ja
contredite	VERppe	contredire
ne	ADVneg	ne
lor	PROper	il
iert	VERcjg	estre
.	PONfrt	.

Mes	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
les	PROper	il
atendra	VERcjg	attendre
mie	ADVneg	mie
,	PONfbl	,
Qu'	CONcoo	que
il	PROper	il
n'	ADVneg	ne
a	VERcjg	avoir
soing	NOMcom	soing
de	PRE	de
lor	DETpos	lor
conpaignie	NOMcom	compagnie
,	PONfbl	,
Einçois	ADVgen	ainçois
ira	VERcjg	aler
toz	ADVgen	tot
seus	ADJqua	sol
,	PONfbl	,
son	DETpos	son
vuel	NOMcom	vuel
,	PONfbl	,
Ou	CONcoo	o
a	PRE	a
sa	DETpos	son
joie	NOMcom	joie
ou	CONcoo	o
a	PRE	a
son	DETpos	son
duel	NOMcom	duel
,	PONfbl	,
Et	CONcoo	et
,	PONfbl	,
qui	PROrel	que
que	PROrel	que
remaigne	VERcjg	remanoir
a	PRE	a
sejor	NOMcom	sejor
,	PONfbl	,
Il	PROper	il
vialt	VERcjg	voloir
estre	VERinf	estre
jusqu'	PRE	jusque
a	PRE	a
tierz	ADJord	tierz
jor	NOMcom	jor
An	PRE	en
Broceliande	NOMpro	Broceliande
,	PONfbl	,
et	CONcoo	et
querra	VERcjg	querre
,	PONfbl	,
S'	CONsub	se
il	PROper	il
puet	VERcjg	pöoir
,	PONfbl	,
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
troverra	VERcjg	trover
L'	DETdef	le
estroit	ADJqua	estroit
santier	NOMcom	sentier
tot	ADVgen	tot
boissoneus	ADJqua	buissonos
,	PONfbl	,
Que	CONcoo	que
trop	ADVgen	trop
an	PROadv	en
est	VERcjg	estre
cusançoneus	ADJqua	cuisençonos
,	PONfbl	,
Et	CONcoo	et
la	ADVgen	là
landeet	VERcjg	lander
la	DETdef	le
meison	NOMcom	maison
fort	ADJqua	fort
Et	CONcoo	et
le	DETdef	le
solaz	NOMcom	solaz
et	CONcoo	et
le	DETdef	le
deport	NOMcom	deport
De	PRE	de
la	DETdef	le
cortoise	ADJqua	cortois
dameisele	NOMcom	damoisele
Qui	PROrel	que
mout	ADVgen	mout
est	VERcjg	estre
avenanz	ADJqua	avenir
et	CONcoo	et
bele	ADJqua	bel
,	PONfbl	,
Et	CONcoo	et
le	DETdef	le
prodome	NOMcom	pro
avoec	PRE	avuec
sa	DETpos	son
fille	NOMcom	fille
,	PONfbl	,
Qui	PROrel	que
a	PRE	a
enor	NOMcom	onor
feire	VERinf	faire
s'	PROper	soi
essille	VERcjg	essillier
,	PONfbl	,
Tant	ADVgen	tant
est	VERcjg	estre
frans	ADJqua	franc
et	CONcoo	et
de	PRE	de
boene	ADJqua	bon
part	NOMcom	part
.	PONfrt	.

Puis	ADVgen	puis
verra	VERcjg	vëoir
la	DETdef	le
tor	NOMcom	tor
et	CONcoo	et
l'	DETdef	le
essart	NOMcom	essart
Et	CONcoo	et
le	DETdef	le
grant	ADJqua	grant
vilain	NOMcom	vilain
qui	PROrel	que
le	PROper	il
garde	VERcjg	garder
.	PONfrt	.

Li	DETdef	le
veoirs	VERinf	vëoir
li	PROper	il
demore	VERcjg	demorer
et	CONcoo	et
tarde	VERcjg	tarder
Del	PRE.DETdef	de
vilain	ADJqua	vilain
qui	PROrel	que
tant	ADVgen	tant
par	ADVgen	par
est	VERcjg	estre
lez	ADJqua	lé
,	PONfbl	,
Granz	ADJqua	grand
et	CONcoo	et
hideus	ADJqua	hisdos
et	CONcoo	et
contrefez	VERppe	contrefaire
Et	CONcoo	et
noirs	ADJqua	noir
a	PRE	a
guise	NOMcom	guise
d'	PRE	de
esperon	NOMcom	esperon
.	PONfrt	.

Puis	ADVgen	puis
verra	VERcjg	vëoir
,	PONfbl	,
s'	CONsub	se
il	PROper	il
puet	VERcjg	pöoir
,	PONfbl	,
le	DETdef	le
perron	NOMcom	perron
Et	CONcoo	et
la	DETdef	le
fontainne	NOMcom	fontaine
et	CONcoo	et
le	DETdef	le
bacin	NOMcom	bacin
Et	CONcoo	et
les	DETdef	le
oisiax	NOMcom	oisel
desor	PRE	desor
le	DETdef	le
pin	NOMcom	pin
;	PONfbl	;
Si	ADVgen	si
fera	VERcjg	faire
plovoir	VERinf	plovoir
et	CONcoo	et
vanter	VERinf	vanter
.	PONfrt	.

Mes	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
quiert	VERcjg	querre
ja	ADVgen	ja
vanter	VERinf	vanter
Ne	CONcoo	ne
ja	ADVgen	ja
,	PONfbl	,
son	DETpos	son
vuel	NOMcom	vuel
,	PONfbl	,
nus	PROind	nul
nel	ADVneg.PROper	ne
savra	VERcjg	savoir
Jusque	PRE	jusque
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
en	PROadv	en
avra	VERcjg	avoir
Grant	ADJqua	grant
honte	NOMcom	honte
ou	CONcoo	o
grant	ADJqua	grant
enor	NOMcom	onor
eüe	VERppe	avoir
,	PONfbl	,
Puis	ADVgen	puis
si	ADVgen	si
soit	VERcjg	estre
la	DETdef	le
chose	NOMcom	chose
seüe	VERppe	savoir
.	PONfrt	.

Messire	NOMcom	seignor
Yvains	NOMpro	Ivain
de	PRE	de
la	DETdef	le
cort	NOMcom	cort
s'	PROper	soi
anble	VERcjg	embler
Si	ADVgen	si
qu'	CONsub	que
a	PRE	a
nul	DETind	nul
home	NOMcom	ome
ne	ADVneg	ne
s'	PROper	soi
asanble	VERcjg	assembler
,	PONfbl	,
Mes	CONcoo	mais
seus	ADJqua	sol
vers	PRE	vers
son	DETpos	son
ostel	NOMcom	ostel
s'	PROper	soi
en	PROadv	en
va	VERcjg	aler
.	PONfrt	.

Tote	DETind	tot
sa	DETpos	son
mesniee	NOMcom	maisniee
trova	VERcjg	trover
,	PONfbl	,
Si	ADVgen	si
comande	VERcjg	comander
a	PRE	a
metre	VERinf	metre
sa	DETpos	son
sele	NOMcom	sele
Et	CONcoo	et
un	DETndf	un
suen	ADJpos	son
escuier	NOMcom	escuier
apele	VERcjg	apeler
Cui	PROrel	que
il	PROper	il
ne	ADVneg	ne
celoit	VERcjg	celer
nule	DETind	nul
rien	NOMcom	rien
.	PONfrt	.

“	PONpga	“
Di	INJ	di
va	INJ	val
!	PONfrt	!

fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
avoec	PRE	avuec
moi	PROper	je
vien	VERcjg	venir
La	ADVgen	là
fors	ADVgen	fors
et	CONcoo	et
mes	DETpos	mon
armes	NOMcom	arme
m'	PROper	je
aporte	VERcjg	aporter
!	PONfrt	!

Je	PROper	je
m'	PROper	je
an	PROadv	en
istrai	VERcjg	issir
par	PRE	par
cele	DETdem	cil
porte	NOMcom	porte
Sor	PRE	sor
mon	DETpos	mon
palefroi	NOMcom	palefroi
,	PONfbl	,
tot	DETind	tot
le	DETdef	le
pas	NOMcom	pas
.	PONfrt	.

Garde	VERcjg	garder
,	PONfbl	,
ne	ADVneg	ne
demorer	VERinf	demorer
tu	PROper	tu
pas	ADVneg	pas
,	PONfbl	,
Qu'	CONsub	que
il	PROimp	il
me	PROper	je
covient	VERcjg	covenir
mout	ADVgen	mout
loing	ADVgen	loing
errer	VERinf	errer
.	PONfrt	.

Et	CONcoo	et
mon	DETpos	mon
cheval	NOMcom	cheval
fai	VERcjg	faire
bien	ADVgen	bien
ferrer	VERinf	ferrer
,	PONfbl	,
Si	ADVgen	si
l'	PROper	il
amainne	VERcjg	amener
tost	ADVgen	tost
aprés	PRE	après
moi	PROper	je
,	PONfbl	,
Puis	ADVgen	puis
ramanras	VERcjg	ramener
mon	DETpos	mon
palefroi	NOMcom	palefroi
.	PONfrt	.

Mes	CONcoo	mais
garde	VERcjg	garder
bien	ADVgen	bien
,	PONfbl	,
ce	PROdem	ce
te	PROper	tu
comant	VERcjg	comander
,	PONfbl	,
S'	CONsub	se
est	VERcjg	estre
nus	PROind	nul
qui	PROrel	que
de	PRE	de
moi	PROper	je
te	PROper	tu
demant	VERcjg	demander
,	PONfbl	,
Que	CONsub	que
ja	ADVgen	ja
noveles	NOMcom	novele
li	PROper	il
an	PROadv	en
dies	VERcjg	dire
.	PONfrt	.

Se	CONsub	se
or	ADVgen	or
de	PRE	de
rien	PROind	rien
an	PRE	en
moi	PROper	je
te	PROper	tu
fies	VERcjg	fïer
,	PONfbl	,
Ja	ADVgen	ja
mar	ADVgen	mar
t'	PROper	tu
i	PROadv	i
fieroies	VERcjg	fïer
mes	ADVgen	mais
.	PONfrt	.

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
or	ADVgen	or
aiez	VERcjg	avoir
pes	NOMcom	pais
,	PONfbl	,
Que	CONcoo	que
ja	ADVgen	ja
par	PRE	par
moi	PROper	je
nus	PROind	nul
nel	ADVneg.PROper	ne
savra	VERcjg	savoir
.	PONfrt	.

Alez	VERcjg	aler
,	PONfbl	,
que	CONcoo	que
je	PROper	je
vos	PROper	vos
siudrai	VERcjg	sivre
la	ADVgen	là
.	PONfbl	.
”	PONpdr	”
Messire	NOMcom	seignor
Yvains	NOMpro	Ivain
maintenant	ADVgen	maintenant
monte	VERcjg	monter
,	PONfbl	,
Qu'	CONcoo	que
il	PROper	il
