ENEAS	ADVgen	ens
g'	PROper	je
en	PROadv	en
sai	VERcjg	savoir
et	CONcoo	et
que	PROrel	que
g'	PROper	je
en	PRE	en
cui	PROrel	que
.	PONfrt	.

Tu	PROper	tu
as	VERcjg	avoir
ce	PROdem	ce
dit	VERppe	dire
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
est	VERcjg	estre
sens	NOMcom	sens
,	PONfbl	,
que	CONsub	que
pais	NOMcom	paix
feras	VERcjg	faire
as	PRE.DETdef	à.le
Troïens	NOMpro	Troien
,	PONfbl	,
de	PRE	de
ta	DETpos	ton
terre	NOMcom	terre
lor	PROper	il
vials	VERcjg	voloir
doner	VERinf	doner
,	PONfbl	,
se	CONsub	se
il	PROper	il
s'	PROper	soi
i	PROadv	i
vollent	VERcjg	voler
arester	VERinf	arester
.	PONfrt	.

Mais	CONcoo	mais
tu	PROper	tu
diz	VERcjg	dire
po	ADVgen	poi
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
avis	NOMcom	avis
,	PONfbl	,
quant	CONsub	cant
les	PROper	il
retiens	VERcjg	retenir
an	PRE	en
ton	DETpos	ton
païs	NOMcom	päis
:	PONfbl	:
done	VERcjg	doner
ta	DETpos	ton
fille	NOMcom	fille
a	PRE	a
Eneas	NOMpro	Eneas
,	PONfbl	,
a	PRE	a
lor	DETpos	lor
seignor	NOMcom	seignor
;	PONfbl	;
tu	PROper	tu
l'	PROper	il
otroias	VERcjg	otroiier
,	PONfbl	,
quant	CONsub	cant
vindrent	VERcjg	venir
ça	ADVgen	ça
si	DETpos	son
mesagier	NOMcom	messager
;	PONfbl	;
tu	PROper	tu
ne	ADVneg	ne
la	PROper	il
puez	VERcjg	pöoir
mialz	ADVgen	mieus
anploier	VERinf	emploiier
.	PONfrt	.

Nos	PROper	nos
loons	VERcjg	louer
bien	ADVgen	bien
cest	DETdem	cest
mariage	NOMcom	marïage
:	PONfbl	:
aü	ADVgen	au
i	PROadv	i
a	VERcjg	avoir
ja	ADVgen	ja
grant	ADJqua	grant
domage	NOMcom	damage
que	CONsub	que
ne	ADVneg	ne
li	PROper	il
a	VERcjg	avoir
esté	VERppe	être
donee	VERppe	doner
;	PONfbl	;
maint	DETind	maint
home	NOMcom	ome
l'	PROper	il
ont	VERcjg	avoir
ja	ADVgen	ja
comparee	VERppe	comparer
;	PONfbl	;
ancor	ADVgen	encore
en	PROadv	en
iert	VERcjg	estre
fait	VERppe	faire
mult	ADVgen	moult
noalz	ADJqua	noals
,	PONfbl	,
se	CONsub	se
de	PRE	de
covenant	VERppa	covenant
li	DETdef	le
defalz	NOMcom	défaut
.	PONfrt	.

Turnus	NOMpro	Turnus
ne	ADVneg	ne
vialt	VERcjg	voloir
que	CONsub	que
cil	PROdem	cel
la	PROper	il
prenge	VERcjg	prendre
,	PONfbl	,
avoir	VERinf	avoir
la	PROper	il
velt	VERcjg	vouloir
,	PONfbl	,
se	CONsub	se
la	DETdef	le
chalenge	NOMcom	challenge
,	PONfbl	,
dit	VERcjg	dire
que	CONsub	que
la	DETdef	le
fame	NOMcom	feme
doit	VERcjg	devoir
avoir	VERinf	avoir
,	PONfbl	,
et	CONcoo	et
de	PRE	de
la	DETdef	le
terre	NOMcom	terre
l'	PROper	il
as	VERcjg	avoir
fet	VERppe	faire
oir	NOMcom	hoir
et	CONcoo	et
tu	PROper	tu
li	PROper	il
feïs	VERcjg	faire
afïer	VERinf	afïer
,	PONfbl	,
ne	ADVneg	ne
la	PROper	il
peüs	VERcjg	pöoir
aillors	ADVgen	aillors
doner	VERinf	doner
;	PONfbl	;
se	CONsub	se
puis	ADVgen	puis
an	PROadv	en
as	VERcjg	avoir
fait	VERppe	faire
nul	PROind	nul
otroiz	VERppe	octroyer
al	PRE.DETdef	à.le
Troïen	NOMpro	Troien
,	PONfbl	,
ne	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
droiz	NOMcom	droit
,	PONfbl	,
ne	CONcoo	ne
n'	ADVneg	ne
en	PROadv	en
perdra	VERcjg	perdre
noiant	PROind	néant
par	PRE	par
toi	PROper	tu
;	PONfbl	;
il	PROper	il
s'	PROper	soi
en	PROadv	en
fet	VERcjg	faire
ja	ADVgen	ja
seignor	NOMcom	seignor
et	CONcoo	et
roi	NOMcom	roi
et	CONcoo	et
dit	VERcjg	dire
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
laira	VERcjg	laisser
noiant	PROind	néant
ne	ADVneg	ne
soit	VERcjg	estre
vandu	VERppe	vendre
molt	ADVgen	moult
chieremant	ADVgen	chierement
;	PONfbl	;
ainz	ADVgen	ainz
an	PROadv	en
morront	VERcjg	morir
quinze	DETcar	quinze
millier	NOMcom	milier
,	PONfbl	,
que	CONcoo	que
gent	NOMcom	gent
de	PRE	de
pié	NOMcom	pié
que	CONcoo	que
chevalier	NOMcom	chevalier
.	PONfrt	.

Il	PROper	il
les	PROper	il
i	PROadv	i
met	VERcjg	metre
legieremant	ADVgen	legierement
,	PONfbl	,
car	CONcoo	car
ce	PROdem	ce
ne	ADVneg	ne
li	PROper	il
coste	VERcjg	coster
noiant	PROind	néant
;	PONfbl	;
molt	ADVgen	moult
l'	PROper	il
an	PROadv	en
est	VERcjg	estre
po	ADVgen	poi
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
avis	NOMcom	avis
,	PONfbl	,
se	CONsub	se
nos	PROper	nos
an	PROadv	en
somes	VERcjg	estre
tuit	PROind	tot
ocis	VERppe	occire
;	PONfbl	;
a	PRE	a
cen	PROcar	cent
serïent	VERcjg	servir
il	PROper	il
son	DETpos	son
voel	NOMcom	vuel
,	PONfbl	,
il	PROper	il
an	PROadv	en
feroit	VERcjg	faire
asez	ADVgen	assez
bel	ADJqua	bel
duel	NOMcom	duel
;	PONfbl	;
mais	ADVgen	mais
qu'	CONsub	que
il	PROper	il
eüst	VERcjg	avoir
la	DETdef	le
terre	NOMcom	terre
an	PRE	en
pais	NOMcom	paix
et	CONcoo	et
la	DETdef	le
fame	NOMcom	feme
,	PONfbl	,
ne	ADVneg	ne
querroit	VERcjg	quérir
mes	ADVgen	mais
;	PONfbl	;
ne	ADVneg	ne
li	PROper	il
chauroit	VERcjg	chaloir
qui	PROrel	que
morz	VERppe	morir
an	PROadv	en
fust	VERcjg	estre
,	PONfbl	,
mais	ADVgen	mais
que	CONsub	que
anprés	PRE	emprès
l'	DETdef	le
enor	NOMcom	onor
aüst	VERcjg	avoir
.	PONfrt	.

Nos	PROper	nos
disomes	VERcjg	dire
antre	PRE	entre
nos	PROper	nos
ci	ADVgen	ci
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
devroit	VERcjg	devoir
pas	ADVneg	pas
estre	VERinf	estre
issi	ADVgen	issi
,	PONfbl	,
mais	CONcoo	mais
quant	CONsub	cant
il	PROper	il
velt	VERcjg	vouloir
ta	DETpos	ton
fille	NOMcom	fille
avoir	VERinf	avoir
et	CONcoo	et
que	CONsub	que
faces	VERcjg	faire
de	PRE	de
lui	PROper	il
ton	DETpos	ton
oir	NOMcom	hoir
,	PONfbl	,
se	CONsub	se
tant	ADVgen	tant
la	PROper	il
velt	VERcjg	vouloir
et	CONcoo	et
il	PROper	il
tant	ADVgen	tant
l'	PROper	il
aimme	VERcjg	amer
,	PONfbl	,
quant	CONsub	cant
voit	VERcjg	vëoir
que	CONsub	que
cil	PROdem	cel
sor	PRE	sor
lui	PROper	il
la	PROper	il
claime	VERcjg	clamer
,	PONfbl	,
si	ADVgen	si
s'	PROper	soi
en	PROadv	en
combate	VERcjg	combattre
contre	PRE	contre
lui	PROper	il
,	PONfbl	,
antr'	PRE	entre
als	PROper	il
la	PROper	il
departent	VERcjg	departir
il	PROper	il
dui	PROcar	deus
;	PONfbl	;
chascuns	PROind	chascun
i	PROadv	i
soit	VERcjg	estre
por	PRE	por
son	DETpos	son
besoing	NOMcom	besoing
,	PONfbl	,
et	CONcoo	et
nos	PROper	nos
an	PROadv	en
esteron	VERcjg	être
de	PRE	de
loing	ADVgen	loing
,	PONfbl	,
et	CONcoo	et
qui	PROrel	que
veintra	VERcjg	vaincre
,	PONfbl	,
nos	PROper	nos
lo	PROper	le
verrons	VERcjg	vëoir
,	PONfbl	,
de	PRE	de
bot	NOMcom	bot
o	PRE	o
lui	PROper	il
puis	ADVgen	puis
nos	PROper	nos
tendrons	VERcjg	tenir
.	PONfrt	.

Sols	ADJqua	seul
la	DETdef	le
conquiere	ADJqua	conquerre
et	CONcoo	et
sols	ADJqua	seul
l'	PROper	il
ait	VERcjg	avoir
;	PONfbl	;
n'	ADVneg	ne
iert	VERcjg	estre
mie	ADVneg	mie
bien	ADVgen	bien
,	PONfbl	,
s'	CONsub	se
altrement	ADVgen	autrement
vait	VERcjg	aller
.	PONfbl	.
”	PONpdr	”
Turnus	NOMpro	Turnus
oï	VERcjg	öir
que	CONsub	que
Drancés	NOMpro	Drançais
dist	VERcjg	dire
,	PONfbl	,
d'	PRE	de
ire	NOMcom	ire
et	CONcoo	et
de	PRE	de
mautalant	NOMcom	mautalent
esprist	VERcjg	éprendre
,	PONfbl	,
sailli	VERcjg	salir
avant	ADVgen	avant
,	PONfbl	,
se	ADVgen	si
li	PROper	il
a	VERcjg	avoir
dit	VERppe	dire
:	PONfbl	:
“	PONpga	“
Nos	PROper	nos
conquerrons	VERcjg	conquerre
par	PRE	par
vos	PROper	vos
petit	ADJqua	petit
.	PONfrt	.

Toz	ADVgen	tot
est	VERcjg	estre
ancor	ADVgen	encore
sains	ADJqua	saint
vostre	DETpos	vostre
escuz	NOMcom	escu
,	PONfbl	,
unc	ADVgen	onques
an	PRE	en
besoing	NOMcom	besoing
ne	ADVneg	ne
fu	VERcjg	estre
veüz	VERppe	vëoir
.	PONfrt	.

Se	CONsub	se
avion	VERcjg	avoir
plaiz	NOMcom	plaid
a	PRE	a
tenir	VERinf	tenir
,	PONfbl	,
molt	ADVgen	moult
vos	PROper	vos
i	PROadv	i
ferïez	VERcjg	faire
oïr	VERinf	öir
,	PONfbl	,
vos	PROper	vos
nos	PROper	nos
enparlerïez	VERcjg	emparlir
toz	PROind	tot
,	PONfbl	,
iluec	ADVgen	illuec
serïez	VERcjg	servir
vos	PROper	vos
molt	ADVgen	moult
proz	ADJqua	preux
;	PONfbl	;
mais	CONcoo	mais
la	ADVgen	là
ou	PROrel	où
vos	PROper	vos
devez	VERcjg	devoir
combatre	VERinf	combattre
,	PONfbl	,
ne	ADVneg	ne
vos	PROper	vos
volez	VERcjg	voloir
vos	PROper	vos
pas	ADVneg	pas
anbatre	VERinf	embatre
:	PONfbl	:
il	PROper	il
s'	PROper	soi
i	PROadv	i
anbat	VERcjg	embatre
tels	ADJind	tel
quel	DETrel	quel
compere	NOMcom	comparer
;	PONfbl	;
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
des	PRE.DETdef	de.le
anfanz	NOMcom	enfant
vostre	DETpos	vostre
mere	NOMcom	mere
ne	ADVneg	ne
mes	ADVgen	mais
sol	ADJqua	sol
vos	PROper	vos
;	PONfbl	;
cest	DETdem	cest
angardez	VERcjg	engarder
;	PONfbl	;
ce	PROdem	ce
est	VERcjg	estre
grant	ADJqua	grant
sens	NOMcom	sens
,	PONfbl	,
de	PRE	de
loin	ADVgen	loin
estez	VERcjg	ester
.	PONfrt	.

Vos	PROper	vos
n'	ADVneg	ne
iestes	VERcjg	estre
pas	ADVneg	pas
buisnarz	NOMcom	buisnart
ne	CONcoo	ne
fous	NOMcom	feu
;	PONfbl	;
se	CONsub	se
vos	PROper	vos
ne	ADVneg	ne
cremïez	VERcjg	cremir
les	DETdef	le
cous	NOMcom	queux
,	PONfbl	,
bien	ADVgen	bien
tost	ADVgen	tost
irïez	VERcjg	aller
vos	PROper	vos
avant	ADVgen	avant
;	PONfbl	;
ferrïez	VERcjg	ferrir
i	PROadv	i
de	PRE	de
maintenant	ADVgen	maintenant
,	PONfbl	,
se	CONsub	se
cil	PROdem	cel
o	PRE	o
vos	PROper	vos
combatrïez	VERcjg	combattre
avoit	VERcjg	avoir
les	DETdef	le
poinz	NOMcom	poing
trestoz	ADVgen	trestot
lïez	VERppe	lier
.	PONfrt	.

Voz	DETpos	vostre
armes	NOMcom	arme
sont	VERcjg	estre
chier	ADJqua	chier
achatees	VERppe	acheter
,	PONfbl	,
se	PROper	soi
doivent	VERcjg	devoir
bien	ADVgen	bien
estre	VERinf	estre
gardees	VERppe	garder
;	PONfbl	;
se	CONsub	se
vostre	DETpos	vostre
escuz	NOMcom	escu
estoit	VERcjg	estre
perciez	VERppe	percier
,	PONfbl	,
vos	PROper	vos
serïez	VERcjg	servir
trop	ADVgen	trop
domagiez	VERppe	damagier
;	PONfbl	;
tant	ADVgen	tant
com	CONsub	come
l'	PROper	il
avroiz	VERcjg	avoir
sain	ADJqua	sain
et	CONcoo	et
antier	ADJqua	entier
,	PONfbl	,
ne	ADVneg	ne
donroiz	VERcjg	doner
an	PRE	en
altre	DETind	autre
denier	NOMcom	denier
.	PONfrt	.

Cheval	NOMcom	cheval
avez	VERcjg	avoir
corant	VERppa	corir
si	ADVgen	si
tost	ADVgen	tost
n'	ADVneg	ne
a	VERcjg	avoir
si	ADVgen	si
isnel	ADJqua	isnel
an	PRE	en
trestot	DETind	trestot
l'	DETdef	le
ost	NOMcom	ost
,	PONfbl	,
mais	CONcoo	mais
vos	PROper	vos
l'	PROper	il
avez	VERcjg	avoir
si	ADVgen	si
bien	ADVgen	bien
apris	VERppe	aprendre
,	PONfbl	,
s'	CONsub	se
il	PROper	il
voit	VERcjg	vëoir
armes	NOMcom	arme
,	PONfbl	,
toz	PROind	tot
est	VERcjg	estre
restis	VERppe	restif
,	PONfbl	,
mais	CONcoo	mais
molt	ADVgen	moult
est	VERcjg	estre
bien	ADVgen	bien
duiz	VERppe	duire
de	PRE	de
foïr	VERinf	fuir
,	PONfbl	,
a	PRE	a
lui	PROper	il
ne	ADVneg	ne
se	PROper	soi
puet	VERcjg	pöoir
nus	PROind	nul
tenir	VERinf	tenir
;	PONfbl	;
s'	CONsub	se
un	DETndf	un
po	PROind	poi
vos	PROper	vos
torne	VERcjg	torner
a	PRE	a
destrece	NOMcom	destrece
,	PONfbl	,
plus	ADVgen	plus
vos	PROper	vos
fïez	VERcjg	fïer
an	PRE	en
s'	DETpos	son
isnelece	NOMcom	isnelece
que	CONsub	que
ne	ADVneg	ne
fetes	VERcjg	faire
an	PRE	en
vostre	DETpos	vostre
espee	NOMcom	espee
;	PONfbl	;
ja	ADVgen	ja
par	PRE	par
vos	PROper	vos
n'	ADVneg	ne
iert	VERcjg	estre
ansanglantee	VERppe	ensanglenter
.	PONfrt	.

De	PRE	de
parolle	NOMcom	parole
vos	PROper	vos
sorpoëz	VERcjg	sorpouvoir
,	PONfbl	,
o	PRE	o
la	DETdef	le
langue	NOMcom	langue
vos	PROper	vos
combatez	VERcjg	combattre
.	PONfrt	.

Ne	ADVneg	ne
conquerrai	VERcjg	conquerre
noiant	PROind	néant
par	PRE	par
vos	PROper	vos
,	PONfbl	,
malvesement	ADVgen	mauvaisement
serai	VERcjg	estre
rescos	VERppe	rescorre
par	PRE	par
vostre	DETpos	vostre
escu	NOMcom	escu
,	PONfbl	,
par	PRE	par
vostre	DETpos	vostre
lance	NOMcom	lance
;	PONfbl	;
an	PRE	en
vos	PROper	vos
an	PROadv	en
ai	VERcjg	avoir
bone	ADJqua	bon
fiance	NOMcom	fïance
:	PONfbl	:
ne	CONcoo	ne
la	DETdef	le
meschine	NOMcom	meschine
ne	CONcoo	ne
la	DETdef	le
terre	NOMcom	terre
ne	ADVneg	ne
quier	VERcjg	querre
ge	PROper	je
ja	ADVgen	ja
par	PRE	par
vos	PROper	vos
conquerre	VERinf	conquerre
.	PONfbl	.
”	PONpdr	”
Drancés	NOMpro	Drançais
a	VERcjg	avoir
la	DETdef	le
parolle	NOMcom	parole
oïe	VERppe	öir
que	PROrel	que
Turnus	NOMpro	Turnus
dist	VERcjg	dire
par	PRE	par
felenie	NOMcom	felonie
:	PONfbl	:
de	PRE	de
coardise	NOMcom	cöardise
l'	PROper	il
a	VERcjg	avoir
noté	VERppe	noter
.	PONfrt	.

Dist	VERcjg	dire
li	PROper	il
:	PONfbl	:
“	PONpga	“
Ce	PROdem	ce
est	VERcjg	estre
bien	ADVgen	bien
verité	NOMcom	verité
,	PONfbl	,
ne	ADVneg	ne
m'	PROper	je
en	PROadv	en
mis	VERcjg	metre
onques	ADVgen	onque
an	PRE	en
grant	ADJqua	grant
fais	NOMcom	faix
,	PONfbl	,
ne	CONcoo	ne
ne	ADVneg	ne
ferai	VERcjg	faire
pas	ADVneg	pas
oan	ADVgen	öan
mes	ADVgen	mais
;	PONfbl	;
molt	ADVgen	moult
doit	VERcjg	devoir
estre	VERinf	estre
bien	ADVgen	bien
an	PRE	en
l'	DETdef	le
afaire	NOMcom	afaire
qui	PROrel	que
tot	PROind	tot
en	PROadv	en
quide	VERcjg	cuider
lo	DETdef	le
prou	NOMcom	pro
traire	VERinf	traire
ou	CONcoo	o
la	DETdef	le
perte	NOMcom	perte
sor	PRE	sor
lui	PROper	il
revert	VERcjg	revertir
:	PONfbl	:
ge	PROper	je
n'	ADVneg	ne
i	PROadv	i
gaaing	VERcjg	gäaignier
ne	CONcoo	ne
ge	PROper	je
n'	ADVneg	ne
i	PROadv	i
pert	VERcjg	perdre
;	PONfbl	;
se	CONsub	se
ge	PROper	je
mon	DETpos	mon
cors	NOMcom	corps
an	PROadv	en
puis	VERcjg	pöoir
garder	VERinf	garder
,	PONfbl	,
moi	PROper	je
n'	ADVneg	ne
i	PROadv	i
lairai	VERcjg	laisser
mie	ADVneg	mie
afoler	VERinf	afoler
;	PONfbl	;
se	CONsub	se
g'	PROper	je
en	PROadv	en
gisoie	VERcjg	jesir
morz	VERppe	morir
toz	ADVgen	tot
froiz	ADJqua	froit
,	PONfbl	,
ne	ADVneg	ne
m'	PROper	je
en	PROadv	en
plendrïez	VERcjg	plaindre
nule	DETind	nul
foiz	NOMcom	foiz
.	PONfrt	.

Asez	ADVgen	assez
vos	PROper	vos
voi	VERcjg	vëoir
or	ADVgen	or
grant	ADJqua	grant
duel	NOMcom	duel
faire	VERinf	faire
,	PONfbl	,
plaindre	VERinf	plaindre
,	PONfbl	,
plorer	VERinf	plorer
,	PONfbl	,
voz	DETpos	vostre
chevous	NOMcom	chevel
traire	VERinf	traire
por	PRE	por
çaus	PROdem	cil
qui	PROrel	que
por	PRE	por
vos	PROper	vos
sont	VERcjg	estre
tuit	PROind	tot
mort	VERppe	mourir
;	PONfbl	;
vos	PROper	vos
an	PROadv	en
estes	VERcjg	estre
de	PRE	de
bel	ADJqua	bel
comfort	NOMcom	confort
!	PONfrt	!

Tel	DETind	tel
duel	NOMcom	duel
com	CONsub	come
fere	VERinf	faire
vos	PROper	vos
an	PROadv	en
voi	VERcjg	vëoir
,	PONfbl	,
ferïez	VERcjg	faire
vos	PROper	vos
asez	ADVgen	assez
de	PRE	de
moi	PROper	je
.	PONfrt	.

Se	CONsub	se
g'	PROper	je
estoie	VERcjg	estre
por	PRE	por
vos	PROper	vos
ocis	VERppe	occire
et	CONcoo	et
vos	PROper	vos
aüssiez	VERcjg	avoir
lo	DETdef	le
païs	NOMcom	päis
et	CONcoo	et
menesiez	VERcjg	mener
vostre	DETpos	vostre
ponnee	NOMcom	ponnee
,	PONfbl	,
m'	DETpos	mon
ame	NOMcom	ame
seroit	VERcjg	estre
bone	ADJqua	bon
eüree	VERppe	ëurer
;	PONfbl	;
se	ADVgen	si
tenïez	VERcjg	tenir
la	DETdef	le
fille	NOMcom	fille
al	PRE.DETdef	à.le
roi	NOMcom	roi
,	PONfbl	,
vos	PROper	vos
ferïez	VERcjg	faire
bel	ADJqua	bel
duel	NOMcom	duel
de	PRE	de
moi	PROper	je
;	PONfbl	;
molt	ADVgen	moult
m'	PROper	je
avrïez	VERcjg	avoir
tost	ADVgen	tost
oblïé	VERppe	oublier
.	PONfrt	.

Ça	ADVgen	ça
ariere	ADVgen	arrière
m'	PROper	je
en	PROadv	en
ai	VERcjg	avoir
gardé	VERppe	garder
,	PONfbl	,
si	ADVgen	si
ferai	VERcjg	faire
ge	PROper	je
ancor	ADVgen	encore
aprés	ADVgen	après
.	PONfrt	.

Par	PRE	par
foi	NOMcom	foi
,	PONfbl	,
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
mie	ADVneg	mie
Drancés	VERppe	drancher
,	PONfbl	,
qui	PROrel	que
tant	ADVgen	tant
an	PROadv	en
voille	VERcjg	veillier
or	ADVgen	or
por	PRE	por
vos	PROper	vos
faire	VERinf	faire
;	PONfbl	;
ne	ADVneg	ne
vos	PROper	vos
an	PROadv	en
quier	VERcjg	querre
losange	NOMcom	losenge
traire	VERinf	traire
que	CONsub	que
por	PRE	por
vos	PROper	vos
voille	VERcjg	veillier
ancor	ADVgen	encore
morir	VERinf	morir
;	PONfbl	;
ne	ADVneg	ne
revoil	VERcjg	revouloir
pas	ADVneg	pas
a	PRE	a
tant	ADVgen	tant
venir	VERinf	venir
;	PONfbl	;
de	PRE	de
moie	ADJpos	mon
part	NOMcom	part
vos	PROper	vos
dirai	VERcjg	dire
voir	ADJqua	voir
:	PONfbl	:
si	ADVgen	si
com	CONsub	come
volez	VERcjg	voloir
lo	DETdef	le
tot	ADVgen	tot
avoir	VERinf	avoir
,	PONfbl	,
primes	ADVgen	prim
la	DETdef	le
femme	NOMcom	femme
et	CONcoo	et
puis	PRE	puis
la	DETdef	le
terre	NOMcom	terre
,	PONfbl	,
se	ADVgen	si
la	PROper	il
vos	PROper	vos
lairai	VERcjg	laisser
ge	PROper	je
conquerre	VERinf	conquerre
.	PONfbl	.
”	PONpdr	”
Il	PROper	il
se	PROper	soi
torna	VERcjg	torner
anvers	PRE	envers
lo	DETdef	le
roi	NOMcom	roi
.	PONfrt	.

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
fait	VERcjg	faire
il	PROper	il
,	PONfbl	,
antant	VERcjg	entendre
a	PRE	a
moi	PROper	je
,	PONfbl	,
la	DETdef	le
fin	NOMcom	fin
avons	VERcjg	avoir
ci	ADVgen	ci
porparlee	VERppe	porparler
,	PONfbl	,
se	PROper	soi
doit	VERcjg	devoir
bien	ADVgen	bien
estre	VERinf	estre
recordee	VERppe	recorder
;	PONfbl	;
tuit	PROind	tot
i	PROadv	i
antandent	VERcjg	entendre
cil	DETdem	cil
baron	NOMcom	baron
,	PONfbl	,
otroient	VERcjg	otroiier
la	PROper	il
,	PONfbl	,
s'	CONsub	se
il	PROper	il
est	VERcjg	estre
raison	NOMcom	raison
:	PONfbl	:
ta	DETpos	ton
fille	NOMcom	fille
au	PRE.DETdef	a
Troïen	NOMpro	Troien
donras	VERcjg	doner
,	PONfbl	,
de	PRE	de
ta	DETpos	ton
terre	NOMcom	terre
l'	PROper	il
eriteras	VERcjg	hériter
,	PONfbl	,
et	CONcoo	et
se	CONsub	se
Turnus	NOMpro	Turnus
la	PROper	il
velt	VERcjg	vouloir
deffandre	VERinf	défendre
,	PONfbl	,
bataille	NOMcom	bataille
an	PROadv	en
puet	VERcjg	pöoir
bien	ADVgen	bien
vers	PRE	vers
lui	PROper	il
prendre	VERinf	prendre
:	PONfbl	:
se	CONsub	se
cors	NOMcom	corps
a	PRE	a
cors	NOMcom	corps
la	PROper	il
puet	VERcjg	pöoir
conquerre	VERinf	conquerre
,	PONfbl	,
si	ADVgen	si
ait	VERcjg	avoir
la	DETdef	le
feme	NOMcom	femme
o	PRE	o
tot	DETind	tot
la	DETdef	le
terre	NOMcom	terre
.	PONfrt	.

Bien	ADVgen	bien
te	PROper	tu
dimes	VERcjg	dire
,	PONfbl	,
pas	ADVneg	pas
n'	ADVneg	ne
otroion	VERcjg	otroiier
qu'	CONsub	que
en	PROadv	en
muire	VERcjg	morir
mes	ADVgen	mais
s'	CONsub	se
uns	PROind	un
d'	PRE	de
als	PROper	il
dous	PROcar	deux
non	ADVneg	non
.	PONfbl	.
”	PONpdr	”
Turnus	NOMpro	Turnus
sailli	VERcjg	salir
avant	ADVgen	avant
an	PRE	en
piez	NOMcom	pié
,	PONfbl	,
anvers	PRE	envers
le	DETdef	le
roi	NOMcom	roi
s'	PROper	soi
est	VERcjg	estre
aprismiez	VERppe	approismier
;	PONfbl	;
de	PRE	de
la	DETdef	le
bataille	NOMcom	bataille
tant	ADVgen	tant
son	DETpos	son
gage	NOMcom	gage
iluec	ADVgen	illuec
voiant	VERppa	voir
tot	DETind	tot
lo	DETdef	le
barnage	NOMcom	barnage
,	PONfbl	,
et	CONcoo	et
dit	VERcjg	dire
que	CONsub	que
tote	DETind	tot
fins	NOMcom	fin
an	PROadv	en
ert	VERcjg	être
par	PRE	par
sol	ADJqua	sol
son	DETpos	son
cors	NOMcom	corps
,	PONfbl	,
s'	CONsub	se
il	PROper	il
la	PROper	il
conquiert	VERcjg	conquerre
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
la	DETdef	le
corz	NOMcom	cort
lo	DETdef	le
roi	NOMcom	roi
l'	PROper	il
otroie	VERcjg	otroiier
,	PONfbl	,
bien	ADVgen	bien
est	VERcjg	estre
que	CONsub	que
l'	DETdef	le
an	PROind	on
la	DETdef	le
fin	NOMcom	fin
an	PROadv	en
voie	VERcjg	vëoir
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
li	PROper	il
vit	VERcjg	vëoir
son	DETpos	son
gage	NOMcom	gage
tandre	VERinf	tendre
,	PONfbl	,
mais	CONcoo	mais
il	PROper	il
nel	ADVneg.PROper	ne
volt	VERcjg	vouloir
ancore	ADVgen	encore
prendre	VERinf	prendre
,	PONfbl	,
dit	VERcjg	dire
que	CONsub	que
primes	ADVgen	prim
anvoiera	VERcjg	envoiier
au	PRE.DETdef	a
Troïen	NOMpro	Troien
,	PONfbl	,
si	ADVgen	si
mandera	VERcjg	mander
que	CONsub	que
or	ADVgen	or
sera	VERcjg	estre
fins	NOMcom	fin
de	PRE	de
la	DETdef	le
guerre	NOMcom	guerre
,	PONfbl	,
se	CONsub	se
par	PRE	par
son	DETpos	son
cors	NOMcom	corps
la	PROper	il
puet	VERcjg	pöoir
conquerre	VERinf	conquerre
.	PONfrt	.

Bataille	NOMcom	bataille
avra	VERcjg	avoir
,	PONfbl	,
se	CONsub	se
il	PROper	il
l'	PROper	il
otroie	VERcjg	otroiier
;	PONfbl	;
lo	DETdef	le
jor	NOMcom	jor
soit	VERcjg	estre
pris	VERppe	prendre
que	CONsub	que
l'	DETdef	le
an	PROind	on
la	PROper	il
voie	VERcjg	vëoir
an	PRE	en
cel	DETdem	cil
isle	NOMcom	île
de	PRE	de
la	ADVgen	là
defors	ADVgen	defors
:	PONfbl	:
n'	ADVneg	ne
i	PROadv	i
ait	VERcjg	avoir
que	ADVgen	que
solemant	ADVgen	solement
lor	DETpos	lor
cors	NOMcom	corps
,	PONfbl	,
et	CONcoo	et
qui	PROrel	que
vaintra	VERcjg	veintre
l'	DETdef	le
autre	PROind	autre
an	PRE	en
bataille	NOMcom	bataille
,	PONfbl	,
si	ADVgen	si
avra	VERcjg	avoir
tot	PROind	tot
conquis	VERppe	conquerre
sanz	PRE	sans
faille	NOMcom	faille
.	PONfbl	.
”	PONpdr	”
Ensi	ADVgen	ainsi
l'	PROper	il
a	VERcjg	avoir
otroié	VERppe	octroyer
Turnus	NOMpro	Turnus
;	PONfbl	;
li	DETdef	le
rois	NOMcom	roi
esgarde	VERcjg	esgarder
,	PONfbl	,
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
plus	ADVgen	plus
,	PONfbl	,
