Quant	CONsub	quand
partie	NOMcom	partie
de	PRE	de
Rome	NOMpro	Rome
.	PONfrt	.

La	DETdef	le
Magdelaine	NOMpro	Magelain
ki	PROrel	qui
avoit	VERcjg	avoir
eslite	VERppe	eslire
de	PRE	de
dous	DETcar	deux
vies	NOMcom	vie
la	DETdef	le
melhor	ADJqua	meillor
partie	NOMcom	partie
disoit	VERcjg	dire
chascun	DETind	chascun
jor	NOMcom	jor
en	PRE	en
complaignant	VERppa	complaindre
a	PRE	a
Nostre	DETpos	notre
Sanior	NOMcom	seigneur
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
com	CONsub	come
longement	ADVgen	longuement
me	PROper	je
sofferrez	VERcjg	sofrir
vos	PROper	vos
en	PRE	en
cest	DETdem	cest
grant	ADJqua	grant
travail	NOMcom	travail
de	PRE	de
cuer	NOMcom	cuer
,	PONfbl	,
et	CONcoo	et
de	PRE	de
cors	NOMcom	corps
,	PONfbl	,
ceste	DETdem	cest
partie	NOMcom	partie
n'	ADVneg	ne
avoie	VERcjg	avoir
je	PROper	je
mie	ADVneg	mie
eslite	VERppe	eslire
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
quant	CONsub	cant
voz	DETpos	vostre
dolz	ADJqua	douz
plaisirs	NOMcom	plaisir
est	VERcjg	estre
,	PONfbl	,
apelez	VERcjg	apeler
moi	PROper	je
a	PRE	a
l'	DETdef	le
autre	ADJind	autre
vie	NOMcom	vie
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
sans	PRE	sans
failhe	NOMcom	faille
ele	PROper	il
avoit	VERcjg	avoir
grant	ADJqua	grant
travailh	NOMcom	travail
,	PONfbl	,
car	CONcoo	car
li	PROper	il
convenoit	VERcjg	convenir
ordiner	VERinf	ordiner
tot	DETind	tot
l'	DETdef	le
estat	NOMcom	état
de	PRE	de
sainte	ADJqua	saint
eglise	NOMcom	église
,	PONfbl	,
chascun	DETind	chascun
jor	NOMcom	jor
preeschier	VERinf	prêcher
,	PONfbl	,
et	CONcoo	et
faire	VERinf	faire
les	DETdef	le
aultres	ADJind	autre
oevres	NOMcom	oeuvre
ki	PROrel	qui
apartinent	VERcjg	appartenir
a	PRE	a
vie	NOMcom	vie
active	ADJqua	actif
.	PONfrt	.

Ançois	ADVgen	ainçois
ke	CONsub	que
Nostre	DETpos	notre
Sires	NOMcom	sire
le	PROper	il
volsist	VERcjg	voloir
oir	NOMcom	hoir
,	PONfbl	,
eut	VERcjg	avoir
ele	PROper	il
mult	ADVgen	moult
sovent	ADVgen	souvent
faite	VERppe	faire
ceste	DETdem	cest
proiere	NOMcom	priiere
,	PONfbl	,
et	CONcoo	et
cant	CONsub	quand
Nostre	DETpos	notre
Sires	NOMcom	sire
vit	VERcjg	vëoir
k'	CONsub	que
ele	PROper	il
eut	VERcjg	avoir
conquis	VERppe	conquerre
a	PRE	a
la	DETdef	le
foit	NOMcom	foi
tot	DETind	tot
le	DETdef	le
regne	NOMcom	règne
d'	PRE	de
Aquiler	NOMpro	Aquiler
,	PONfbl	,
et	CONcoo	et
de	PRE	de
Marselle	NOMpro	Marselles
,	PONfbl	,
il	PROper	il
envoia	VERcjg	envoyer
sa	DETpos	son
graze	NOMcom	grasse
el	PRE.DETdef	en
pueble	NOMcom	pueble
,	PONfbl	,
et	CONcoo	et
se	ADVgen	si
le	PROper	il
conferma	VERcjg	confermer
en	PRE	en
vraie	ADJqua	vrai
foit	NOMcom	foi
,	PONfbl	,
ensi	ADVgen	ainsi
ke	CONsub	que
ses	DETpos	son
nons	NOMcom	nom
fu	VERcjg	estre
apelez	VERppe	apeler
par	PRE	par
tot	PROind	tot
la	ADVgen	là
u	PROrel	où
mahons	NOMcom	mahon
et	CONcoo	et
autre	DETind	autre
ydele	NOMcom	idole
estoient	VERcjg	être
cultivé	VERppe	cultiver
.	PONfrt	.

Kant	CONsub	cant
la	DETdef	le
Magdelaine	NOMpro	Magelain
vit	VERcjg	vëoir
c'	CONsub	que
om	PROind	on
servoit	VERcjg	servir
son	DETpos	son
Sanior	NOMcom	seigneur
,	PONfbl	,
par	PRE	par
tot	PROind	tot
la	ADVgen	là
ou	PROrel	où
ele	PROper	il
avoit	VERcjg	avoir
preeschiét	VERppe	prêcher
ele	PROper	il
s'	PROper	soi
esvelha	VERcjg	esveillier
por	PRE	por
orer	VERinf	orer
,	PONfbl	,
et	CONcoo	et
por	PRE	por
rendre	VERinf	rendre
graces	NOMcom	grâce
a	PRE	a
Nostre	DETpos	notre
Sanior	NOMcom	seigneur
des	PRE.DETdef	de.le
biens	NOMcom	bien
k'	PROrel	que
il	PROper	il
faisoit	VERcjg	faire
au	PRE.DETdef	a
pueple	NOMcom	peuple
k'	PROrel	que
ele	PROper	il
li	PROper	il
avoit	VERcjg	avoir
aquis	VERppe	acquérir
.	PONfrt	.

Ensi	ADVgen	ainsi
com	CONsub	come
ele	PROper	il
estoit	VERcjg	estre
en	PRE	en
orisons	NOMcom	oraison
,	PONfbl	,
une	DETndf	un
multitudine	NOMcom	multitudine
d'	PRE	de
angeles	NOMcom	ange
descendirent	VERcjg	descendre
del	PRE.DETdef	de
ciel	NOMcom	ciel
,	PONfbl	,
ki	PROrel	qui
la	PROper	il
ravirent	VERcjg	ravir
en	PRE	en
cors	NOMcom	corps
et	CONcoo	et
en	PRE	en
anrme	NOMcom	âme
.	PONfrt	.

En	PRE	en
une	DETndf	un
haulte	ADJqua	haut
montaigne	NOMcom	montagne
fu	VERcjg	estre
ele	PROper	il
XXVII	DETcar	vingt-set
ans	NOMcom	an
,	PONfbl	,
en	PRE	en
un	DETndf	un
liu	NOMcom	lieu
ke	PROrel	que
li	DETdef	le
angele	NOMcom	ange
entalierent	VERcjg	entaliier
de	PRE	de
lor	DETpos	lor
propres	ADJqua	propre
mains	NOMcom	main
.	PONfrt	.

Dedens	PRE	dedans
ces	DETdem	ce
XXVII	ADJcar	vingt-sept
ans	NOMcom	an
ne	ADVneg	ne
buit	VERcjg	buivre
ele	PROper	il
ne	ADVneg	ne
se	PROper	soi
manja	VERcjg	mangier
fors	PRE	fors
le	DETdef	le
pain	NOMcom	pain
des	PRE.DETdef	de.le
angeles	NOMcom	ange
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
estoit	VERcjg	estre
chascunt	DETind	chascon
jor	NOMcom	jor
portee	VERppe	porter
des	PRE.DETdef	de.le
mains	NOMcom	main
des	PRE.DETdef	de.le
angeles	NOMcom	ange
en	PRE	en
anrme	NOMcom	âme
et	CONcoo	et
en	PRE	en
cors	NOMcom	corps
si	ADVgen	si
haut	ADJqua	haut
,	PONfbl	,
ke	CONsub	que
de	PRE	de
la	ADVgen	là
gostoit	VERcjg	goster
ele	PROper	il
le	DETdef	le
pain	NOMcom	pain
dont	PROrel	dont
ele	PROper	il
vivoit	VERcjg	vivre
.	PONfrt	.

La	DETdef	le
montaigne	NOMcom	montagne
estoit	VERcjg	estre
si	ADVgen	si
loins	ADJqua	loin
de	PRE	de
gent	NOMcom	gent
,	PONfbl	,
ke	CONsub	que
nuz	ADJqua	nu
n'	ADVneg	ne
i	PROadv	i
habitoit	VERcjg	habiter
,	PONfbl	,
s'	ADVgen	si
estoit	VERcjg	estre
si	ADVgen	si
roiste	ADJqua	roiste
ke	CONsub	que
nus	PROind	nul
n'	ADVneg	ne
i	PROadv	i
pooit	VERcjg	pöoir
monter	VERinf	monter
,	PONfbl	,
s'	ADVgen	si
estoit	VERcjg	estre
si	ADVgen	si
vive	ADJqua	vif
roche	NOMcom	roche
ke	CONsub	que
oisiaus	NOMcom	oiseau
n'	ADVneg	ne
i	PROadv	i
eust	VERcjg	avoir
de	PRE	de
ke	PROrel	que
vivre	VERinf	vivre
.	PONfrt	.

ne	CONcoo	ne
vivans	VERppa	vivre
gens	NOMcom	gens
n'	ADVneg	ne
i	PROadv	i
pooient	VERcjg	pouvoir
habiteir	VERinf	habiter
.	PONfrt	.

Au	PRE.DETdef	a
terme	NOMcom	terme
de	PRE	de
la	DETdef	le
fin	NOMcom	fin
de	PRE	de
XXVII	DETcar	vingt-set
ans	NOMcom	an
,	PONfbl	,
avient	VERcjg	avenir
a	PRE	a
une	DETndf	un
quarantaine	NOMcom	quarantaine
del	PRE.DETdef	de
an	NOMcom	an
c'	CONsub	que
uns	DETndf	un
moines	NOMcom	moine
issi	VERcjg	issir
fors	ADVgen	fors
de	PRE	de
s'	DETpos	son
abeie	NOMcom	abbaye
,	PONfbl	,
por	PRE	por
faire	VERinf	faire
sa	DETpos	son
penitence	NOMcom	pénitence
en	PRE	en
racines	NOMcom	racine
cruels	ADJqua	cruel
viandes	NOMcom	viande
,	PONfbl	,
dont	PROrel	dont
il	PROper	il
pooit	VERcjg	pöoir
sostenir	VERinf	sostenir
sa	DETpos	son
vie	NOMcom	vie
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
il	PROper	il
ot	VERcjg	avoir
pres	ADVgen	près
la	DETdef	le
quarantaine	NOMcom	quarantaine
tote	ADVgen	tot
faite	VERppe	faire
et	CONcoo	et
sa	DETpos	son
penitance	NOMcom	penitence
,	PONfbl	,
s'	PROper	soi
esmervelhat	VERcjg	esmerveiller
mult	ADVgen	moult
,	PONfbl	,
et	CONcoo	et
pria	VERcjg	prier
a	PRE	a
Nostre	DETpos	notre
Sanior	NOMcom	seigneur
c'	CONsub	que
ausi	ADVgen	aussi
com	CONsub	come
il	PROper	il
li	PROper	il
avoit	VERcjg	avoir
donét	VERppe	donner
veir	VERinf	voir
cele	DETdem	cil
merveilhe	NOMcom	merveille
par	PRE	par
sa	DETpos	son
debonaireté	NOMcom	débonnaireté
,	PONfbl	,
k'	CONsub	que
il	PROper	il
li	PROper	il
laisaist	VERcjg	laisser
conoistre	VERinf	connaître
ke	PROrel	que
c'	PROdem	ce
estoit	VERcjg	estre
.	PONfrt	.

Del	PRE.DETdef	de
grant	ADJqua	grant
desirrer	VERinf	désirer
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
,	PONfbl	,
comença	VERcjg	commencer
a	PRE	a
monter	VERinf	monter
a	PRE	a
monter	VERinf	monter
en	PRE	en
la	DETdef	le
montaigne	NOMcom	montagne
par	PRE	par
mult	ADVgen	moult
de	PRE	de
fies	NOMcom	fie
,	PONfbl	,
mais	CONcoo	mais
ne	ADVneg	ne
pooit	VERcjg	pöoir
mie	ADVneg	mie
mult	ADVgen	moult
haut	ADVgen	haut
monter	VERinf	monter
.	PONfrt	.

Un	DETndf	un
jor	NOMcom	jor
s'	PROper	soi
esforça	VERcjg	efforcer
mult	ADVgen	moult
de	PRE	de
monter	VERinf	monter
,	PONfbl	,
mais	CONcoo	mais
cant	CONsub	quand
il	PROper	il
fu	VERcjg	estre
aukes	PROind	auques
montez	VERppe	monter
,	PONfbl	,
la	DETdef	le
vertus	NOMcom	vertu
del	PRE.DETdef	de
cors	NOMcom	corps
li	PROper	il
fali	VERcjg	faillir
tote	PROind	tot
,	PONfbl	,
et	CONcoo	et
cant	CONsub	quand
il	PROper	il
vit	VERcjg	vëoir
ce	PROdem	ce
,	PONfbl	,
si	ADVgen	si
s'	PROper	soi
escria	VERcjg	escrïer
a	PRE	a
Nostre	DETpos	notre
Sanior	NOMcom	seigneur
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
je	PROper	je
croi	VERcjg	croire
ke	CONsub	que
ce	PROdem	ce
soit	VERcjg	estre
de	PRE	de
vos	DETpos	votre
grans	ADJqua	grand
secres	NOMcom	secre
cui	PROrel	que
il	PROper	il
ne	ADVneg	ne
loit	VERcjg	lier
nient	ADVgen	néant
home	NOMcom	ome
charnel	ADJqua	charnel
veir	ADJqua	vair
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
puis	PRE	puis
k'	CONsub	que
il	PROper	il
ne	ADVneg	ne
le	PROper	il
me	PROper	je
loit	VERcjg	lier
veir	NOMcom	voir
,	PONfbl	,
donez	VERcjg	doner
le	PROper	il
moi	PROper	je
sentir	VERinf	sentir
par	PRE	par
vo	DETpos	votre
grace	NOMcom	grâce
”	PONpdr	”
.	PONfrt	.

Ensi	ADVgen	ainsi
com	CONsub	come
il	PROper	il
oroit	VERcjg	ouïr
en	PRE	en
teil	DETind	tel
maniere	NOMcom	manière
,	PONfbl	,
li	DETdef	le
angele	NOMcom	ange
en	PRE	en
chantant	VERppa	chanter
merveilhousement	ADVgen	merveilleusement
esleverent	VERcjg	élever
le	DETdef	le
Magdelaine	NOMpro	Magelain
en	PRE	en
haut	ADJqua	haut
,	PONfbl	,
li	DETdef	le
preudom	NOMcom	pro
esgarda	VERcjg	esgarder
cele	DETdem	cil
part	NOMcom	part
et	CONcoo	et
si	ADVgen	si
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Creature	NOMcom	créature
Deu	NOMpro	Dieu
,	PONfbl	,
je	PROper	je
te	PROper	tu
conjur	VERcjg	conjurer
par	PRE	par
cestui	PROdem	cest
ki	PROrel	qui
ceste	DETdem	cest
honor	NOMcom	honneur
te	PROper	tu
fait	VERcjg	faire
,	PONfbl	,
ke	CONsub	que
tu	PROper	tu
me	PROper	je
dies	VERcjg	dire
ki	PROrel	qui
tu	PROper	tu
ies	VERcjg	être
”	PONpdr	”
.	PONfrt	.

Et	CONcoo	et
une	DETndf	un
vois	NOMcom	voix
d'	PRE	de
amont	ADVgen	amont
li	PROper	il
respondi	VERcjg	répondre
:	PONfbl	:
“	PONpga	“
C'	PROdem	ce
est	VERcjg	estre
la	DETdef	le
glorieuse	ADJqua	glorieux
Magdelaine	NOMpro	Magelain
”	PONpdr	”
.	PONfrt	.

Apres	ADVgen	après
,	PONfbl	,
cant	CONsub	quand
li	DETdef	le
angele	NOMcom	ange
l'	PROper	il
orent	VERcjg	avoir
remise	VERppe	remettre
en	PRE	en
son	DETpos	son
lieu	NOMcom	lieu
,	PONfbl	,
ele	PROper	il
dist	VERcjg	dire
au	PRE.DETdef	a
moigne	NOMcom	moigne
:	PONfbl	:
“	PONpga	“
Va	VERcjg	aler
a	PRE	a
Maxemien	NOMpro	Malemien
le	DETdef	le
veske	NOMcom	évêque
mon	DETpos	mon
pere	NOMcom	père
et	CONcoo	et
se	ADVgen	si
li	PROper	il
dit	VERcjg	dire
k'	CONsub	que
il	PROper	il
soit	VERcjg	estre
en	PRE	en
sa	DETpos	son
capele	NOMcom	chapelle
a	PRE	a
cel	DETdem	cil
jor	NOMcom	jor
”	PONpdr	”
,	PONfbl	,
se	ADVgen	si
li	PROper	il
noma	VERcjg	nomer
le	DETdef	le
jor	NOMcom	jor
de	PRE	de
son	DETpos	son
trespas	NOMcom	trespas
,	PONfbl	,
“	PONpga	“
et	CONcoo	et
si	ADVgen	si
soit	VERcjg	estre
mult	ADVgen	moult
matin	NOMcom	matin
,	PONfbl	,
car	CONcoo	car
je	PROper	je
volrai	VERcjg	voloir
la	ADVgen	là
mult	ADVgen	moult
parler	VERinf	parler
a	PRE	a
li	PROper	il
”	PONpdr	”
.	PONfrt	.

Li	DETdef	le
preudom	NOMcom	pro
fu	VERcjg	estre
liez	ADJqua	lié
de	PRE	de
ce	PROdem	ce
k'	CONsub	que
il	PROper	il
fu	VERcjg	estre
messages	NOMcom	message
a	PRE	a
si	ADVgen	si
gloriose	ADJqua	glorieux
dame	NOMcom	dame
,	PONfbl	,
a	PRE	a
si	ADVgen	si
saint	ADJqua	saint
home	NOMcom	ome
.	PONfrt	.

Il	PROper	il
se	PROper	soi
repairat	VERcjg	repairer
mult	ADVgen	moult
tost	ADVgen	tost
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
fist	VERcjg	faire
le	DETdef	le
message	NOMcom	message
ki	PROrel	qui
li	PROper	il
fu	VERcjg	estre
enjoins	VERppe	enjoindre
.	PONfrt	.

Kant	CONsub	cant
Sainz	ADJqua	saint
Maximiens	NOMpro	Malimien
oï	VERcjg	öir
noveles	NOMcom	novele
de	PRE	de
sa	DETpos	son
filhe	NOMcom	fille
de	PRE	de
cui	PROrel	que
il	PROper	il
ne	ADVneg	ne
savoit	VERcjg	savoir
penser	VERinf	penser
k'	CONsub	que
ele	PROper	il
astoit	VERcjg	être
devenue	VERppe	devenir
,	PONfbl	,
ne	ADVneg	ne
fu	VERcjg	estre
mie	ADVneg	mie
merveilhe	NOMcom	merveille
s'	CONsub	se
il	PROper	il
fu	VERcjg	estre
mult	ADVgen	moult
liez	ADJqua	lié
,	PONfbl	,
car	CONcoo	car
maintes	DETind	maint
foiz	NOMcom	foiz
avoit	VERcjg	avoir
priiét	VERppe	prier
a	PRE	a
Nostre	DETpos	notre
Sanior	NOMcom	seigneur
k'	CONsub	que
il	PROper	il
l'	PROper	il
avoiast	VERcjg	avoiier
o	PRE	o
ele	PROper	il
astoit	VERcjg	être
,	PONfbl	,
ne	CONcoo	ne
onkes	ADVgen	onques
ne	ADVneg	ne
l'	PROper	il
avoit	VERcjg	avoir
seut	VERppe	savoir
.	PONfrt	.

Au	PRE.DETdef	a
jor	NOMcom	jor
ke	PROrel	que
la	DETdef	le
Magdelaine	NOMpro	Magelain
li	PROper	il
avoit	VERcjg	avoir
mandé	VERppe	mander
,	PONfbl	,
ala	VERcjg	aller
il	PROper	il
mult	ADVgen	moult
matin	NOMcom	matin
a	PRE	a
sa	DETpos	son
capele	NOMcom	chapelle
.	PONfrt	.

Mais	CONcoo	mais
cant	CONsub	quand
il	PROper	il
vint	VERcjg	venir
il	PROper	il
fu	VERcjg	estre
si	ADVgen	si
esbahiz	VERppe	esbäir
de	PRE	de
la	DETdef	le
clarté	NOMcom	clarté
des	PRE.DETdef	de.le
angeles	NOMcom	ange
ki	PROrel	qui
estoient	VERcjg	être
dedens	ADVgen	dedans
avoec	PRE	avuec
le	DETdef	le
Magdelaine	NOMpro	Magelain
k'	CONsub	que
il	PROper	il
n'	ADVneg	ne
osa	VERcjg	oser
entrer	VERinf	entrer
ens	ADVgen	ens
,	PONfbl	,
et	CONcoo	et
ne	CONcoo	ne
porkant	VERppa	pourchant
por	PRE	por
le	PROper	il
:	PONfbl	:
grant	ADJqua	grant
desirier	NOMcom	désirier
,	PONfbl	,
k'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
,	PONfbl	,
commença	VERcjg	commencer
il	PROper	il
a	PRE	a
entrer	VERinf	entrer
dedens	ADVgen	dedans
.	PONfrt	.

Mais	CONcoo	mais
li	DETdef	le
angele	NOMcom	ange
ki	PROrel	qui
ne	ADVneg	ne
conversent	VERcjg	converser
mie	ADVneg	mie
avoec	PRE	avuec
les	DETdef	le
homes	NOMcom	homme
s'	PROper	soi
en	PROadv	en
partirent	VERcjg	partir
tantost	ADVgen	tantôt
,	PONfbl	,
la	DETdef	le
Magdelaine	NOMpro	Magelain
demorat	VERcjg	demeurer
en	PRE	en
air	NOMcom	air
,	PONfbl	,
en	PRE	en
mi	NOMcom	mi
la	DETdef	le
chapele	NOMcom	chapele
,	PONfbl	,
et	CONcoo	et
salua	VERcjg	salüer
son	DETpos	son
pere	NOMcom	père
,	PONfbl	,
et	CONcoo	et
fisent	VERcjg	faire
mult	ADVgen	moult
grant	ADJqua	grant
joie	NOMcom	joie
,	PONfbl	,
et	CONcoo	et
de	PRE	de
ce	PROdem	ce
k'	CONsub	que
il	PROper	il
parlerent	VERcjg	parler
de	PRE	de
Nostre	DETpos	notre
Sanior	NOMcom	seigneur
tant	ADVgen	tant
desiranment	ADVgen	desiramment
,	PONfbl	,
plorerent	VERcjg	pleurer
il	PROper	il
tant	ADVgen	tant
,	PONfbl	,
ke	CONsub	que
les	DETdef	le
larmes	NOMcom	larme
d'	PRE	de
aus	PROper	il
deus	PROcar	deus
fu	VERcjg	estre
li	DETdef	le
pavement	NOMcom	pavement
de	PRE	de
la	DETdef	le
chapele	NOMcom	chapele
ne	CONcoo	ne
mie	ADVneg	mie
solement	ADVgen	seulement
arosez	VERppe	aroser
,	PONfbl	,
mais	CONcoo	mais
si	ADVgen	si
plenierement	ADVgen	planièrement
molliez	VERppe	moulir
,	PONfbl	,
k'	CONsub	que
en	PRE	en
mains	DETind	moins
lius	NOMcom	lieu
flotoit	VERcjg	floter
li	DETdef	le
aiwe	NOMcom	aide
desore	PRE	desor
le	DETdef	le
pavement	NOMcom	pavement
.	PONfrt	.

Adont	ADVgen	adonc
conta	VERcjg	conter
le	DETdef	le
Magdelaine	NOMpro	Magelain
la	DETdef	le
vie	NOMcom	vie
k'	CONsub	que
ele	PROper	il
avoit	VERcjg	avoir
meneie	VERppe	mener
XXVII	DETcar	vingt-set
ans	NOMcom	an
en	PRE	en
la	DETdef	le
montaigne	NOMcom	montagne
,	PONfbl	,
et	CONcoo	et
cant	CONsub	quand
ele	PROper	il
ot	VERcjg	avoir
assez	ADVgen	assez
parlé	VERppe	parler
a	PRE	a
lui	PROper	il
priveement	ADVgen	privément
,	PONfbl	,
ele	PROper	il
dist	VERcjg	dire
k'	CONsub	que
il	PROper	il
fesist	VERcjg	faire
venir	VERinf	venir
toz	DETind	tot
les	DETdef	le
clers	NOMcom	clerc
de	PRE	de
la	DETdef	le
vile	NOMcom	vile
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
la	PROper	il
communiat	VERcjg	communier
devant	PRE	devant
toz	PROind	tot
.	PONfrt	.

Li	DETdef	le
veskes	NOMcom	vêque
ensi	ADVgen	ainsi
les	PROper	il
fist	VERcjg	faire
venir	VERinf	venir
.	PONfrt	.

Kant	CONsub	cant
il	PROper	il
furent	VERcjg	estre
tot	PROind	tot
venut	VERppe	venir
,	PONfbl	,
ele	PROper	il
dist	VERcjg	dire
sa	DETpos	son
coupe	NOMcom	coupe
devant	PRE	devant
son	DETpos	son
pere	NOMcom	père
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
si	ADVgen	si
s'	PROper	soi
engenolla	VERcjg	engenoler
en	PRE	en
l'	DETdef	le
air	NOMcom	air
por	PRE	por
recevoir	VERinf	recevoir
le	DETdef	le
cors	NOMcom	corps
de	PRE	de
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
,	PONfbl	,
et	CONcoo	et
au	PRE.DETdef	a
veske	NOMcom	évêque
devant	PRE	devant
tos	PROind	tous
a	PRE	a
jointes	VERppe	joindre
mains	NOMcom	main
,	PONfbl	,
a	PRE	a
vrai	ADJqua	vrai
cuer	NOMcom	cuer
,	PONfbl	,
par	PRE	par
grant	ADJqua	grant
reverence	NOMcom	révérence
confundant	VERppa	confondre
en	PRE	en
larmes	NOMcom	larme
receut	VERcjg	recevoir
ele	PROper	il
son	DETpos	son
creator	NOMcom	créateur
,	PONfbl	,
en	PRE	en
tel	DETind	tel
maniere	NOMcom	manière
,	PONfbl	,
ke	CONsub	que
il	PROimp	il
sambloit	VERcjg	sembler
ke	CONsub	que
si	DETpos	son
doi	ADJcar	deux
oelh	NOMcom	œil
doi	DETcar	deux
conduit	NOMcom	conduit
d'	PRE	de
une	DETndf	un
fontaine	NOMcom	fontaine
ki	PROrel	qui
rendissent	VERcjg	rendre
aigue	NOMcom	aigue
corant	VERppa	corir
.	PONfrt	.

Un	DETndf	un
petit	PROind	petit
apres	PRE	après
ce	PROdem	ce
k'	CONsub	que
ele	PROper	il
l'	PROper	il
ot	VERcjg	avoir
reçut	VERppe	recevoir
,	PONfbl	,
ele	PROper	il
prist	VERcjg	prendre
congié	NOMcom	congié
a	PRE	a
songié	NOMcom	songie
a	PRE	a
son	DETpos	son
pere	NOMcom	père
et	CONcoo	et
tantost	ADVgen	tantôt
se	PROper	soi
sevra	VERcjg	sevrer
li	DETdef	le
anrme	NOMcom	âme
del	PRE.DETdef	de
cors	NOMcom	corps
en	PRE	en
tel	DETind	tel
maniere	NOMcom	manière
,	PONfbl	,
ke	CONsub	que
grans	ADJqua	grand
multitudene	NOMcom	multitudien
d'	PRE	de
angeles	NOMcom	ange
recurent	VERcjg	recourir
l'	DETdef	le
anrme	NOMcom	âme
,	PONfbl	,
et	CONcoo	et
la	PROper	il
porterent	VERcjg	porter
en	PRE	en
glore	NOMcom	glore
,	PONfbl	,
en	PRE	en
tel	DETind	tel
maniere	NOMcom	manière
,	PONfbl	,
ki	PROrel	qui
enpresent	NOMcom	emprésent
estoient	VERcjg	être
et	CONcoo	et
ki	PROrel	qui
deservi	VERppe	desservir
l'	PROper	il
avoient	VERcjg	avoir
,	PONfbl	,
oirent	VERcjg	ouïr
la	DETdef	le
melodie	NOMcom	mélodie
des	PRE.DETdef	de.le
angeles	NOMcom	ange
.	PONfrt	.

Li	DETdef	le
veskes	NOMcom	vêque
Maxemiens	NOMpro	Malemien
ot	VERcjg	avoir
le	DETdef	le
cors	NOMcom	corps
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
dit	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Magdelaine	NOMpro	Magelain
,	PONfbl	,
por	PRE	por
ce	PROdem	ce
ke	CONsub	que
tu	PROper	tu
portas	VERcjg	porter
al	PRE.DETdef	à.le
sepulcre	NOMcom	sépulcre
les	DETdef	le
precious	ADJqua	précieux
ungemenz	NOMcom	ongement
por	PRE	por
oindre	VERinf	oindre
le	DETdef	le
cors	NOMcom	corps
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
,	PONfbl	,
oinderai	VERcjg	oindre
je	PROper	je
le	DETdef	le
tien	ADJpos	tien
cors	NOMcom	corps
de	PRE	de
precious	ADJqua	précieux
bausme	NOMcom	bausme
,	PONfbl	,
et	CONcoo	et
ensi	ADVgen	ainsi
le	PROper	il
fist	VERcjg	faire
mostrer	VERinf	mostrer
lons	ADJqua	lonc
tains	NOMcom	tain
.	PONfrt	.

Apres	ADVgen	après
avient	VERcjg	avenir
ke	CONsub	que
la	DETdef	le
Magdelaine	NOMpro	Magelain
fu	VERcjg	estre
aportee	VERppe	aporter
a	PRE	a
Vergelai	NOMpro	Vergelai
,	PONfbl	,
et	CONcoo	et
com	CONsub	come
cil	PROdem	cel
ki	PROrel	qui
la	PROper	il
portoit	VERcjg	porter
passa	VERcjg	passer
parmi	PRE	parmi
un	DETndf	un
aitre	NOMcom	aître
,	PONfbl	,
a	PRE	a
dont	ADVgen	donc
oï	VERcjg	öir
il	PROper	il
une	DETndf	un
voiz	NOMcom	voix
ki	PROrel	qui
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Tot	DETind	tot
li	DETdef	le
mort	VERppe	mourir
ki	PROrel	qui
ci	ADVgen	ci
gisiez	VERcjg	jesir
,	PONfbl	,
levez	VERcjg	lever
sus	ADVgen	sus
,	PONfbl	,
car	CONcoo	car
la	DETdef	le
Magdelaine	NOMpro	Magelain
passe	VERcjg	passer
par	PRE	par
ci	ADVgen	ci
”	PONpdr	”
.	PONfrt	.

Li	DETdef	le
cors	NOMcom	corps
mort	VERppe	mourir
se	PROper	soi
leverent	VERcjg	lever
et	CONcoo	et
s'	PROper	soi
agenoilierent	VERcjg	agenoillier
et	CONcoo	et
joinsent	VERcjg	joindre
lor	DETpos	lor
mains	NOMcom	main
vers	PRE	vers
le	DETdef	le
cors	NOMcom	corps
c'	PROrel	que
om	PROind	on
portoit	VERcjg	porter
,	PONfbl	,
la	ADVgen	là
apres	ADVgen	après
avient	VERcjg	avenir
la	ADVgen	là
ou	PROrel	où
li	DETdef	le
cors	NOMcom	corps
passoit	VERcjg	passer
,	PONfbl	,
parmi	PRE	parmi
une	DETndf	un
voie	NOMcom	voie
ki	PROrel	qui
estoit	VERcjg	estre
avironee	VERppe	avironner
d'	PRE	de
arbres	NOMcom	arbre
d'	PRE	de
une	DETndf	un
part	NOMcom	part
et	CONcoo	et
d'	PRE	de
autre	PROind	autre
,	PONfbl	,
ke	CONsub	que
